relation i,relation j,#temporal implication,#rel_i,P one direction,P two direction
Make pessimistic comment,Complain officially,1,448,0.002232142857142857,0.003590664272890485
Complain officially,Make pessimistic comment,1,109,0.009174311926605505,0.003590664272890485
Make pessimistic comment,Accuse of war crimes,0,448,0.0,0.0
Accuse of war crimes,Make pessimistic comment,0,7,0.0,0.0
Make pessimistic comment,Apologize,0,448,0.0,0.0
Apologize,Make pessimistic comment,0,33,0.0,0.0
Make pessimistic comment,Express intent to mediate,0,448,0.0,0.0
Express intent to mediate,Make pessimistic comment,0,14,0.0,0.0
Make pessimistic comment,Decline comment,0,448,0.0,0.0
Decline comment,Make pessimistic comment,0,22,0.0,0.0
Make pessimistic comment,Mediate,0,448,0.0,0.0
Mediate,Make pessimistic comment,0,15,0.0,0.0
Make pessimistic comment,Appeal for military aid,1,448,0.002232142857142857,0.004219409282700422
Appeal for military aid,Make pessimistic comment,1,26,0.038461538461538464,0.004219409282700422
Make pessimistic comment,Assassinate,0,448,0.0,0.0
Assassinate,Make pessimistic comment,0,44,0.0,0.0
Make pessimistic comment,Reject military cooperation,0,448,0.0,0.0
Reject military cooperation,Make pessimistic comment,0,3,0.0,0.0
Make pessimistic comment,"Refuse to ease economic sanctions, boycott, or embargo",0,448,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Make pessimistic comment,0,4,0.0,0.0
Make pessimistic comment,Torture,0,448,0.0,0.0
Torture,Make pessimistic comment,0,30,0.0,0.0
Make pessimistic comment,Threaten to halt mediation,0,448,0.0,0.0
Threaten to halt mediation,Make pessimistic comment,0,1,0.0,0.0
Make pessimistic comment,Reject judicial cooperation,0,448,0.0,0.0
Reject judicial cooperation,Make pessimistic comment,0,1,0.0,0.0
Make pessimistic comment,Refuse to release persons or property,0,448,0.0,0.0
Refuse to release persons or property,Make pessimistic comment,0,19,0.0,0.0
Make pessimistic comment,Seize or damage property,0,448,0.0,0.0
Seize or damage property,Make pessimistic comment,0,8,0.0,0.0
Make pessimistic comment,Appeal for rights,0,448,0.0,0.0
Appeal for rights,Make pessimistic comment,0,9,0.0,0.0
Make pessimistic comment,Express intent to accept mediation,1,448,0.002232142857142857,0.0043859649122807015
Express intent to accept mediation,Make pessimistic comment,1,8,0.125,0.0043859649122807015
Make pessimistic comment,Appeal for economic cooperation,0,448,0.0,0.0
Appeal for economic cooperation,Make pessimistic comment,0,15,0.0,0.0
Make pessimistic comment,Receive deployment of peacekeepers,0,448,0.0,0.0
Receive deployment of peacekeepers,Make pessimistic comment,0,28,0.0,0.0
Make pessimistic comment,Demand settling of dispute,0,448,0.0,0.0
Demand settling of dispute,Make pessimistic comment,0,5,0.0,0.0
Make pessimistic comment,Impose state of emergency or martial law,0,448,0.0,0.0
Impose state of emergency or martial law,Make pessimistic comment,0,12,0.0,0.0
Make pessimistic comment,Use as human shield,0,448,0.0,0.0
Use as human shield,Make pessimistic comment,0,1,0.0,0.0
Make pessimistic comment,Demand policy change,0,448,0.0,0.0
Demand policy change,Make pessimistic comment,0,2,0.0,0.0
Make pessimistic comment,"Accuse of espionage, treason",0,448,0.0,0.0
"Accuse of espionage, treason",Make pessimistic comment,0,14,0.0,0.0
Make pessimistic comment,Demand that target yields,0,448,0.0,0.0
Demand that target yields,Make pessimistic comment,0,8,0.0,0.0
Make pessimistic comment,Reduce or stop military assistance,0,448,0.0,0.0
Reduce or stop military assistance,Make pessimistic comment,0,8,0.0,0.0
Make pessimistic comment,Share intelligence or information,0,448,0.0,0.0
Share intelligence or information,Make pessimistic comment,0,38,0.0,0.0
Make pessimistic comment,Accede to demands for change in policy,0,448,0.0,0.0
Accede to demands for change in policy,Make pessimistic comment,0,2,0.0,0.0
Make pessimistic comment,Express intent to ease administrative sanctions,0,448,0.0,0.0
Express intent to ease administrative sanctions,Make pessimistic comment,0,7,0.0,0.0
Make pessimistic comment,"Threaten with sanctions, boycott, embargo",0,448,0.0,0.0
"Threaten with sanctions, boycott, embargo",Make pessimistic comment,0,6,0.0,0.0
Make pessimistic comment,Express intent to change policy,0,448,0.0,0.0
Express intent to change policy,Make pessimistic comment,0,2,0.0,0.0
Make pessimistic comment,Accuse of human rights abuses,0,448,0.0,0.0
Accuse of human rights abuses,Make pessimistic comment,0,39,0.0,0.0
Make pessimistic comment,Appeal for humanitarian aid,0,448,0.0,0.0
Appeal for humanitarian aid,Make pessimistic comment,0,7,0.0,0.0
Make pessimistic comment,Demand judicial cooperation,0,448,0.0,0.0
Demand judicial cooperation,Make pessimistic comment,0,4,0.0,0.0
Make pessimistic comment,Engage in mass killings,0,448,0.0,0.0
Engage in mass killings,Make pessimistic comment,0,12,0.0,0.0
Make pessimistic comment,Demand economic aid,0,448,0.0,0.0
Demand economic aid,Make pessimistic comment,0,10,0.0,0.0
Make pessimistic comment,Demand material aid,0,448,0.0,0.0
Demand material aid,Make pessimistic comment,0,1,0.0,0.0
Make pessimistic comment,Express intent to provide military protection or peacekeeping,0,448,0.0,0.0
Express intent to provide military protection or peacekeeping,Make pessimistic comment,0,6,0.0,0.0
Make pessimistic comment,Investigate human rights abuses,0,448,0.0,0.0
Investigate human rights abuses,Make pessimistic comment,0,3,0.0,0.0
Make pessimistic comment,Violate ceasefire,0,448,0.0,0.0
Violate ceasefire,Make pessimistic comment,0,4,0.0,0.0
Make pessimistic comment,Carry out car bombing,0,448,0.0,0.0
Carry out car bombing,Make pessimistic comment,0,1,0.0,0.0
Make pessimistic comment,Demand material cooperation,0,448,0.0,0.0
Demand material cooperation,Make pessimistic comment,0,9,0.0,0.0
Make pessimistic comment,"Accede to demands for change in institutions, regime",0,448,0.0,0.0
"Accede to demands for change in institutions, regime",Make pessimistic comment,0,3,0.0,0.0
Make pessimistic comment,Expel or withdraw,0,448,0.0,0.0
Expel or withdraw,Make pessimistic comment,0,1,0.0,0.0
Make pessimistic comment,Expel or withdraw peacekeepers,0,448,0.0,0.0
Expel or withdraw peacekeepers,Make pessimistic comment,0,4,0.0,0.0
Make pessimistic comment,Destroy property,0,448,0.0,0.0
Destroy property,Make pessimistic comment,0,3,0.0,0.0
Make pessimistic comment,Reject economic cooperation,0,448,0.0,0.0
Reject economic cooperation,Make pessimistic comment,0,2,0.0,0.0
Make pessimistic comment,Refuse to de-escalate military engagement,0,448,0.0,0.0
Refuse to de-escalate military engagement,Make pessimistic comment,0,4,0.0,0.0
"Protest violently, riot",Demand,0,276,0.0,0.0
Demand,"Protest violently, riot",0,1152,0.0,0.0
"Protest violently, riot",Impose administrative sanctions,0,276,0.0,0.0
Impose administrative sanctions,"Protest violently, riot",0,133,0.0,0.0
"Protest violently, riot",Engage in material cooperation,0,276,0.0,0.0
Engage in material cooperation,"Protest violently, riot",0,83,0.0,0.0
"Protest violently, riot",Engage in diplomatic cooperation,0,276,0.0,0.0
Engage in diplomatic cooperation,"Protest violently, riot",0,1096,0.0,0.0
"Protest violently, riot",Make optimistic comment,0,276,0.0,0.0
Make optimistic comment,"Protest violently, riot",0,634,0.0,0.0
"Protest violently, riot",Use tactics of violent repression,0,276,0.0,0.0
Use tactics of violent repression,"Protest violently, riot",0,217,0.0,0.0
"Protest violently, riot","Return, release person(s)",1,276,0.0036231884057971015,0.00315955766192733
"Return, release person(s)","Protest violently, riot",1,357,0.0028011204481792717,0.00315955766192733
"Protest violently, riot",Express intent to cooperate economically,0,276,0.0,0.0
Express intent to cooperate economically,"Protest violently, riot",0,93,0.0,0.0
"Protest violently, riot",Impose restrictions on political freedoms,5,276,0.018115942028985508,0.030303030303030304
Impose restrictions on political freedoms,"Protest violently, riot",5,54,0.09259259259259259,0.030303030303030304
"Protest violently, riot",fight with small arms and light weapons,1,276,0.0036231884057971015,0.00205761316872428
fight with small arms and light weapons,"Protest violently, riot",1,696,0.0014367816091954023,0.00205761316872428
"Protest violently, riot","Demand meeting, negotiation",0,276,0.0,0.0
"Demand meeting, negotiation","Protest violently, riot",0,15,0.0,0.0
"Protest violently, riot",Discuss by telephone,0,276,0.0,0.0
Discuss by telephone,"Protest violently, riot",0,783,0.0,0.0
"Protest violently, riot",Reject,2,276,0.007246376811594203,0.0038461538461538464
Reject,"Protest violently, riot",2,764,0.002617801047120419,0.0038461538461538464
"Protest violently, riot",Deny responsibility,0,276,0.0,0.0
Deny responsibility,"Protest violently, riot",0,168,0.0,0.0
"Protest violently, riot",Occupy territory,0,276,0.0,0.0
Occupy territory,"Protest violently, riot",0,208,0.0,0.0
"Protest violently, riot",Meet at a 'third' location,0,276,0.0,0.0
Meet at a 'third' location,"Protest violently, riot",0,434,0.0,0.0
"Protest violently, riot",Expel or deport individuals,0,276,0.0,0.0
Expel or deport individuals,"Protest violently, riot",0,138,0.0,0.0
"Protest violently, riot",Accuse of aggression,0,276,0.0,0.0
Accuse of aggression,"Protest violently, riot",0,7,0.0,0.0
"Protest violently, riot",Reduce relations,0,276,0.0,0.0
Reduce relations,"Protest violently, riot",0,188,0.0,0.0
"Protest violently, riot","Abduct, hijack, or take hostage",0,276,0.0,0.0
"Abduct, hijack, or take hostage","Protest violently, riot",0,483,0.0,0.0
"Protest violently, riot",Investigate,0,276,0.0,0.0
Investigate,"Protest violently, riot",0,824,0.0,0.0
"Protest violently, riot",Appeal for de-escalation of military engagement,0,276,0.0,0.0
Appeal for de-escalation of military engagement,"Protest violently, riot",0,34,0.0,0.0
"Protest violently, riot",Physically assault,0,276,0.0,0.0
Physically assault,"Protest violently, riot",0,191,0.0,0.0
"Protest violently, riot","Reject proposal to meet, discuss, or negotiate",0,276,0.0,0.0
"Reject proposal to meet, discuss, or negotiate","Protest violently, riot",0,92,0.0,0.0
"Protest violently, riot",Express intent to provide humanitarian aid,0,276,0.0,0.0
Express intent to provide humanitarian aid,"Protest violently, riot",0,48,0.0,0.0
"Protest violently, riot",Engage in symbolic act,0,276,0.0,0.0
Engage in symbolic act,"Protest violently, riot",0,426,0.0,0.0
"Protest violently, riot",Provide aid,0,276,0.0,0.0
Provide aid,"Protest violently, riot",0,158,0.0,0.0
"Protest violently, riot",Provide humanitarian aid,0,276,0.0,0.0
Provide humanitarian aid,"Protest violently, riot",0,252,0.0,0.0
"Protest violently, riot",Cooperate economically,0,276,0.0,0.0
Cooperate economically,"Protest violently, riot",0,117,0.0,0.0
"Protest violently, riot",Consider policy option,0,276,0.0,0.0
Consider policy option,"Protest violently, riot",0,90,0.0,0.0
"Protest violently, riot","Defy norms, law",0,276,0.0,0.0
"Defy norms, law","Protest violently, riot",0,57,0.0,0.0
"Protest violently, riot",Conduct strike or boycott,0,276,0.0,0.0
Conduct strike or boycott,"Protest violently, riot",0,32,0.0,0.0
"Protest violently, riot",Bring lawsuit against,0,276,0.0,0.0
Bring lawsuit against,"Protest violently, riot",0,142,0.0,0.0
"Protest violently, riot",Demonstrate military or police power,0,276,0.0,0.0
Demonstrate military or police power,"Protest violently, riot",0,30,0.0,0.0
"Protest violently, riot",Carry out suicide bombing,0,276,0.0,0.0
Carry out suicide bombing,"Protest violently, riot",0,76,0.0,0.0
"Protest violently, riot",Mobilize or increase armed forces,0,276,0.0,0.0
Mobilize or increase armed forces,"Protest violently, riot",0,169,0.0,0.0
"Protest violently, riot",Reduce or break diplomatic relations,0,276,0.0,0.0
Reduce or break diplomatic relations,"Protest violently, riot",0,132,0.0,0.0
"Protest violently, riot",Confiscate property,0,276,0.0,0.0
Confiscate property,"Protest violently, riot",0,138,0.0,0.0
"Protest violently, riot",Threaten,2,276,0.007246376811594203,0.0048721071863581
Threaten,"Protest violently, riot",2,545,0.003669724770642202,0.0048721071863581
"Protest violently, riot",Express intent to release persons or property,0,276,0.0,0.0
Express intent to release persons or property,"Protest violently, riot",0,61,0.0,0.0
"Protest violently, riot",Express intent to provide material aid,0,276,0.0,0.0
Express intent to provide material aid,"Protest violently, riot",0,77,0.0,0.0
"Protest violently, riot",Demand de-escalation of military engagement,2,276,0.007246376811594203,0.013888888888888888
Demand de-escalation of military engagement,"Protest violently, riot",2,12,0.16666666666666666,0.013888888888888888
"Protest violently, riot","Declare truce, ceasefire",1,276,0.0036231884057971015,0.006688963210702341
"Declare truce, ceasefire","Protest violently, riot",1,23,0.043478260869565216,0.006688963210702341
"Protest violently, riot",Reduce or stop humanitarian assistance,1,276,0.0036231884057971015,0.007142857142857143
Reduce or stop humanitarian assistance,"Protest violently, riot",1,4,0.25,0.007142857142857143
"Protest violently, riot",Express intent to cooperate militarily,0,276,0.0,0.0
Express intent to cooperate militarily,"Protest violently, riot",0,14,0.0,0.0
"Protest violently, riot","Express intent to ease economic sanctions, boycott, or embargo",0,276,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo","Protest violently, riot",0,18,0.0,0.0
"Protest violently, riot",Coerce,0,276,0.0,0.0
Coerce,"Protest violently, riot",0,95,0.0,0.0
"Protest violently, riot",Appeal for change in leadership,0,276,0.0,0.0
Appeal for change in leadership,"Protest violently, riot",0,49,0.0,0.0
"Protest violently, riot",Express intent to settle dispute,0,276,0.0,0.0
Express intent to settle dispute,"Protest violently, riot",0,54,0.0,0.0
"Protest violently, riot",Express accord,1,276,0.0036231884057971015,0.005633802816901409
Express accord,"Protest violently, riot",1,79,0.012658227848101266,0.005633802816901409
"Protest violently, riot",Rally opposition against,0,276,0.0,0.0
Rally opposition against,"Protest violently, riot",0,68,0.0,0.0
"Protest violently, riot",Retreat or surrender militarily,0,276,0.0,0.0
Retreat or surrender militarily,"Protest violently, riot",0,55,0.0,0.0
"Protest violently, riot",Halt negotiations,0,276,0.0,0.0
Halt negotiations,"Protest violently, riot",0,27,0.0,0.0
"Protest violently, riot",Appeal to others to meet or negotiate,0,276,0.0,0.0
Appeal to others to meet or negotiate,"Protest violently, riot",0,28,0.0,0.0
"Protest violently, riot",Demand diplomatic cooperation (such as policy support),0,276,0.0,0.0
Demand diplomatic cooperation (such as policy support),"Protest violently, riot",0,66,0.0,0.0
"Protest violently, riot",Yield,1,276,0.0036231884057971015,0.005420054200542005
Yield,"Protest violently, riot",1,93,0.010752688172043012,0.005420054200542005
"Protest violently, riot",Rally support on behalf of,0,276,0.0,0.0
Rally support on behalf of,"Protest violently, riot",0,96,0.0,0.0
"Protest violently, riot",Express intent to cooperate on intelligence,0,276,0.0,0.0
Express intent to cooperate on intelligence,"Protest violently, riot",0,8,0.0,0.0
"Protest violently, riot","Obstruct passage, block",8,276,0.028985507246376812,0.04790419161676647
"Obstruct passage, block","Protest violently, riot",8,58,0.13793103448275862,0.04790419161676647
"Protest violently, riot",Demand change in leadership,0,276,0.0,0.0
Demand change in leadership,"Protest violently, riot",0,64,0.0,0.0
"Protest violently, riot",Appeal for economic aid,0,276,0.0,0.0
Appeal for economic aid,"Protest violently, riot",0,23,0.0,0.0
"Protest violently, riot",Provide military aid,0,276,0.0,0.0
Provide military aid,"Protest violently, riot",0,88,0.0,0.0
"Protest violently, riot",Ease administrative sanctions,0,276,0.0,0.0
Ease administrative sanctions,"Protest violently, riot",0,146,0.0,0.0
"Protest violently, riot",Express intent to provide economic aid,0,276,0.0,0.0
Express intent to provide economic aid,"Protest violently, riot",0,70,0.0,0.0
"Protest violently, riot","Appeal for change in institutions, regime",0,276,0.0,0.0
"Appeal for change in institutions, regime","Protest violently, riot",0,20,0.0,0.0
"Protest violently, riot",Increase police alert status,0,276,0.0,0.0
Increase police alert status,"Protest violently, riot",0,25,0.0,0.0
"Protest violently, riot","Return, release property",0,276,0.0,0.0
"Return, release property","Protest violently, riot",0,10,0.0,0.0
"Protest violently, riot",Ease military blockade,2,276,0.007246376811594203,0.014336917562724014
Ease military blockade,"Protest violently, riot",2,3,0.6666666666666666,0.014336917562724014
"Protest violently, riot","Ease economic sanctions, boycott, embargo",0,276,0.0,0.0
"Ease economic sanctions, boycott, embargo","Protest violently, riot",0,21,0.0,0.0
"Protest violently, riot",Threaten with military force,0,276,0.0,0.0
Threaten with military force,"Protest violently, riot",0,91,0.0,0.0
"Protest violently, riot",Acknowledge or claim responsibility,0,276,0.0,0.0
Acknowledge or claim responsibility,"Protest violently, riot",0,62,0.0,0.0
"Protest violently, riot",Express intent to provide military aid,0,276,0.0,0.0
Express intent to provide military aid,"Protest violently, riot",0,92,0.0,0.0
"Protest violently, riot",Defend verbally,0,276,0.0,0.0
Defend verbally,"Protest violently, riot",0,25,0.0,0.0
"Protest violently, riot",Make empathetic comment,0,276,0.0,0.0
Make empathetic comment,"Protest violently, riot",0,232,0.0,0.0
"Protest violently, riot","Impose embargo, boycott, or sanctions",0,276,0.0,0.0
"Impose embargo, boycott, or sanctions","Protest violently, riot",0,98,0.0,0.0
"Protest violently, riot",Increase military alert status,0,276,0.0,0.0
Increase military alert status,"Protest violently, riot",0,27,0.0,0.0
"Protest violently, riot",Accede to demands for rights,0,276,0.0,0.0
Accede to demands for rights,"Protest violently, riot",0,6,0.0,0.0
"Protest violently, riot",Appeal to others to settle dispute,0,276,0.0,0.0
Appeal to others to settle dispute,"Protest violently, riot",0,12,0.0,0.0
"Protest violently, riot","Appeal for easing of economic sanctions, boycott, or embargo",0,276,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo","Protest violently, riot",0,1,0.0,0.0
"Protest violently, riot",Mobilize or increase police power,0,276,0.0,0.0
Mobilize or increase police power,"Protest violently, riot",0,25,0.0,0.0
"Protest violently, riot","Conduct suicide, car, or other non-military bombing",0,276,0.0,0.0
"Conduct suicide, car, or other non-military bombing","Protest violently, riot",0,69,0.0,0.0
"Protest violently, riot",Appeal for material cooperation,0,276,0.0,0.0
Appeal for material cooperation,"Protest violently, riot",0,10,0.0,0.0
"Protest violently, riot",Refuse to ease administrative sanctions,0,276,0.0,0.0
Refuse to ease administrative sanctions,"Protest violently, riot",0,8,0.0,0.0
"Protest violently, riot",Provide economic aid,0,276,0.0,0.0
Provide economic aid,"Protest violently, riot",0,71,0.0,0.0
"Protest violently, riot",Demand release of persons or property,0,276,0.0,0.0
Demand release of persons or property,"Protest violently, riot",0,5,0.0,0.0
"Protest violently, riot","Demand change in institutions, regime",0,276,0.0,0.0
"Demand change in institutions, regime","Protest violently, riot",0,8,0.0,0.0
"Protest violently, riot",Appeal for release of persons or property,0,276,0.0,0.0
Appeal for release of persons or property,"Protest violently, riot",0,30,0.0,0.0
"Protest violently, riot",Kill by physical assault,0,276,0.0,0.0
Kill by physical assault,"Protest violently, riot",0,80,0.0,0.0
"Protest violently, riot",Demonstrate for leadership change,0,276,0.0,0.0
Demonstrate for leadership change,"Protest violently, riot",0,27,0.0,0.0
"Protest violently, riot",Grant diplomatic recognition,0,276,0.0,0.0
Grant diplomatic recognition,"Protest violently, riot",0,53,0.0,0.0
"Protest violently, riot","Impose blockade, restrict movement",0,276,0.0,0.0
"Impose blockade, restrict movement","Protest violently, riot",0,18,0.0,0.0
"Protest violently, riot",Employ aerial weapons,0,276,0.0,0.0
Employ aerial weapons,"Protest violently, riot",0,86,0.0,0.0
"Protest violently, riot",Cooperate militarily,0,276,0.0,0.0
Cooperate militarily,"Protest violently, riot",0,96,0.0,0.0
"Protest violently, riot","Accuse of crime, corruption",1,276,0.0036231884057971015,0.0058823529411764705
"Accuse of crime, corruption","Protest violently, riot",1,64,0.015625,0.0058823529411764705
"Protest violently, riot",Engage in violent protest for rights,0,276,0.0,0.0
Engage in violent protest for rights,"Protest violently, riot",0,1,0.0,0.0
"Protest violently, riot",Sexually assault,0,276,0.0,0.0
Sexually assault,"Protest violently, riot",0,112,0.0,0.0
"Protest violently, riot",Refuse to yield,0,276,0.0,0.0
Refuse to yield,"Protest violently, riot",0,37,0.0,0.0
"Protest violently, riot",Provide military protection or peacekeeping,0,276,0.0,0.0
Provide military protection or peacekeeping,"Protest violently, riot",0,23,0.0,0.0
"Protest violently, riot",Appeal for military protection or peacekeeping,0,276,0.0,0.0
Appeal for military protection or peacekeeping,"Protest violently, riot",0,1,0.0,0.0
"Protest violently, riot","Reject plan, agreement to settle dispute",0,276,0.0,0.0
"Reject plan, agreement to settle dispute","Protest violently, riot",0,55,0.0,0.0
"Protest violently, riot",Threaten to halt negotiations,0,276,0.0,0.0
Threaten to halt negotiations,"Protest violently, riot",0,1,0.0,0.0
"Protest violently, riot",Express intent to institute political reform,0,276,0.0,0.0
Express intent to institute political reform,"Protest violently, riot",0,1,0.0,0.0
"Protest violently, riot",Give ultimatum,0,276,0.0,0.0
Give ultimatum,"Protest violently, riot",0,52,0.0,0.0
"Protest violently, riot",fight with artillery and tanks,0,276,0.0,0.0
fight with artillery and tanks,"Protest violently, riot",0,32,0.0,0.0
"Protest violently, riot",Appeal to engage in or accept mediation,0,276,0.0,0.0
Appeal to engage in or accept mediation,"Protest violently, riot",0,33,0.0,0.0
"Protest violently, riot",Appeal for aid,0,276,0.0,0.0
Appeal for aid,"Protest violently, riot",0,22,0.0,0.0
"Protest violently, riot","Investigate crime, corruption",0,276,0.0,0.0
"Investigate crime, corruption","Protest violently, riot",0,28,0.0,0.0
"Protest violently, riot","Threaten with political dissent, protest",1,276,0.0036231884057971015,0.0071174377224199285
"Threaten with political dissent, protest","Protest violently, riot",1,5,0.2,0.0071174377224199285
"Protest violently, riot",Appeal for easing of administrative sanctions,0,276,0.0,0.0
Appeal for easing of administrative sanctions,"Protest violently, riot",0,13,0.0,0.0
"Protest violently, riot",Express intent to de-escalate military engagement,0,276,0.0,0.0
Express intent to de-escalate military engagement,"Protest violently, riot",0,31,0.0,0.0
"Protest violently, riot",Appeal for judicial cooperation,0,276,0.0,0.0
Appeal for judicial cooperation,"Protest violently, riot",0,23,0.0,0.0
"Protest violently, riot",Complain officially,0,276,0.0,0.0
Complain officially,"Protest violently, riot",0,109,0.0,0.0
"Protest violently, riot",Accuse of war crimes,0,276,0.0,0.0
Accuse of war crimes,"Protest violently, riot",0,7,0.0,0.0
"Protest violently, riot",Apologize,0,276,0.0,0.0
Apologize,"Protest violently, riot",0,33,0.0,0.0
"Protest violently, riot",Express intent to mediate,0,276,0.0,0.0
Express intent to mediate,"Protest violently, riot",0,14,0.0,0.0
"Protest violently, riot",Decline comment,0,276,0.0,0.0
Decline comment,"Protest violently, riot",0,22,0.0,0.0
"Protest violently, riot",Mediate,0,276,0.0,0.0
Mediate,"Protest violently, riot",0,15,0.0,0.0
"Protest violently, riot",Appeal for military aid,0,276,0.0,0.0
Appeal for military aid,"Protest violently, riot",0,26,0.0,0.0
"Protest violently, riot",Assassinate,0,276,0.0,0.0
Assassinate,"Protest violently, riot",0,44,0.0,0.0
"Protest violently, riot",Reject military cooperation,0,276,0.0,0.0
Reject military cooperation,"Protest violently, riot",0,3,0.0,0.0
"Protest violently, riot","Refuse to ease economic sanctions, boycott, or embargo",0,276,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo","Protest violently, riot",0,4,0.0,0.0
"Protest violently, riot",Torture,0,276,0.0,0.0
Torture,"Protest violently, riot",0,30,0.0,0.0
"Protest violently, riot",Threaten to halt mediation,0,276,0.0,0.0
Threaten to halt mediation,"Protest violently, riot",0,1,0.0,0.0
"Protest violently, riot",Reject judicial cooperation,0,276,0.0,0.0
Reject judicial cooperation,"Protest violently, riot",0,1,0.0,0.0
"Protest violently, riot",Refuse to release persons or property,0,276,0.0,0.0
Refuse to release persons or property,"Protest violently, riot",0,19,0.0,0.0
"Protest violently, riot",Seize or damage property,0,276,0.0,0.0
Seize or damage property,"Protest violently, riot",0,8,0.0,0.0
"Protest violently, riot",Appeal for rights,0,276,0.0,0.0
Appeal for rights,"Protest violently, riot",0,9,0.0,0.0
"Protest violently, riot",Express intent to accept mediation,0,276,0.0,0.0
Express intent to accept mediation,"Protest violently, riot",0,8,0.0,0.0
"Protest violently, riot",Appeal for economic cooperation,0,276,0.0,0.0
Appeal for economic cooperation,"Protest violently, riot",0,15,0.0,0.0
"Protest violently, riot",Receive deployment of peacekeepers,0,276,0.0,0.0
Receive deployment of peacekeepers,"Protest violently, riot",0,28,0.0,0.0
"Protest violently, riot",Demand settling of dispute,0,276,0.0,0.0
Demand settling of dispute,"Protest violently, riot",0,5,0.0,0.0
"Protest violently, riot",Impose state of emergency or martial law,0,276,0.0,0.0
Impose state of emergency or martial law,"Protest violently, riot",0,12,0.0,0.0
"Protest violently, riot",Use as human shield,0,276,0.0,0.0
Use as human shield,"Protest violently, riot",0,1,0.0,0.0
"Protest violently, riot",Demand policy change,0,276,0.0,0.0
Demand policy change,"Protest violently, riot",0,2,0.0,0.0
"Protest violently, riot","Accuse of espionage, treason",0,276,0.0,0.0
"Accuse of espionage, treason","Protest violently, riot",0,14,0.0,0.0
"Protest violently, riot",Demand that target yields,0,276,0.0,0.0
Demand that target yields,"Protest violently, riot",0,8,0.0,0.0
"Protest violently, riot",Reduce or stop military assistance,0,276,0.0,0.0
Reduce or stop military assistance,"Protest violently, riot",0,8,0.0,0.0
"Protest violently, riot",Share intelligence or information,0,276,0.0,0.0
Share intelligence or information,"Protest violently, riot",0,38,0.0,0.0
"Protest violently, riot",Accede to demands for change in policy,0,276,0.0,0.0
Accede to demands for change in policy,"Protest violently, riot",0,2,0.0,0.0
"Protest violently, riot",Express intent to ease administrative sanctions,0,276,0.0,0.0
Express intent to ease administrative sanctions,"Protest violently, riot",0,7,0.0,0.0
"Protest violently, riot","Threaten with sanctions, boycott, embargo",0,276,0.0,0.0
"Threaten with sanctions, boycott, embargo","Protest violently, riot",0,6,0.0,0.0
"Protest violently, riot",Express intent to change policy,0,276,0.0,0.0
Express intent to change policy,"Protest violently, riot",0,2,0.0,0.0
"Protest violently, riot",Accuse of human rights abuses,0,276,0.0,0.0
Accuse of human rights abuses,"Protest violently, riot",0,39,0.0,0.0
"Protest violently, riot",Appeal for humanitarian aid,0,276,0.0,0.0
Appeal for humanitarian aid,"Protest violently, riot",0,7,0.0,0.0
"Protest violently, riot",Demand judicial cooperation,0,276,0.0,0.0
Demand judicial cooperation,"Protest violently, riot",0,4,0.0,0.0
"Protest violently, riot",Engage in mass killings,0,276,0.0,0.0
Engage in mass killings,"Protest violently, riot",0,12,0.0,0.0
"Protest violently, riot",Demand economic aid,0,276,0.0,0.0
Demand economic aid,"Protest violently, riot",0,10,0.0,0.0
"Protest violently, riot",Demand material aid,0,276,0.0,0.0
Demand material aid,"Protest violently, riot",0,1,0.0,0.0
"Protest violently, riot",Express intent to provide military protection or peacekeeping,0,276,0.0,0.0
Express intent to provide military protection or peacekeeping,"Protest violently, riot",0,6,0.0,0.0
"Protest violently, riot",Investigate human rights abuses,0,276,0.0,0.0
Investigate human rights abuses,"Protest violently, riot",0,3,0.0,0.0
"Protest violently, riot",Violate ceasefire,0,276,0.0,0.0
Violate ceasefire,"Protest violently, riot",0,4,0.0,0.0
"Protest violently, riot",Carry out car bombing,0,276,0.0,0.0
Carry out car bombing,"Protest violently, riot",0,1,0.0,0.0
"Protest violently, riot",Demand material cooperation,0,276,0.0,0.0
Demand material cooperation,"Protest violently, riot",0,9,0.0,0.0
"Protest violently, riot","Accede to demands for change in institutions, regime",0,276,0.0,0.0
"Accede to demands for change in institutions, regime","Protest violently, riot",0,3,0.0,0.0
"Protest violently, riot",Expel or withdraw,0,276,0.0,0.0
Expel or withdraw,"Protest violently, riot",0,1,0.0,0.0
"Protest violently, riot",Expel or withdraw peacekeepers,0,276,0.0,0.0
Expel or withdraw peacekeepers,"Protest violently, riot",0,4,0.0,0.0
"Protest violently, riot",Destroy property,0,276,0.0,0.0
Destroy property,"Protest violently, riot",0,3,0.0,0.0
"Protest violently, riot",Reject economic cooperation,0,276,0.0,0.0
Reject economic cooperation,"Protest violently, riot",0,2,0.0,0.0
"Protest violently, riot",Refuse to de-escalate military engagement,0,276,0.0,0.0
Refuse to de-escalate military engagement,"Protest violently, riot",0,4,0.0,0.0
Demand,Impose administrative sanctions,0,1152,0.0,0.0
Impose administrative sanctions,Demand,0,133,0.0,0.0
