relation i,relation j,#inverse,#rel_i,P one direction,P two direction
Demonstrate for leadership change,Express intent to provide material aid,0,27,0.0,0.0
Express intent to provide material aid,Sexually assault,1,77,0.012987012987012988,0.010582010582010581
Sexually assault,Express intent to provide material aid,1,112,0.008928571428571428,0.010582010582010581
Express intent to provide material aid,Conduct strike or boycott,0,77,0.0,0.0
Conduct strike or boycott,Express intent to provide material aid,0,32,0.0,0.0
Express intent to provide material aid,Demonstrate military or police power,3,77,0.03896103896103896,0.037383177570093455
Demonstrate military or police power,Express intent to provide material aid,1,30,0.03333333333333333,0.037383177570093455
Express intent to provide material aid,Provide military aid,0,77,0.0,0.0
Provide military aid,Express intent to provide material aid,0,88,0.0,0.0
Express intent to provide material aid,"Reject plan, agreement to settle dispute",6,77,0.07792207792207792,0.10606060606060606
"Reject plan, agreement to settle dispute",Express intent to provide material aid,8,55,0.14545454545454545,0.10606060606060606
Express intent to provide material aid,"Impose embargo, boycott, or sanctions",0,77,0.0,0.0
"Impose embargo, boycott, or sanctions",Express intent to provide material aid,0,98,0.0,0.0
Express intent to provide material aid,Yield,0,77,0.0,0.0
Yield,Express intent to provide material aid,0,93,0.0,0.0
Express intent to provide material aid,"Obstruct passage, block",0,77,0.0,0.0
"Obstruct passage, block",Express intent to provide material aid,0,58,0.0,0.0
Express intent to provide material aid,Mediate,0,77,0.0,0.0
Mediate,Express intent to provide material aid,0,15,0.0,0.0
Express intent to provide material aid,Apologize,3,77,0.03896103896103896,0.03636363636363636
Apologize,Express intent to provide material aid,1,33,0.030303030303030304,0.03636363636363636
Express intent to provide material aid,Express intent to release persons or property,0,77,0.0,0.0
Express intent to release persons or property,Express intent to provide material aid,0,61,0.0,0.0
Express intent to provide material aid,Express intent to de-escalate military engagement,0,77,0.0,0.0
Express intent to de-escalate military engagement,Express intent to provide material aid,0,31,0.0,0.0
Express intent to provide material aid,Accede to demands for rights,0,77,0.0,0.0
Accede to demands for rights,Express intent to provide material aid,0,6,0.0,0.0
Express intent to provide material aid,Demand economic aid,0,77,0.0,0.0
Demand economic aid,Express intent to provide material aid,0,10,0.0,0.0
Express intent to provide material aid,Impose state of emergency or martial law,0,77,0.0,0.0
Impose state of emergency or martial law,Express intent to provide material aid,0,12,0.0,0.0
Express intent to provide material aid,Receive deployment of peacekeepers,7,77,0.09090909090909091,0.1523809523809524
Receive deployment of peacekeepers,Express intent to provide material aid,9,28,0.32142857142857145,0.1523809523809524
Express intent to provide material aid,"Declare truce, ceasefire",1,77,0.012987012987012988,0.02
"Declare truce, ceasefire",Express intent to provide material aid,1,23,0.043478260869565216,0.02
Express intent to provide material aid,Reduce or stop humanitarian assistance,0,77,0.0,0.0
Reduce or stop humanitarian assistance,Express intent to provide material aid,0,4,0.0,0.0
Express intent to provide material aid,Appeal to others to settle dispute,0,77,0.0,0.0
Appeal to others to settle dispute,Express intent to provide material aid,0,12,0.0,0.0
Express intent to provide material aid,Reject request for military aid,0,77,0.0,0.0
Reject request for military aid,Express intent to provide material aid,0,1,0.0,0.0
Express intent to provide material aid,"Threaten with political dissent, protest",0,77,0.0,0.0
"Threaten with political dissent, protest",Express intent to provide material aid,0,5,0.0,0.0
Express intent to provide material aid,"Express intent to ease economic sanctions, boycott, or embargo",0,77,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Express intent to provide material aid,0,18,0.0,0.0
Express intent to provide material aid,Coerce,2,77,0.025974025974025976,0.023255813953488372
Coerce,Express intent to provide material aid,2,95,0.021052631578947368,0.023255813953488372
Express intent to provide material aid,Express intent to cooperate on intelligence,0,77,0.0,0.0
Express intent to cooperate on intelligence,Express intent to provide material aid,0,8,0.0,0.0
Express intent to provide material aid,Express intent to settle dispute,4,77,0.05194805194805195,0.061068702290076333
Express intent to settle dispute,Express intent to provide material aid,4,54,0.07407407407407407,0.061068702290076333
Express intent to provide material aid,Express accord,2,77,0.025974025974025976,0.02564102564102564
Express accord,Express intent to provide material aid,2,79,0.02531645569620253,0.02564102564102564
Express intent to provide material aid,Rally support on behalf of,1,77,0.012987012987012988,0.011560693641618497
Rally support on behalf of,Express intent to provide material aid,1,96,0.010416666666666666,0.011560693641618497
Express intent to provide material aid,Halt negotiations,3,77,0.03896103896103896,0.038461538461538464
Halt negotiations,Express intent to provide material aid,1,27,0.037037037037037035,0.038461538461538464
Express intent to provide material aid,Appeal for military aid,1,77,0.012987012987012988,0.06796116504854369
Appeal for military aid,Express intent to provide material aid,6,26,0.23076923076923078,0.06796116504854369
Express intent to provide material aid,Acknowledge or claim responsibility,0,77,0.0,0.0
Acknowledge or claim responsibility,Express intent to provide material aid,0,62,0.0,0.0
Express intent to provide material aid,Appeal to others to meet or negotiate,1,77,0.012987012987012988,0.01904761904761905
Appeal to others to meet or negotiate,Express intent to provide material aid,1,28,0.03571428571428571,0.01904761904761905
Express intent to provide material aid,Express intent to provide military protection or peacekeeping,0,77,0.0,0.0
Express intent to provide military protection or peacekeeping,Express intent to provide material aid,0,6,0.0,0.0
Express intent to provide material aid,Assassinate,0,77,0.0,0.0
Assassinate,Express intent to provide material aid,0,44,0.0,0.0
Express intent to provide material aid,Rally opposition against,1,77,0.012987012987012988,0.013793103448275862
Rally opposition against,Express intent to provide material aid,1,68,0.014705882352941176,0.013793103448275862
Express intent to provide material aid,"Threaten with sanctions, boycott, embargo",0,77,0.0,0.0
"Threaten with sanctions, boycott, embargo",Express intent to provide material aid,0,6,0.0,0.0
Express intent to provide material aid,Demand change in leadership,0,77,0.0,0.0
Demand change in leadership,Express intent to provide material aid,0,64,0.0,0.0
Express intent to provide material aid,Appeal for economic aid,1,77,0.012987012987012988,0.04
Appeal for economic aid,Express intent to provide material aid,3,23,0.13043478260869565,0.04
Express intent to provide material aid,Refuse to de-escalate military engagement,0,77,0.0,0.0
Refuse to de-escalate military engagement,Express intent to provide material aid,0,4,0.0,0.0
Express intent to provide material aid,Express intent to provide military aid,1,77,0.012987012987012988,0.03550295857988166
Express intent to provide military aid,Express intent to provide material aid,5,92,0.05434782608695652,0.03550295857988166
Express intent to provide material aid,Refuse to release persons or property,0,77,0.0,0.0
Refuse to release persons or property,Express intent to provide material aid,0,19,0.0,0.0
Express intent to provide material aid,Increase police alert status,3,77,0.03896103896103896,0.0392156862745098
Increase police alert status,Express intent to provide material aid,1,25,0.04,0.0392156862745098
Express intent to provide material aid,Ease military blockade,0,77,0.0,0.0
Ease military blockade,Express intent to provide material aid,0,3,0.0,0.0
Express intent to provide material aid,"Ease economic sanctions, boycott, embargo",0,77,0.0,0.0
"Ease economic sanctions, boycott, embargo",Express intent to provide material aid,0,21,0.0,0.0
Express intent to provide material aid,Appeal for material cooperation,1,77,0.012987012987012988,0.022988505747126436
Appeal for material cooperation,Express intent to provide material aid,1,10,0.1,0.022988505747126436
Express intent to provide material aid,Appeal for economic cooperation,1,77,0.012987012987012988,0.03260869565217391
Appeal for economic cooperation,Express intent to provide material aid,2,15,0.13333333333333333,0.03260869565217391
Express intent to provide material aid,Threaten with military force,4,77,0.05194805194805195,0.05952380952380952
Threaten with military force,Express intent to provide material aid,6,91,0.06593406593406594,0.05952380952380952
Express intent to provide material aid,Demand settling of dispute,0,77,0.0,0.0
Demand settling of dispute,Express intent to provide material aid,0,5,0.0,0.0
Express intent to provide material aid,"Accuse of crime, corruption",2,77,0.025974025974025976,0.028368794326241134
"Accuse of crime, corruption",Express intent to provide material aid,2,64,0.03125,0.028368794326241134
Express intent to provide material aid,Give ultimatum,0,77,0.0,0.0
Give ultimatum,Express intent to provide material aid,0,52,0.0,0.0
Express intent to provide material aid,Defend verbally,0,77,0.0,0.0
Defend verbally,Express intent to provide material aid,0,25,0.0,0.0
Express intent to provide material aid,Provide military protection or peacekeeping,0,77,0.0,0.0
Provide military protection or peacekeeping,Express intent to provide material aid,0,23,0.0,0.0
Express intent to provide material aid,"Accuse of espionage, treason",0,77,0.0,0.0
"Accuse of espionage, treason",Express intent to provide material aid,0,14,0.0,0.0
Express intent to provide material aid,Accede to requests or demands for political reform,0,77,0.0,0.0
Accede to requests or demands for political reform,Express intent to provide material aid,0,2,0.0,0.0
Express intent to provide material aid,Employ aerial weapons,0,77,0.0,0.0
Employ aerial weapons,Express intent to provide material aid,0,86,0.0,0.0
Express intent to provide material aid,"Appeal for easing of economic sanctions, boycott, or embargo",3,77,0.03896103896103896,0.05128205128205128
"Appeal for easing of economic sanctions, boycott, or embargo",Express intent to provide material aid,1,1,1.0,0.05128205128205128
Express intent to provide material aid,Accuse of human rights abuses,0,77,0.0,0.0
Accuse of human rights abuses,Express intent to provide material aid,0,39,0.0,0.0
Express intent to provide material aid,Appeal to yield,1,77,0.012987012987012988,0.023809523809523808
Appeal to yield,Express intent to provide material aid,1,7,0.14285714285714285,0.023809523809523808
Express intent to provide material aid,"Return, release property",0,77,0.0,0.0
"Return, release property",Express intent to provide material aid,0,10,0.0,0.0
Express intent to provide material aid,fight with artillery and tanks,3,77,0.03896103896103896,0.08256880733944955
fight with artillery and tanks,Express intent to provide material aid,6,32,0.1875,0.08256880733944955
Express intent to provide material aid,Demand military aid,2,77,0.025974025974025976,0.05063291139240506
Demand military aid,Express intent to provide material aid,2,2,1.0,0.05063291139240506
Express intent to provide material aid,Threaten to reduce or stop aid,0,77,0.0,0.0
Threaten to reduce or stop aid,Express intent to provide material aid,0,4,0.0,0.0
Express intent to provide material aid,Share intelligence or information,1,77,0.012987012987012988,0.017391304347826087
Share intelligence or information,Express intent to provide material aid,1,38,0.02631578947368421,0.017391304347826087
Express intent to provide material aid,Demand release of persons or property,0,77,0.0,0.0
Demand release of persons or property,Express intent to provide material aid,0,5,0.0,0.0
Express intent to provide material aid,Decline comment,3,77,0.03896103896103896,0.04040404040404041
Decline comment,Express intent to provide material aid,1,22,0.045454545454545456,0.04040404040404041
Express intent to provide material aid,Forgive,0,77,0.0,0.0
Forgive,Express intent to provide material aid,0,3,0.0,0.0
Express intent to provide material aid,Accede to demands for change in leadership,1,77,0.012987012987012988,0.018867924528301886
Accede to demands for change in leadership,Express intent to provide material aid,1,29,0.034482758620689655,0.018867924528301886
Express intent to provide material aid,"Demand change in institutions, regime",0,77,0.0,0.0
"Demand change in institutions, regime",Express intent to provide material aid,0,8,0.0,0.0
Express intent to provide material aid,Appeal for easing of administrative sanctions,0,77,0.0,0.0
Appeal for easing of administrative sanctions,Express intent to provide material aid,0,13,0.0,0.0
Express intent to provide material aid,Appeal for aid,1,77,0.012987012987012988,0.020202020202020204
Appeal for aid,Express intent to provide material aid,1,22,0.045454545454545456,0.020202020202020204
Express intent to provide material aid,Appeal for rights,0,77,0.0,0.0
Appeal for rights,Express intent to provide material aid,0,9,0.0,0.0
Express intent to provide material aid,Appeal to engage in or accept mediation,1,77,0.012987012987012988,0.03636363636363636
Appeal to engage in or accept mediation,Express intent to provide material aid,3,33,0.09090909090909091,0.03636363636363636
Express intent to provide material aid,"Impose blockade, restrict movement",0,77,0.0,0.0
"Impose blockade, restrict movement",Express intent to provide material aid,0,18,0.0,0.0
Express intent to provide material aid,Engage in violent protest for rights,0,77,0.0,0.0
Engage in violent protest for rights,Express intent to provide material aid,0,1,0.0,0.0
Express intent to provide material aid,Express intent to mediate,1,77,0.012987012987012988,0.02197802197802198
Express intent to mediate,Express intent to provide material aid,1,14,0.07142857142857142,0.02197802197802198
Express intent to provide material aid,Appeal for release of persons or property,0,77,0.0,0.0
Appeal for release of persons or property,Express intent to provide material aid,0,30,0.0,0.0
Express intent to provide material aid,Expel or withdraw peacekeepers,0,77,0.0,0.0
Expel or withdraw peacekeepers,Express intent to provide material aid,0,4,0.0,0.0
Express intent to provide material aid,Appeal for military protection or peacekeeping,0,77,0.0,0.0
Appeal for military protection or peacekeeping,Express intent to provide material aid,0,1,0.0,0.0
Express intent to provide material aid,Attempt to assassinate,0,77,0.0,0.0
Attempt to assassinate,Express intent to provide material aid,0,11,0.0,0.0
Express intent to provide material aid,Accuse of war crimes,0,77,0.0,0.0
Accuse of war crimes,Express intent to provide material aid,0,7,0.0,0.0
Express intent to provide material aid,Reject military cooperation,3,77,0.03896103896103896,0.05
Reject military cooperation,Express intent to provide material aid,1,3,0.3333333333333333,0.05
Express intent to provide material aid,Threaten to halt negotiations,3,77,0.03896103896103896,0.05128205128205128
Threaten to halt negotiations,Express intent to provide material aid,1,1,1.0,0.05128205128205128
Express intent to provide material aid,Demand material cooperation,0,77,0.0,0.0
Demand material cooperation,Express intent to provide material aid,0,9,0.0,0.0
Express intent to provide material aid,Express intent to institute political reform,0,77,0.0,0.0
Express intent to institute political reform,Express intent to provide material aid,0,1,0.0,0.0
Express intent to provide material aid,"Investigate crime, corruption",0,77,0.0,0.0
"Investigate crime, corruption",Express intent to provide material aid,0,28,0.0,0.0
Express intent to provide material aid,Demand easing of administrative sanctions,0,77,0.0,0.0
Demand easing of administrative sanctions,Express intent to provide material aid,0,4,0.0,0.0
Express intent to provide material aid,Ban political parties or politicians,0,77,0.0,0.0
Ban political parties or politicians,Express intent to provide material aid,0,7,0.0,0.0
Express intent to provide material aid,Express intent to engage in material cooperation,0,77,0.0,0.0
Express intent to engage in material cooperation,Express intent to provide material aid,0,10,0.0,0.0
Express intent to provide material aid,Reduce or stop economic assistance,0,77,0.0,0.0
Reduce or stop economic assistance,Express intent to provide material aid,0,8,0.0,0.0
Express intent to provide material aid,Ease curfew,0,77,0.0,0.0
Ease curfew,Express intent to provide material aid,0,5,0.0,0.0
Express intent to provide material aid,Receive inspectors,0,77,0.0,0.0
Receive inspectors,Express intent to provide material aid,0,2,0.0,0.0
Express intent to provide material aid,Engage in mass killings,0,77,0.0,0.0
Engage in mass killings,Express intent to provide material aid,0,12,0.0,0.0
Express intent to provide material aid,Demand intelligence cooperation,0,77,0.0,0.0
Demand intelligence cooperation,Express intent to provide material aid,0,15,0.0,0.0
Express intent to provide material aid,Demand political reform,0,77,0.0,0.0
Demand political reform,Express intent to provide material aid,0,2,0.0,0.0
Express intent to provide material aid,Demand judicial cooperation,0,77,0.0,0.0
Demand judicial cooperation,Express intent to provide material aid,0,4,0.0,0.0
Express intent to provide material aid,Engage in political dissent,0,77,0.0,0.0
Engage in political dissent,Express intent to provide material aid,0,2,0.0,0.0
Express intent to provide material aid,Refuse to ease administrative sanctions,0,77,0.0,0.0
Refuse to ease administrative sanctions,Express intent to provide material aid,0,8,0.0,0.0
Express intent to provide material aid,Violate ceasefire,0,77,0.0,0.0
Violate ceasefire,Express intent to provide material aid,0,4,0.0,0.0
Express intent to provide material aid,Express intent to accept mediation,0,77,0.0,0.0
Express intent to accept mediation,Express intent to provide material aid,0,8,0.0,0.0
Express intent to provide material aid,Express intent to ease administrative sanctions,0,77,0.0,0.0
Express intent to ease administrative sanctions,Express intent to provide material aid,0,7,0.0,0.0
Express intent to provide material aid,"Refuse to ease economic sanctions, boycott, or embargo",0,77,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Express intent to provide material aid,0,4,0.0,0.0
Express intent to provide material aid,Engage in judicial cooperation,0,77,0.0,0.0
Engage in judicial cooperation,Express intent to provide material aid,0,10,0.0,0.0
Express intent to provide material aid,Demand that target yields,0,77,0.0,0.0
Demand that target yields,Express intent to provide material aid,0,8,0.0,0.0
Express intent to provide material aid,Demand mediation,0,77,0.0,0.0
Demand mediation,Express intent to provide material aid,0,3,0.0,0.0
Express intent to provide material aid,Appeal for humanitarian aid,0,77,0.0,0.0
Appeal for humanitarian aid,Express intent to provide material aid,0,7,0.0,0.0
Express intent to provide material aid,Obstruct passage to demand leadership change,0,77,0.0,0.0
Obstruct passage to demand leadership change,Express intent to provide material aid,0,2,0.0,0.0
Express intent to provide material aid,Express intent to yield,0,77,0.0,0.0
Express intent to yield,Express intent to provide material aid,0,8,0.0,0.0
Express intent to provide material aid,Demand de-escalation of military engagement,0,77,0.0,0.0
Demand de-escalation of military engagement,Express intent to provide material aid,0,12,0.0,0.0
Express intent to provide material aid,Conduct hunger strike,0,77,0.0,0.0
Conduct hunger strike,Express intent to provide material aid,0,3,0.0,0.0
Express intent to provide material aid,Reject judicial cooperation,0,77,0.0,0.0
Reject judicial cooperation,Express intent to provide material aid,0,1,0.0,0.0
Express intent to provide material aid,Seize or damage property,0,77,0.0,0.0
Seize or damage property,Express intent to provide material aid,0,8,0.0,0.0
Express intent to provide material aid,Reduce or stop military assistance,0,77,0.0,0.0
Reduce or stop military assistance,Express intent to provide material aid,0,8,0.0,0.0
Express intent to provide material aid,Threaten to reduce or break relations,0,77,0.0,0.0
Threaten to reduce or break relations,Express intent to provide material aid,0,4,0.0,0.0
Express intent to provide material aid,Demobilize armed forces,0,77,0.0,0.0
Demobilize armed forces,Express intent to provide material aid,0,3,0.0,0.0
Express intent to provide material aid,Express intent to change leadership,0,77,0.0,0.0
Express intent to change leadership,Express intent to provide material aid,0,6,0.0,0.0
Express intent to provide material aid,Use as human shield,0,77,0.0,0.0
Use as human shield,Express intent to provide material aid,0,1,0.0,0.0
Express intent to provide material aid,Demand policy change,0,77,0.0,0.0
Demand policy change,Express intent to provide material aid,0,2,0.0,0.0
Express intent to provide material aid,"Accede to demands for change in institutions, regime",0,77,0.0,0.0
"Accede to demands for change in institutions, regime",Express intent to provide material aid,0,3,0.0,0.0
Express intent to provide material aid,Reject economic cooperation,0,77,0.0,0.0
Reject economic cooperation,Express intent to provide material aid,0,2,0.0,0.0
Express intent to provide material aid,Reject material cooperation,0,77,0.0,0.0
Reject material cooperation,Express intent to provide material aid,0,3,0.0,0.0
Express intent to provide material aid,Halt mediation,0,77,0.0,0.0
Halt mediation,Express intent to provide material aid,0,1,0.0,0.0
Express intent to provide material aid,Threaten with repression,0,77,0.0,0.0
Threaten with repression,Express intent to provide material aid,0,5,0.0,0.0
Express intent to provide material aid,"Use chemical, biological, or radiological weapons",0,77,0.0,0.0
"Use chemical, biological, or radiological weapons",Express intent to provide material aid,0,1,0.0,0.0
Express intent to provide material aid,Reject request for military protection or peacekeeping,0,77,0.0,0.0
Reject request for military protection or peacekeeping,Express intent to provide material aid,0,1,0.0,0.0
Express intent to provide material aid,Demand material aid,0,77,0.0,0.0
Demand material aid,Express intent to provide material aid,0,1,0.0,0.0
Express intent to provide material aid,Engage in mass expulsion,0,77,0.0,0.0
Engage in mass expulsion,Express intent to provide material aid,0,1,0.0,0.0
Express intent to provide material aid,Appeal for policy change,0,77,0.0,0.0
Appeal for policy change,Express intent to provide material aid,0,12,0.0,0.0
Express intent to provide material aid,Investigate human rights abuses,0,77,0.0,0.0
Investigate human rights abuses,Express intent to provide material aid,0,3,0.0,0.0
Express intent to provide material aid,Carry out car bombing,0,77,0.0,0.0
Carry out car bombing,Express intent to provide material aid,0,1,0.0,0.0
Express intent to provide material aid,Grant asylum,0,77,0.0,0.0
Grant asylum,Express intent to provide material aid,0,7,0.0,0.0
Express intent to provide material aid,Ease state of emergency or martial law,0,77,0.0,0.0
Ease state of emergency or martial law,Express intent to provide material aid,0,1,0.0,0.0
Express intent to provide material aid,Carry out roadside bombing,0,77,0.0,0.0
Carry out roadside bombing,Express intent to provide material aid,0,1,0.0,0.0
Express intent to provide material aid,Express intent to change policy,0,77,0.0,0.0
Express intent to change policy,Express intent to provide material aid,0,2,0.0,0.0
Express intent to provide material aid,Appeal for target to allow international involvement (non-mediation),0,77,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Express intent to provide material aid,0,1,0.0,0.0
Express intent to provide material aid,Destroy property,0,77,0.0,0.0
Destroy property,Express intent to provide material aid,0,3,0.0,0.0
Express intent to provide material aid,Accede to demands for change in policy,0,77,0.0,0.0
Accede to demands for change in policy,Express intent to provide material aid,0,2,0.0,0.0
Grant diplomatic recognition,Demonstrate or rally,0,53,0.0,0.0
Demonstrate or rally,Grant diplomatic recognition,0,503,0.0,0.0
Grant diplomatic recognition,Meet at a 'third' location,7,53,0.1320754716981132,0.049281314168377825
Meet at a 'third' location,Grant diplomatic recognition,17,434,0.03917050691244239,0.049281314168377825
Grant diplomatic recognition,Accuse,3,53,0.05660377358490566,0.007407407407407408
Accuse,Grant diplomatic recognition,13,2107,0.006169909824394874,0.007407407407407408
Grant diplomatic recognition,Investigate,1,53,0.018867924528301886,0.002280501710376283
Investigate,Grant diplomatic recognition,1,824,0.0012135922330097086,0.002280501710376283
Grant diplomatic recognition,Reject,4,53,0.07547169811320754,0.01835985312117503
Reject,Grant diplomatic recognition,11,764,0.014397905759162303,0.01835985312117503
Grant diplomatic recognition,Appeal for diplomatic cooperation (such as policy support),3,53,0.05660377358490566,0.020785219399538105
Appeal for diplomatic cooperation (such as policy support),Grant diplomatic recognition,6,380,0.015789473684210527,0.020785219399538105
Grant diplomatic recognition,Engage in symbolic act,1,53,0.018867924528301886,0.0041753653444676405
Engage in symbolic act,Grant diplomatic recognition,1,426,0.002347417840375587,0.0041753653444676405
Grant diplomatic recognition,"Defy norms, law",0,53,0.0,0.0
"Defy norms, law",Grant diplomatic recognition,0,57,0.0,0.0
Grant diplomatic recognition,Provide aid,2,53,0.03773584905660377,0.018957345971563982
Provide aid,Grant diplomatic recognition,2,158,0.012658227848101266,0.018957345971563982
Grant diplomatic recognition,Make empathetic comment,0,53,0.0,0.0
Make empathetic comment,Grant diplomatic recognition,0,232,0.0,0.0
Grant diplomatic recognition,Bring lawsuit against,0,53,0.0,0.0
Bring lawsuit against,Grant diplomatic recognition,0,142,0.0,0.0
Grant diplomatic recognition,Make pessimistic comment,3,53,0.05660377358490566,0.021956087824351298
Make pessimistic comment,Grant diplomatic recognition,8,448,0.017857142857142856,0.021956087824351298
Grant diplomatic recognition,"Abduct, hijack, or take hostage",0,53,0.0,0.0
"Abduct, hijack, or take hostage",Grant diplomatic recognition,0,483,0.0,0.0
Grant diplomatic recognition,"Protest violently, riot",0,53,0.0,0.0
"Protest violently, riot",Grant diplomatic recognition,0,276,0.0,0.0
Grant diplomatic recognition,Reduce or break diplomatic relations,0,53,0.0,0.0
Reduce or break diplomatic relations,Grant diplomatic recognition,0,132,0.0,0.0
Grant diplomatic recognition,Engage in diplomatic cooperation,13,53,0.24528301886792453,0.04612706701479547
Engage in diplomatic cooperation,Grant diplomatic recognition,40,1096,0.0364963503649635,0.04612706701479547
Grant diplomatic recognition,Make optimistic comment,8,53,0.1509433962264151,0.049490538573508006
Make optimistic comment,Grant diplomatic recognition,26,634,0.04100946372239748,0.049490538573508006
Grant diplomatic recognition,Torture,0,53,0.0,0.0
Torture,Grant diplomatic recognition,0,30,0.0,0.0
Grant diplomatic recognition,Refuse to yield,0,53,0.0,0.0
Refuse to yield,Grant diplomatic recognition,0,37,0.0,0.0
Grant diplomatic recognition,Appeal for change in leadership,0,53,0.0,0.0
Appeal for change in leadership,Grant diplomatic recognition,0,49,0.0,0.0
Grant diplomatic recognition,Cooperate militarily,0,53,0.0,0.0
Cooperate militarily,Grant diplomatic recognition,0,96,0.0,0.0
Grant diplomatic recognition,Mobilize or increase armed forces,0,53,0.0,0.0
Mobilize or increase armed forces,Grant diplomatic recognition,0,169,0.0,0.0
Grant diplomatic recognition,fight with small arms and light weapons,2,53,0.03773584905660377,0.004005340453938585
fight with small arms and light weapons,Grant diplomatic recognition,1,696,0.0014367816091954023,0.004005340453938585
Grant diplomatic recognition,Ease administrative sanctions,0,53,0.0,0.0
Ease administrative sanctions,Grant diplomatic recognition,0,146,0.0,0.0
Grant diplomatic recognition,Appeal for political reform,0,53,0.0,0.0
Appeal for political reform,Grant diplomatic recognition,0,3,0.0,0.0
Grant diplomatic recognition,Discuss by telephone,2,53,0.03773584905660377,0.022727272727272728
Discuss by telephone,Grant diplomatic recognition,17,783,0.021711366538952746,0.022727272727272728
Grant diplomatic recognition,Impose restrictions on political freedoms,0,53,0.0,0.0
Impose restrictions on political freedoms,Grant diplomatic recognition,0,54,0.0,0.0
Grant diplomatic recognition,Reduce relations,2,53,0.03773584905660377,0.03319502074688797
Reduce relations,Grant diplomatic recognition,6,188,0.031914893617021274,0.03319502074688797
Grant diplomatic recognition,Engage in material cooperation,2,53,0.03773584905660377,0.022058823529411766
Engage in material cooperation,Grant diplomatic recognition,1,83,0.012048192771084338,0.022058823529411766
Grant diplomatic recognition,Provide humanitarian aid,0,53,0.0,0.0
Provide humanitarian aid,Grant diplomatic recognition,0,252,0.0,0.0
Grant diplomatic recognition,Use tactics of violent repression,0,53,0.0,0.0
Use tactics of violent repression,Grant diplomatic recognition,0,217,0.0,0.0
Grant diplomatic recognition,Occupy territory,0,53,0.0,0.0
Occupy territory,Grant diplomatic recognition,0,208,0.0,0.0
Grant diplomatic recognition,"Return, release person(s)",0,53,0.0,0.0
"Return, release person(s)",Grant diplomatic recognition,0,357,0.0,0.0
Grant diplomatic recognition,Demand humanitarian aid,0,53,0.0,0.0
Demand humanitarian aid,Grant diplomatic recognition,0,1,0.0,0.0
Grant diplomatic recognition,Threaten non-force,0,53,0.0,0.0
Threaten non-force,Grant diplomatic recognition,0,10,0.0,0.0
Grant diplomatic recognition,Express intent to cooperate economically,3,53,0.05660377358490566,0.0410958904109589
Express intent to cooperate economically,Grant diplomatic recognition,3,93,0.03225806451612903,0.0410958904109589
Grant diplomatic recognition,"Conduct suicide, car, or other non-military bombing",0,53,0.0,0.0
"Conduct suicide, car, or other non-military bombing",Grant diplomatic recognition,0,69,0.0,0.0
Grant diplomatic recognition,"Demand meeting, negotiation",0,53,0.0,0.0
"Demand meeting, negotiation",Grant diplomatic recognition,0,15,0.0,0.0
Grant diplomatic recognition,Deny responsibility,1,53,0.018867924528301886,0.013574660633484163
Deny responsibility,Grant diplomatic recognition,2,168,0.011904761904761904,0.013574660633484163
Grant diplomatic recognition,"Express intent to change institutions, regime",0,53,0.0,0.0
"Express intent to change institutions, regime",Grant diplomatic recognition,0,1,0.0,0.0
Grant diplomatic recognition,Appeal for judicial cooperation,0,53,0.0,0.0
Appeal for judicial cooperation,Grant diplomatic recognition,0,23,0.0,0.0
Grant diplomatic recognition,Expel or deport individuals,0,53,0.0,0.0
Expel or deport individuals,Grant diplomatic recognition,0,138,0.0,0.0
Grant diplomatic recognition,Confiscate property,1,53,0.018867924528301886,0.010471204188481676
Confiscate property,Grant diplomatic recognition,1,138,0.007246376811594203,0.010471204188481676
Grant diplomatic recognition,Accuse of aggression,0,53,0.0,0.0
Accuse of aggression,Grant diplomatic recognition,0,7,0.0,0.0
Grant diplomatic recognition,Physically assault,0,53,0.0,0.0
Physically assault,Grant diplomatic recognition,0,191,0.0,0.0
Grant diplomatic recognition,Retreat or surrender militarily,0,53,0.0,0.0
Retreat or surrender militarily,Grant diplomatic recognition,0,55,0.0,0.0
Grant diplomatic recognition,Demand diplomatic cooperation (such as policy support),0,53,0.0,0.0
Demand diplomatic cooperation (such as policy support),Grant diplomatic recognition,0,66,0.0,0.0
Grant diplomatic recognition,Veto,1,53,0.018867924528301886,0.03389830508474576
Veto,Grant diplomatic recognition,1,6,0.16666666666666666,0.03389830508474576
Grant diplomatic recognition,Kill by physical assault,0,53,0.0,0.0
Kill by physical assault,Grant diplomatic recognition,0,80,0.0,0.0
Grant diplomatic recognition,"Appeal for change in institutions, regime",0,53,0.0,0.0
"Appeal for change in institutions, regime",Grant diplomatic recognition,0,20,0.0,0.0
Grant diplomatic recognition,"Reject proposal to meet, discuss, or negotiate",2,53,0.03773584905660377,0.034482758620689655
"Reject proposal to meet, discuss, or negotiate",Grant diplomatic recognition,3,92,0.03260869565217391,0.034482758620689655
Grant diplomatic recognition,Express intent to provide humanitarian aid,0,53,0.0,0.0
Express intent to provide humanitarian aid,Grant diplomatic recognition,0,48,0.0,0.0
Grant diplomatic recognition,Express intent to cooperate militarily,0,53,0.0,0.0
Express intent to cooperate militarily,Grant diplomatic recognition,0,14,0.0,0.0
