relation i,relation j,#temporal inverse,#rel_i,P one direction,P two direction
Make a visit,Reject request for humanitarian aid,0,19534,0.0,0.0
Reject request for humanitarian aid,Make a visit,0,1,0.0,0.0
Make a visit,"Obstruct passage, block",0,19534,0.0,0.0
"Obstruct passage, block",Make a visit,0,148,0.0,0.0
Make a visit,Refuse to de-escalate military engagement,0,19534,0.0,0.0
Refuse to de-escalate military engagement,Make a visit,0,47,0.0,0.0
Make a visit,Seize or damage property,0,19534,0.0,0.0
Seize or damage property,Make a visit,0,58,0.0,0.0
Make a visit,Demonstrate for leadership change,0,19534,0.0,0.0
Demonstrate for leadership change,Make a visit,0,73,0.0,0.0
Make a visit,Express intent to change policy,0,19534,0.0,0.0
Express intent to change policy,Make a visit,0,17,0.0,0.0
Make a visit,"Appeal for change in institutions, regime",0,19534,0.0,0.0
"Appeal for change in institutions, regime",Make a visit,0,52,0.0,0.0
Make a visit,Demand policy change,0,19534,0.0,0.0
Demand policy change,Make a visit,0,12,0.0,0.0
Make a visit,Reject mediation,0,19534,0.0,0.0
Reject mediation,Make a visit,0,8,0.0,0.0
Make a visit,"Refuse to ease economic sanctions, boycott, or embargo",0,19534,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Make a visit,0,15,0.0,0.0
Make a visit,Engage in violent protest for leadership change,0,19534,0.0,0.0
Engage in violent protest for leadership change,Make a visit,0,9,0.0,0.0
Make a visit,Reject request for change in leadership,0,19534,0.0,0.0
Reject request for change in leadership,Make a visit,0,6,0.0,0.0
Make a visit,Appeal for easing of political dissent,0,19534,0.0,0.0
Appeal for easing of political dissent,Make a visit,0,11,0.0,0.0
Make a visit,Ease state of emergency or martial law,0,19534,0.0,0.0
Ease state of emergency or martial law,Make a visit,0,14,0.0,0.0
Make a visit,Demand economic aid,0,19534,0.0,0.0
Demand economic aid,Make a visit,0,36,0.0,0.0
Make a visit,Threaten with repression,0,19534,0.0,0.0
Threaten with repression,Make a visit,0,18,0.0,0.0
Make a visit,Reject material cooperation,0,19534,0.0,0.0
Reject material cooperation,Make a visit,0,9,0.0,0.0
Make a visit,Demand material aid,0,19534,0.0,0.0
Demand material aid,Make a visit,0,6,0.0,0.0
Make a visit,Violate ceasefire,0,19534,0.0,0.0
Violate ceasefire,Make a visit,0,17,0.0,0.0
Make a visit,Demand military aid,0,19534,0.0,0.0
Demand military aid,Make a visit,0,9,0.0,0.0
Make a visit,Ease political dissent,0,19534,0.0,0.0
Ease political dissent,Make a visit,0,6,0.0,0.0
Make a visit,Impose curfew,0,19534,0.0,0.0
Impose curfew,Make a visit,0,14,0.0,0.0
Make a visit,Use as human shield,0,19534,0.0,0.0
Use as human shield,Make a visit,0,14,0.0,0.0
Make a visit,Appeal for political reform,0,19534,0.0,0.0
Appeal for political reform,Make a visit,0,19,0.0,0.0
Make a visit,Investigate human rights abuses,0,19534,0.0,0.0
Investigate human rights abuses,Make a visit,0,13,0.0,0.0
Make a visit,Demand release of persons or property,0,19534,0.0,0.0
Demand release of persons or property,Make a visit,0,7,0.0,0.0
Make a visit,"Express intent to ease economic sanctions, boycott, or embargo",0,19534,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Make a visit,0,16,0.0,0.0
Make a visit,"Use chemical, biological, or radiological weapons",0,19534,0.0,0.0
"Use chemical, biological, or radiological weapons",Make a visit,0,6,0.0,0.0
Make a visit,Demand economic cooperation,0,19534,0.0,0.0
Demand economic cooperation,Make a visit,0,2,0.0,0.0
Make statement,Express intent to meet or negotiate,298,60754,0.004905026829509168,0.006994976761654383
Express intent to meet or negotiate,Make statement,298,24450,0.012188139059304704,0.006994976761654383
Make statement,Consult,884,60754,0.014550482272772162,0.017627645891701647
Consult,Make statement,884,39543,0.022355410565713274,0.017627645891701647
Make statement,Express intent to cooperate,225,60754,0.0037034598544951774,0.006549836981835119
Express intent to cooperate,Make statement,225,7950,0.02830188679245283,0.006549836981835119
Make statement,Threaten,25,60754,0.00041149553938835305,0.0007946598855689765
Threaten,Make statement,25,2166,0.011542012927054479,0.0007946598855689765
Make statement,Make an appeal or request,181,60754,0.002979227705171676,0.004411030012063314
Make an appeal or request,Make statement,181,21313,0.008492469384882467,0.004411030012063314
Make statement,Use unconventional violence,32,60754,0.0005267142904170919,0.0009401947966094225
Use unconventional violence,Make statement,32,7317,0.004373377067104004,0.0009401947966094225
Make statement,Criticize or denounce,168,60754,0.0027652500246897324,0.004681491389399766
Criticize or denounce,Make statement,168,11018,0.015247776365946633,0.004681491389399766
Make statement,Express intent to cooperate economically,8,60754,0.00013167857260427298,0.00026079869600651996
Express intent to cooperate economically,Make statement,8,596,0.013422818791946308,0.00026079869600651996
Make statement,Express intent to engage in diplomatic cooperation (such as policy support),125,60754,0.002057477696941765,0.003648836021309202
Express intent to engage in diplomatic cooperation (such as policy support),Make statement,125,7761,0.016106171885066356,0.003648836021309202
Make statement,Engage in diplomatic cooperation,132,60754,0.002172696447970504,0.0038499117728552053
Engage in diplomatic cooperation,Make statement,132,7819,0.016881954214093872,0.0038499117728552053
Make statement,Provide aid,9,60754,0.0001481383941798071,0.0002923026956804157
Provide aid,Make statement,9,826,0.010895883777239709,0.0002923026956804157
Make statement,"Arrest, detain, or charge with legal action",43,60754,0.0007077723277479672,0.0010971486891624674
"Arrest, detain, or charge with legal action",Make statement,43,17631,0.002438886052974874,0.0010971486891624674
Make statement,Make empathetic comment,10,60754,0.0001645982157553412,0.00032333160889808587
Make empathetic comment,Make statement,10,1102,0.009074410163339383,0.00032333160889808587
Make statement,Engage in negotiation,321,60754,0.005283602725746453,0.009175754284162533
Engage in negotiation,Make statement,321,9213,0.0348420709866493,0.009175754284162533
Make statement,Demand,54,60754,0.0008888303650788425,0.0016246953696181965
Demand,Make statement,54,5720,0.00944055944055944,0.0016246953696181965
Make statement,Receive deployment of peacekeepers,10,60754,0.0001645982157553412,0.0003271716015049894
Receive deployment of peacekeepers,Make statement,10,376,0.026595744680851064,0.0003271716015049894
Make statement,Praise or endorse,220,60754,0.0036211607466175065,0.005888020554544481
Praise or endorse,Make statement,220,13974,0.015743523686847002,0.005888020554544481
Make statement,Sign formal agreement,172,60754,0.0028310893109918687,0.004997820717710301
Sign formal agreement,Make statement,172,8076,0.02129767211490837,0.004997820717710301
Make statement,Make optimistic comment,71,60754,0.0011686473318629226,0.0022096696388279415
Make optimistic comment,Make statement,71,3509,0.020233684810487318,0.0022096696388279415
Make statement,Discuss by telephone,81,60754,0.0013332455476182637,0.002538309673780201
Discuss by telephone,Make statement,81,3068,0.026401564537157758,0.002538309673780201
Make statement,Provide military protection or peacekeeping,3,60754,4.9379464726602364e-05,9.819806549810969e-05
Provide military protection or peacekeeping,Make statement,3,347,0.008645533141210375,9.819806549810969e-05
Make statement,Occupy territory,11,60754,0.00018105803733087534,0.0003580670887518107
Occupy territory,Make statement,11,687,0.01601164483260553,0.0003580670887518107
Make statement,Grant diplomatic recognition,5,60754,8.22991078776706e-05,0.00016348417473188595
Grant diplomatic recognition,Make statement,5,414,0.012077294685990338,0.00016348417473188595
Make statement,Investigate,22,60754,0.0003621160746617507,0.0006664949937137404
Investigate,Make statement,22,5263,0.004180125403762113,0.0006664949937137404
Make statement,Engage in symbolic act,26,60754,0.00042795536096388714,0.0008323862272094252
Engage in symbolic act,Make statement,26,1717,0.015142690739662202,0.0008323862272094252
Make statement,Threaten non-force,0,60754,0.0,0.0
Threaten non-force,Make statement,0,54,0.0,0.0
Make statement,Demand material cooperation,3,60754,4.9379464726602364e-05,9.86663597046587e-05
Demand material cooperation,Make statement,3,57,0.05263157894736842,9.86663597046587e-05
Make statement,Appeal for aid,1,60754,1.6459821575534122e-05,3.285528888012748e-05
Appeal for aid,Make statement,1,119,0.008403361344537815,3.285528888012748e-05
Make statement,Make pessimistic comment,34,60754,0.0005596339335681601,0.0010770229817698021
Make pessimistic comment,Make statement,34,2383,0.014267729752412925,0.0010770229817698021
Make statement,Appeal for economic cooperation,0,60754,0.0,0.0
Appeal for economic cooperation,Make statement,0,93,0.0,0.0
Make statement,Bring lawsuit against,3,60754,4.9379464726602364e-05,9.768964001367654e-05
Bring lawsuit against,Make statement,3,665,0.004511278195488722,9.768964001367654e-05
Make statement,Provide military aid,3,60754,4.9379464726602364e-05,9.815469179426777e-05
Provide military aid,Make statement,3,374,0.008021390374331552,9.815469179426777e-05
Make statement,Provide economic aid,15,60754,0.0002468973236330118,0.0004888302292613776
Provide economic aid,Make statement,15,617,0.024311183144246355,0.0004888302292613776
Make statement,"Conduct suicide, car, or other non-military bombing",4,60754,6.583928630213649e-05,0.00013073177108866883
"Conduct suicide, car, or other non-military bombing",Make statement,4,440,0.00909090909090909,0.00013073177108866883
Make statement,Confiscate property,2,60754,3.2919643151068245e-05,6.468723720809884e-05
Confiscate property,Make statement,2,1082,0.0018484288354898336,6.468723720809884e-05
Make statement,Grant asylum,0,60754,0.0,0.0
Grant asylum,Make statement,0,56,0.0,0.0
Make statement,fight with small arms and light weapons,26,60754,0.00042795536096388714,0.0007997539218701937
fight with small arms and light weapons,Make statement,26,4266,0.006094702297233943,0.0007997539218701937
Make statement,Appeal for intelligence,4,60754,6.583928630213649e-05,0.00013087720446291267
Appeal for intelligence,Make statement,4,372,0.010752688172043012,0.00013087720446291267
Make statement,Deny responsibility,34,60754,0.0005596339335681601,0.0011001812063163344
Deny responsibility,Make statement,34,1054,0.03225806451612903,0.0011001812063163344
Make statement,"Return, release person(s)",8,60754,0.00013167857260427298,0.0002568218298555377
"Return, release person(s)",Make statement,8,1546,0.00517464424320828,0.0002568218298555377
Make statement,Threaten with military force,2,60754,3.2919643151068245e-05,6.536802196365538e-05
Threaten with military force,Make statement,2,438,0.0045662100456621,6.536802196365538e-05
Make statement,"Accuse of crime, corruption",0,60754,0.0,0.0
"Accuse of crime, corruption",Make statement,0,239,0.0,0.0
Make statement,Appeal for diplomatic cooperation (such as policy support),15,60754,0.0002468973236330118,0.00048140956721279905
Appeal for diplomatic cooperation (such as policy support),Make statement,15,1563,0.009596928982725527,0.00048140956721279905
Make statement,Coerce,0,60754,0.0,0.0
Coerce,Make statement,0,460,0.0,0.0
Make statement,Employ aerial weapons,5,60754,8.22991078776706e-05,0.00016390486961367622
Employ aerial weapons,Make statement,5,257,0.019455252918287938,0.00016390486961367622
Make statement,Give ultimatum,7,60754,0.00011521875102873885,0.00022922636103151864
Give ultimatum,Make statement,7,321,0.021806853582554516,0.00022922636103151864
Make statement,Refuse to release persons or property,0,60754,0.0,0.0
Refuse to release persons or property,Make statement,0,105,0.0,0.0
Make statement,Provide humanitarian aid,5,60754,8.22991078776706e-05,0.00016142831775550068
Provide humanitarian aid,Make statement,5,1193,0.004191114836546521,0.00016142831775550068
Make statement,Express accord,5,60754,8.22991078776706e-05,0.00016371703148278515
Express accord,Make statement,5,327,0.01529051987767584,0.00016371703148278515
Make statement,Demand de-escalation of military engagement,0,60754,0.0,0.0
Demand de-escalation of military engagement,Make statement,0,98,0.0,0.0
Make statement,Share intelligence or information,4,60754,6.583928630213649e-05,0.0001310165244591474
Share intelligence or information,Make statement,4,307,0.013029315960912053,0.0001310165244591474
Make statement,Demonstrate or rally,16,60754,0.00026335714520854596,0.0005123114853831129
Demonstrate or rally,Make statement,16,1708,0.00936768149882904,0.0005123114853831129
Make statement,Apologize,5,60754,8.22991078776706e-05,0.0001641874363773684
Apologize,Make statement,5,152,0.03289473684210526,0.0001641874363773684
Make statement,Receive inspectors,2,60754,3.2919643151068245e-05,6.582195162086556e-05
Receive inspectors,Make statement,2,16,0.125,6.582195162086556e-05
Make statement,Meet at a 'third' location,42,60754,0.0006913125061724331,0.0013491158472929347
Meet at a 'third' location,Make statement,42,1509,0.027833001988071572,0.0013491158472929347
Make statement,Cooperate economically,3,60754,4.9379464726602364e-05,9.74959782908955e-05
Cooperate economically,Make statement,3,787,0.0038119440914866584,9.74959782908955e-05
Make statement,Reduce or break diplomatic relations,17,60754,0.00027981696678408004,0.0005544774050457444
Reduce or break diplomatic relations,Make statement,17,565,0.03008849557522124,0.0005544774050457444
Make statement,"Impose blockade, restrict movement",1,60754,1.6459821575534122e-05,3.284180104436927e-05
"Impose blockade, restrict movement",Make statement,1,144,0.006944444444444444,3.284180104436927e-05
Make statement,Appeal to engage in or accept mediation,0,60754,0.0,0.0
Appeal to engage in or accept mediation,Make statement,0,133,0.0,0.0
Make statement,Impose administrative sanctions,3,60754,4.9379464726602364e-05,9.776126698602014e-05
Impose administrative sanctions,Make statement,3,620,0.004838709677419355,9.776126698602014e-05
Make statement,Yield,8,60754,0.00013167857260427298,0.0002612884788111374
Yield,Make statement,8,481,0.016632016632016633,0.0002612884788111374
Make statement,Physically assault,12,60754,0.00019751785890640946,0.0003897242700789192
Physically assault,Make statement,12,828,0.014492753623188406,0.0003897242700789192
Make statement,Consider policy option,10,60754,0.0001645982157553412,0.0003260674633581688
Consider policy option,Make statement,10,583,0.017152658662092625,0.0003260674633581688
Make statement,Appeal to yield,1,60754,1.6459821575534122e-05,3.288986827607755e-05
Appeal to yield,Make statement,1,55,0.01818181818181818,3.288986827607755e-05
Make statement,Express intent to settle dispute,16,60754,0.00026335714520854596,0.0005234488737670325
Express intent to settle dispute,Make statement,16,379,0.04221635883905013,0.0005234488737670325
Make statement,Appeal for change in leadership,13,60754,0.00021397768048194357,0.00042596415347816115
Appeal for change in leadership,Make statement,13,284,0.045774647887323945,0.00042596415347816115
Make statement,Threaten to reduce or stop aid,0,60754,0.0,0.0
Threaten to reduce or stop aid,Make statement,0,17,0.0,0.0
Make statement,Threaten to halt negotiations,0,60754,0.0,0.0
Threaten to halt negotiations,Make statement,0,7,0.0,0.0
Make statement,Accede to demands for rights,0,60754,0.0,0.0
Accede to demands for rights,Make statement,0,47,0.0,0.0
Make statement,Appeal for release of persons or property,1,60754,1.6459821575534122e-05,3.283748727547368e-05
Appeal for release of persons or property,Make statement,1,152,0.006578947368421052,3.283748727547368e-05
Make statement,"Abduct, hijack, or take hostage",9,60754,0.0001481383941798071,0.0002903553627022406
"Abduct, hijack, or take hostage",Make statement,9,1239,0.007263922518159807,0.0002903553627022406
Make statement,Impose restrictions on political freedoms,2,60754,3.2919643151068245e-05,6.558989915553005e-05
Impose restrictions on political freedoms,Make statement,2,231,0.008658008658008658,6.558989915553005e-05
Make statement,Acknowledge or claim responsibility,1,60754,1.6459821575534122e-05,3.279656292020596e-05
Acknowledge or claim responsibility,Make statement,1,228,0.0043859649122807015,3.279656292020596e-05
Make statement,Use tactics of violent repression,3,60754,4.9379464726602364e-05,9.770873027505007e-05
Use tactics of violent repression,Make statement,3,653,0.004594180704441042,9.770873027505007e-05
Make statement,Sexually assault,2,60754,3.2919643151068245e-05,6.544288472235857e-05
Sexually assault,Make statement,2,368,0.005434782608695652,6.544288472235857e-05
Make statement,Express intent to provide military protection or peacekeeping,1,60754,1.6459821575534122e-05,3.287851389117212e-05
Express intent to provide military protection or peacekeeping,Make statement,1,76,0.013157894736842105,3.287851389117212e-05
Make statement,Express intent to provide military aid,0,60754,0.0,0.0
Express intent to provide military aid,Make statement,0,259,0.0,0.0
Make statement,"Impose embargo, boycott, or sanctions",3,60754,4.9379464726602364e-05,9.767055721052889e-05
"Impose embargo, boycott, or sanctions",Make statement,3,677,0.004431314623338257,9.767055721052889e-05
Make statement,Reduce relations,27,60754,0.0004444151825394213,0.0008760971494394601
Reduce relations,Make statement,27,883,0.030577576443941108,0.0008760971494394601
Make statement,"Protest violently, riot",14,60754,0.0002304375020574777,0.0004539485416903098
"Protest violently, riot",Make statement,14,927,0.015102481121898598,0.0004539485416903098
Make statement,Complain officially,7,60754,0.00011521875102873885,0.0002292638991238844
Complain officially,Make statement,7,311,0.022508038585209004,0.0002292638991238844
Make statement,Express intent to provide economic aid,6,60754,9.875892945320473e-05,0.00019602718243596446
Express intent to provide economic aid,Make statement,6,462,0.012987012987012988,0.00019602718243596446
Make statement,"Demand meeting, negotiation",3,60754,4.9379464726602364e-05,9.863229879011047e-05
"Demand meeting, negotiation",Make statement,3,78,0.038461538461538464,9.863229879011047e-05
Make statement,"Reject proposal to meet, discuss, or negotiate",14,60754,0.0002304375020574777,0.0004573220527226995
"Reject proposal to meet, discuss, or negotiate",Make statement,14,472,0.029661016949152543,0.0004573220527226995
Make statement,Torture,3,60754,4.9379464726602364e-05,9.855453350854139e-05
Torture,Make statement,3,126,0.023809523809523808,9.855453350854139e-05
Make statement,Expel or deport individuals,2,60754,3.2919643151068245e-05,6.501950585175553e-05
Expel or deport individuals,Make statement,2,766,0.0026109660574412533,6.501950585175553e-05
Make statement,Demand diplomatic cooperation (such as policy support),6,60754,9.875892945320473e-05,0.00019645400520603115
Demand diplomatic cooperation (such as policy support),Make statement,6,329,0.0182370820668693,0.00019645400520603115
Make statement,"Reject plan, agreement to settle dispute",11,60754,0.00018105803733087534,0.0003601538839322256
"Reject plan, agreement to settle dispute",Make statement,11,331,0.03323262839879154,0.0003601538839322256
Make statement,"Declare truce, ceasefire",5,60754,8.22991078776706e-05,0.00016419282805727045
"Declare truce, ceasefire",Make statement,5,150,0.03333333333333333,0.00016419282805727045
Make statement,Express intent to mediate,0,60754,0.0,0.0
Express intent to mediate,Make statement,0,52,0.0,0.0
Make statement,Engage in material cooperation,2,60754,3.2919643151068245e-05,6.536161312461191e-05
Engage in material cooperation,Make statement,2,444,0.0045045045045045045,6.536161312461191e-05
Make statement,Appeal for material cooperation,2,60754,3.2919643151068245e-05,6.577000230195008e-05
Appeal for material cooperation,Make statement,2,64,0.03125,6.577000230195008e-05
Make statement,Mobilize or increase armed forces,7,60754,0.00011521875102873885,0.00022804274172530623
Mobilize or increase armed forces,Make statement,7,638,0.0109717868338558,0.00022804274172530623
Make statement,Appeal to others to meet or negotiate,0,60754,0.0,0.0
Appeal to others to meet or negotiate,Make statement,0,147,0.0,0.0
Make statement,Demand change in leadership,7,60754,0.00011521875102873885,0.00022968893555584723
Demand change in leadership,Make statement,7,198,0.03535353535353535,0.00022968893555584723
Make statement,Express intent to release persons or property,3,60754,4.9379464726602364e-05,9.8294588882882e-05
Express intent to release persons or property,Make statement,3,287,0.010452961672473868,9.8294588882882e-05
Make statement,"Defy norms, law",10,60754,0.0001645982157553412,0.0003273429572162755
"Defy norms, law",Make statement,10,344,0.029069767441860465,0.0003273429572162755
Make statement,Demonstrate military or police power,2,60754,3.2919643151068245e-05,6.566742731436639e-05
Demonstrate military or police power,Make statement,2,159,0.012578616352201259,6.566742731436639e-05
Make statement,Rally opposition against,1,60754,1.6459821575534122e-05,3.274287024000524e-05
Rally opposition against,Make statement,1,328,0.003048780487804878,3.274287024000524e-05
Make statement,Increase military alert status,1,60754,1.6459821575534122e-05,3.285097156748411e-05
Increase military alert status,Make statement,1,127,0.007874015748031496,3.285097156748411e-05
Make statement,Reject judicial cooperation,1,60754,1.6459821575534122e-05,3.290718528390674e-05
Reject judicial cooperation,Make statement,1,23,0.043478260869565216,3.290718528390674e-05
Make statement,Express intent to provide humanitarian aid,0,60754,0.0,0.0
Express intent to provide humanitarian aid,Make statement,0,272,0.0,0.0
Make statement,Halt negotiations,6,60754,9.875892945320473e-05,0.0001968697706467172
Halt negotiations,Make statement,6,200,0.03,0.0001968697706467172
Make statement,Express intent to engage in material cooperation,1,60754,1.6459821575534122e-05,3.2885541871516185e-05
Express intent to engage in material cooperation,Make statement,1,63,0.015873015873015872,3.2885541871516185e-05
Make statement,"Investigate crime, corruption",2,60754,3.2919643151068245e-05,6.555335223454989e-05
"Investigate crime, corruption",Make statement,2,265,0.007547169811320755,6.555335223454989e-05
Make statement,Appeal to others to settle dispute,4,60754,6.583928630213649e-05,0.000131490277937575
Appeal to others to settle dispute,Make statement,4,87,0.04597701149425287,0.000131490277937575
Make statement,Demand judicial cooperation,1,60754,1.6459821575534122e-05,3.290556103981573e-05
Demand judicial cooperation,Make statement,1,26,0.038461538461538464,3.290556103981573e-05
Make statement,Demand settling of dispute,0,60754,0.0,0.0
Demand settling of dispute,Make statement,0,15,0.0,0.0
Make statement,Cooperate militarily,3,60754,4.9379464726602364e-05,9.815308609661536e-05
Cooperate militarily,Make statement,3,375,0.008,9.815308609661536e-05
Make statement,Express intent to cooperate militarily,3,60754,4.9379464726602364e-05,9.857234388605036e-05
Express intent to cooperate militarily,Make statement,3,115,0.02608695652173913,9.857234388605036e-05
Make statement,Attempt to assassinate,0,60754,0.0,0.0
Attempt to assassinate,Make statement,0,18,0.0,0.0
Make statement,"Reject request for change in institutions, regime",1,60754,1.6459821575534122e-05,3.2919101308534276e-05
"Reject request for change in institutions, regime",Make statement,1,1,1.0,3.2919101308534276e-05
Make statement,Mediate,0,60754,0.0,0.0
Mediate,Make statement,0,142,0.0,0.0
Make statement,Express intent to de-escalate military engagement,3,60754,4.9379464726602364e-05,9.83574309039048e-05
Express intent to de-escalate military engagement,Make statement,3,248,0.012096774193548387,9.83574309039048e-05
Make statement,Express intent to ease administrative sanctions,1,60754,1.6459821575534122e-05,3.289473684210526e-05
Express intent to ease administrative sanctions,Make statement,1,46,0.021739130434782608,3.289473684210526e-05
Make statement,Express intent to provide material aid,3,60754,4.9379464726602364e-05,9.810012753016579e-05
Express intent to provide material aid,Make statement,3,408,0.007352941176470588,9.810012753016579e-05
Make statement,Refuse to yield,3,60754,4.9379464726602364e-05,9.85237852838306e-05
Refuse to yield,Make statement,3,145,0.020689655172413793,9.85237852838306e-05
Make statement,Accuse of aggression,1,60754,1.6459821575534122e-05,3.290123050602092e-05
Accuse of aggression,Make statement,1,34,0.029411764705882353,3.290123050602092e-05
Make statement,Express intent to yield,3,60754,4.9379464726602364e-05,9.864202808009732e-05
Express intent to yield,Make statement,3,72,0.041666666666666664,9.864202808009732e-05
Make statement,Ease administrative sanctions,1,60754,1.6459821575534122e-05,3.259239945244769e-05
Ease administrative sanctions,Make statement,1,610,0.001639344262295082,3.259239945244769e-05
Make statement,Express intent to accept mediation,0,60754,0.0,0.0
Express intent to accept mediation,Make statement,0,72,0.0,0.0
Make statement,Threaten to reduce or break relations,2,60754,3.2919643151068245e-05,6.578622765324079e-05
Threaten to reduce or break relations,Make statement,2,49,0.04081632653061224,6.578622765324079e-05
Make statement,Impose state of emergency or martial law,0,60754,0.0,0.0
Impose state of emergency or martial law,Make statement,0,55,0.0,0.0
Make statement,"Threaten with sanctions, boycott, embargo",0,60754,0.0,0.0
"Threaten with sanctions, boycott, embargo",Make statement,0,68,0.0,0.0
Make statement,Kill by physical assault,1,60754,1.6459821575534122e-05,3.2779899365708947e-05
Kill by physical assault,Make statement,1,259,0.003861003861003861,3.2779899365708947e-05
Make statement,Appeal for policy change,0,60754,0.0,0.0
Appeal for policy change,Make statement,0,59,0.0,0.0
Make statement,Refuse to ease administrative sanctions,1,60754,1.6459821575534122e-05,3.290014805066623e-05
Refuse to ease administrative sanctions,Make statement,1,36,0.027777777777777776,3.290014805066623e-05
Make statement,"Accuse of espionage, treason",1,60754,1.6459821575534122e-05,3.2893113826620396e-05
"Accuse of espionage, treason",Make statement,1,49,0.02040816326530612,3.2893113826620396e-05
Make statement,Demobilize armed forces,0,60754,0.0,0.0
Demobilize armed forces,Make statement,0,14,0.0,0.0
Make statement,Demand intelligence cooperation,1,60754,1.6459821575534122e-05,3.2889327413254396e-05
Demand intelligence cooperation,Make statement,1,56,0.017857142857142856,3.2889327413254396e-05
Make statement,Carry out suicide bombing,1,60754,1.6459821575534122e-05,3.284989241660234e-05
Carry out suicide bombing,Make statement,1,129,0.007751937984496124,3.284989241660234e-05
Make statement,Appeal for rights,0,60754,0.0,0.0
Appeal for rights,Make statement,0,34,0.0,0.0
Make statement,Defend verbally,3,60754,4.9379464726602364e-05,9.853672956594571e-05
Defend verbally,Make statement,3,137,0.021897810218978103,9.853672956594571e-05
Make statement,"Demand change in institutions, regime",0,60754,0.0,0.0
"Demand change in institutions, regime",Make statement,0,30,0.0,0.0
Make statement,Destroy property,1,60754,1.6459821575534122e-05,3.290556103981573e-05
Destroy property,Make statement,1,26,0.038461538461538464,3.290556103981573e-05
Make statement,Appeal for de-escalation of military engagement,4,60754,6.583928630213649e-05,0.0001312917466725748
Appeal for de-escalation of military engagement,Make statement,4,179,0.0223463687150838,0.0001312917466725748
Make statement,Reduce or stop economic assistance,1,60754,1.6459821575534122e-05,3.286878779910597e-05
Reduce or stop economic assistance,Make statement,1,94,0.010638297872340425,3.286878779910597e-05
Make statement,Reduce or stop humanitarian assistance,0,60754,0.0,0.0
Reduce or stop humanitarian assistance,Make statement,0,21,0.0,0.0
Make statement,Reduce or stop material aid,0,60754,0.0,0.0
Reduce or stop material aid,Make statement,0,34,0.0,0.0
Make statement,Demand that target yields,1,60754,1.6459821575534122e-05,3.289419581914771e-05
Demand that target yields,Make statement,1,47,0.02127659574468085,3.289419581914771e-05
Make statement,Reject request for economic aid,0,60754,0.0,0.0
Reject request for economic aid,Make statement,0,3,0.0,0.0
Make statement,fight with artillery and tanks,1,60754,1.6459821575534122e-05,3.284881333661822e-05
fight with artillery and tanks,Make statement,1,131,0.007633587786259542,3.284881333661822e-05
Make statement,Appeal for military aid,1,60754,1.6459821575534122e-05,3.288337909603591e-05
Appeal for military aid,Make statement,1,67,0.014925373134328358,3.288337909603591e-05
Make statement,Appeal for military protection or peacekeeping,0,60754,0.0,0.0
Appeal for military protection or peacekeeping,Make statement,0,19,0.0,0.0
Make statement,"Appeal for easing of economic sanctions, boycott, or embargo",0,60754,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Make statement,0,8,0.0,0.0
Make statement,Conduct strike or boycott,1,60754,1.6459821575534122e-05,3.288608260983952e-05
Conduct strike or boycott,Make statement,1,62,0.016129032258064516,3.288608260983952e-05
Make statement,"Return, release property",0,60754,0.0,0.0
"Return, release property",Make statement,0,40,0.0,0.0
Make statement,Appeal for economic aid,0,60754,0.0,0.0
Appeal for economic aid,Make statement,0,74,0.0,0.0
Make statement,Appeal for target to allow international involvement (non-mediation),0,60754,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Make statement,0,5,0.0,0.0
Make statement,Accede to demands for change in leadership,1,60754,1.6459821575534122e-05,3.286932798658932e-05
Accede to demands for change in leadership,Make statement,1,93,0.010752688172043012,3.286932798658932e-05
Make statement,Decline comment,4,60754,6.583928630213649e-05,0.00013143195110731419
Decline comment,Make statement,4,114,0.03508771929824561,0.00013143195110731419
Make statement,Express intent to change leadership,1,60754,1.6459821575534122e-05,3.290718528390674e-05
Express intent to change leadership,Make statement,1,23,0.043478260869565216,3.290718528390674e-05
Make statement,Increase police alert status,1,60754,1.6459821575534122e-05,3.2874190473059604e-05
Increase police alert status,Make statement,1,84,0.011904761904761904,3.2874190473059604e-05
Make statement,Accede to demands for change in policy,1,60754,1.6459821575534122e-05,3.29017717604093e-05
Accede to demands for change in policy,Make statement,1,33,0.030303030303030304,3.29017717604093e-05
Make statement,Appeal for military cooperation,0,60754,0.0,0.0
Appeal for military cooperation,Make statement,0,2,0.0,0.0
Make statement,Veto,0,60754,0.0,0.0
Veto,Make statement,0,114,0.0,0.0
Make statement,Express intent to allow international involvement (non-mediation),0,60754,0.0,0.0
Express intent to allow international involvement (non-mediation),Make statement,0,2,0.0,0.0
Make statement,Mobilize or increase police power,3,60754,4.9379464726602364e-05,9.847042604871004e-05
Mobilize or increase police power,Make statement,3,178,0.016853932584269662,9.847042604871004e-05
Make statement,Express intent to cooperate on judicial matters,0,60754,0.0,0.0
Express intent to cooperate on judicial matters,Make statement,0,51,0.0,0.0
Make statement,Accuse of human rights abuses,1,60754,1.6459821575534122e-05,3.2807322594403074e-05
Accuse of human rights abuses,Make statement,1,208,0.004807692307692308,3.2807322594403074e-05
Make statement,Appeal for judicial cooperation,0,60754,0.0,0.0
