relation i,relation j,#temporal implication,#rel_i,P one direction,P two direction
Impose restrictions on political freedoms,Make optimistic comment,1,231,0.004329004329004329,0.0005347593582887701
Make optimistic comment,Appeal for diplomatic cooperation (such as policy support),21,3509,0.005984611000284981,0.008280757097791799
Appeal for diplomatic cooperation (such as policy support),Make optimistic comment,21,1563,0.013435700575815739,0.008280757097791799
Make optimistic comment,Express accord,0,3509,0.0,0.0
Express accord,Make optimistic comment,0,327,0.0,0.0
Make optimistic comment,Express intent to settle dispute,4,3509,0.001139925904816187,0.00205761316872428
Express intent to settle dispute,Make optimistic comment,4,379,0.010554089709762533,0.00205761316872428
Make optimistic comment,Impose administrative sanctions,2,3509,0.0005699629524080935,0.0009687575684185032
Impose administrative sanctions,Make optimistic comment,2,620,0.0032258064516129032,0.0009687575684185032
Make optimistic comment,Make pessimistic comment,19,3509,0.005414648047876888,0.006449422946367957
Make pessimistic comment,Make optimistic comment,19,2383,0.007973143096936634,0.006449422946367957
Make optimistic comment,Provide humanitarian aid,3,3509,0.0008549444286121402,0.0012760527435133986
Provide humanitarian aid,Make optimistic comment,3,1193,0.002514668901927913,0.0012760527435133986
Make optimistic comment,Appeal for intelligence,6,3509,0.0017098888572242804,0.003091986601391394
Appeal for intelligence,Make optimistic comment,6,372,0.016129032258064516,0.003091986601391394
Make optimistic comment,Reduce relations,10,3509,0.002849814762040467,0.004553734061930784
Reduce relations,Make optimistic comment,10,883,0.011325028312570781,0.004553734061930784
Make optimistic comment,Threaten non-force,1,3509,0.00028498147620404675,0.000561324726354196
Threaten non-force,Make optimistic comment,1,54,0.018518518518518517,0.000561324726354196
Make optimistic comment,Rally support on behalf of,3,3509,0.0008549444286121402,0.0014943960149439602
Rally support on behalf of,Make optimistic comment,3,506,0.005928853754940711,0.0014943960149439602
Make optimistic comment,Mobilize or increase armed forces,6,3509,0.0017098888572242804,0.0028936580660718593
Mobilize or increase armed forces,Make optimistic comment,6,638,0.009404388714733543,0.0028936580660718593
Make optimistic comment,Demand diplomatic cooperation (such as policy support),8,3509,0.002279851809632374,0.004168837936425221
Demand diplomatic cooperation (such as policy support),Make optimistic comment,8,329,0.0243161094224924,0.004168837936425221
Make optimistic comment,"Return, release person(s)",4,3509,0.001139925904816187,0.001582591493570722
"Return, release person(s)",Make optimistic comment,4,1546,0.00258732212160414,0.001582591493570722
Make optimistic comment,Kill by physical assault,0,3509,0.0,0.0
Kill by physical assault,Make optimistic comment,0,259,0.0,0.0
Make optimistic comment,Expel or deport individuals,0,3509,0.0,0.0
Expel or deport individuals,Make optimistic comment,0,766,0.0,0.0
Make optimistic comment,Express intent to cooperate economically,9,3509,0.002564833285836421,0.00438489646772229
Express intent to cooperate economically,Make optimistic comment,9,596,0.015100671140939598,0.00438489646772229
Make optimistic comment,Express intent to de-escalate military engagement,1,3509,0.00028498147620404675,0.0005323396326856535
Express intent to de-escalate military engagement,Make optimistic comment,1,248,0.004032258064516129,0.0005323396326856535
Make optimistic comment,"Conduct suicide, car, or other non-military bombing",1,3509,0.00028498147620404675,0.0005064573309698658
"Conduct suicide, car, or other non-military bombing",Make optimistic comment,1,440,0.0022727272727272726,0.0005064573309698658
Make optimistic comment,Express intent to provide humanitarian aid,1,3509,0.00028498147620404675,0.0005289605924358636
Express intent to provide humanitarian aid,Make optimistic comment,1,272,0.003676470588235294,0.0005289605924358636
Make optimistic comment,Appeal to engage in or accept mediation,1,3509,0.00028498147620404675,0.0005491488193300384
Appeal to engage in or accept mediation,Make optimistic comment,1,133,0.007518796992481203,0.0005491488193300384
Make optimistic comment,"Ease economic sanctions, boycott, embargo",1,3509,0.00028498147620404675,0.0005621135469364812
"Ease economic sanctions, boycott, embargo",Make optimistic comment,1,49,0.02040816326530612,0.0005621135469364812
Make optimistic comment,Appeal for political reform,0,3509,0.0,0.0
Appeal for political reform,Make optimistic comment,0,19,0.0,0.0
Make optimistic comment,Meet at a 'third' location,15,3509,0.004274722143060701,0.005978477481068154
Meet at a 'third' location,Make optimistic comment,15,1509,0.009940357852882704,0.005978477481068154
Make optimistic comment,"Accuse of crime, corruption",0,3509,0.0,0.0
"Accuse of crime, corruption",Make optimistic comment,0,239,0.0,0.0
Make optimistic comment,Express intent to release persons or property,0,3509,0.0,0.0
Express intent to release persons or property,Make optimistic comment,0,287,0.0,0.0
Make optimistic comment,Give ultimatum,1,3509,0.00028498147620404675,0.0005221932114882506
Give ultimatum,Make optimistic comment,1,321,0.003115264797507788,0.0005221932114882506
Make optimistic comment,Appeal for de-escalation of military engagement,1,3509,0.00028498147620404675,0.0005422993492407809
Appeal for de-escalation of military engagement,Make optimistic comment,1,179,0.00558659217877095,0.0005422993492407809
Make optimistic comment,Grant diplomatic recognition,1,3509,0.00028498147620404675,0.0005098139179199592
Grant diplomatic recognition,Make optimistic comment,1,414,0.0024154589371980675,0.0005098139179199592
Make optimistic comment,Receive deployment of peacekeepers,0,3509,0.0,0.0
Receive deployment of peacekeepers,Make optimistic comment,0,376,0.0,0.0
Make optimistic comment,Complain officially,3,3509,0.0008549444286121402,0.0015706806282722514
Complain officially,Make optimistic comment,3,311,0.00964630225080386,0.0015706806282722514
Make optimistic comment,Cooperate militarily,0,3509,0.0,0.0
Cooperate militarily,Make optimistic comment,0,375,0.0,0.0
Make optimistic comment,Appeal for change in leadership,0,3509,0.0,0.0
Appeal for change in leadership,Make optimistic comment,0,284,0.0,0.0
Make optimistic comment,Demonstrate or rally,2,3509,0.0005699629524080935,0.0007667241709794901
Demonstrate or rally,Make optimistic comment,2,1708,0.00117096018735363,0.0007667241709794901
Make optimistic comment,"Reject plan, agreement to settle dispute",1,3509,0.00028498147620404675,0.0005208333333333333
"Reject plan, agreement to settle dispute",Make optimistic comment,1,331,0.0030211480362537764,0.0005208333333333333
Make optimistic comment,Acknowledge or claim responsibility,1,3509,0.00028498147620404675,0.0005351886540005352
Acknowledge or claim responsibility,Make optimistic comment,1,228,0.0043859649122807015,0.0005351886540005352
Make optimistic comment,Express intent to provide economic aid,4,3509,0.001139925904816187,0.002014605892722236
Express intent to provide economic aid,Make optimistic comment,4,462,0.008658008658008658,0.002014605892722236
Make optimistic comment,Coerce,1,3509,0.00028498147620404675,0.0005039052658100278
Coerce,Make optimistic comment,1,460,0.002173913043478261,0.0005039052658100278
Make optimistic comment,Reduce or break diplomatic relations,2,3509,0.0005699629524080935,0.0009818360333824251
Reduce or break diplomatic relations,Make optimistic comment,2,565,0.0035398230088495575,0.0009818360333824251
Make optimistic comment,Occupy territory,1,3509,0.00028498147620404675,0.00047664442326024784
Occupy territory,Make optimistic comment,1,687,0.001455604075691412,0.00047664442326024784
Make optimistic comment,Express intent to cooperate militarily,2,3509,0.0005699629524080935,0.0011037527593818985
Express intent to cooperate militarily,Make optimistic comment,2,115,0.017391304347826087,0.0011037527593818985
Make optimistic comment,Reduce or stop humanitarian assistance,0,3509,0.0,0.0
Reduce or stop humanitarian assistance,Make optimistic comment,0,21,0.0,0.0
Make optimistic comment,Reduce or stop economic assistance,0,3509,0.0,0.0
Reduce or stop economic assistance,Make optimistic comment,0,94,0.0,0.0
Make optimistic comment,Provide economic aid,2,3509,0.0005699629524080935,0.0009694619486185168
Provide economic aid,Make optimistic comment,2,617,0.0032414910858995136,0.0009694619486185168
Make optimistic comment,Retreat or surrender militarily,0,3509,0.0,0.0
Retreat or surrender militarily,Make optimistic comment,0,321,0.0,0.0
Make optimistic comment,Provide aid,4,3509,0.001139925904816187,0.001845444059976932
Provide aid,Make optimistic comment,4,826,0.004842615012106538,0.001845444059976932
Make optimistic comment,Express intent to cooperate on judicial matters,0,3509,0.0,0.0
Express intent to cooperate on judicial matters,Make optimistic comment,0,51,0.0,0.0
Make optimistic comment,Express intent to provide material aid,9,3509,0.002564833285836421,0.004595353586928772
Express intent to provide material aid,Make optimistic comment,9,408,0.022058823529411766,0.004595353586928772
Make optimistic comment,Apologize,0,3509,0.0,0.0
Apologize,Make optimistic comment,0,152,0.0,0.0
Make optimistic comment,Increase military alert status,0,3509,0.0,0.0
Increase military alert status,Make optimistic comment,0,127,0.0,0.0
Make optimistic comment,Appeal for release of persons or property,1,3509,0.00028498147620404675,0.0005462988254575252
Appeal for release of persons or property,Make optimistic comment,1,152,0.006578947368421052,0.0005462988254575252
Make optimistic comment,Express intent to ease administrative sanctions,0,3509,0.0,0.0
Express intent to ease administrative sanctions,Make optimistic comment,0,46,0.0,0.0
Make optimistic comment,"Impose embargo, boycott, or sanctions",1,3509,0.00028498147620404675,0.00047778308647873863
"Impose embargo, boycott, or sanctions",Make optimistic comment,1,677,0.0014771048744460858,0.00047778308647873863
Make optimistic comment,Demonstrate military or police power,1,3509,0.00028498147620404675,0.0005452562704471102
Demonstrate military or police power,Make optimistic comment,1,159,0.006289308176100629,0.0005452562704471102
Make optimistic comment,Appeal for military aid,0,3509,0.0,0.0
Appeal for military aid,Make optimistic comment,0,67,0.0,0.0
Make optimistic comment,Defend verbally,2,3509,0.0005699629524080935,0.0010970927043335162
Defend verbally,Make optimistic comment,2,137,0.014598540145985401,0.0010970927043335162
Make optimistic comment,Engage in material cooperation,4,3509,0.001139925904816187,0.002023779408044523
Engage in material cooperation,Make optimistic comment,4,444,0.009009009009009009,0.002023779408044523
Make optimistic comment,Halt negotiations,3,3509,0.0008549444286121402,0.0016176867080075492
Halt negotiations,Make optimistic comment,3,200,0.015,0.0016176867080075492
Make optimistic comment,Appeal to yield,1,3509,0.00028498147620404675,0.0005611672278338945
Appeal to yield,Make optimistic comment,1,55,0.01818181818181818,0.0005611672278338945
Make optimistic comment,Express intent to provide military aid,0,3509,0.0,0.0
Express intent to provide military aid,Make optimistic comment,0,259,0.0,0.0
Make optimistic comment,Seize or damage property,0,3509,0.0,0.0
Seize or damage property,Make optimistic comment,0,58,0.0,0.0
Make optimistic comment,Bring lawsuit against,1,3509,0.00028498147620404675,0.0004791566842357451
Bring lawsuit against,Make optimistic comment,1,665,0.0015037593984962407,0.0004791566842357451
Make optimistic comment,Reduce or stop material aid,0,3509,0.0,0.0
Reduce or stop material aid,Make optimistic comment,0,34,0.0,0.0
Make optimistic comment,Demand intelligence cooperation,0,3509,0.0,0.0
Demand intelligence cooperation,Make optimistic comment,0,56,0.0,0.0
Make optimistic comment,Appeal for policy change,0,3509,0.0,0.0
Appeal for policy change,Make optimistic comment,0,59,0.0,0.0
Make optimistic comment,Use as human shield,0,3509,0.0,0.0
Use as human shield,Make optimistic comment,0,14,0.0,0.0
Make optimistic comment,Demand de-escalation of military engagement,0,3509,0.0,0.0
Demand de-escalation of military engagement,Make optimistic comment,0,98,0.0,0.0
Make optimistic comment,"Impose blockade, restrict movement",1,3509,0.00028498147620404675,0.0005474952094169176
"Impose blockade, restrict movement",Make optimistic comment,1,144,0.006944444444444444,0.0005474952094169176
Make optimistic comment,Veto,1,3509,0.00028498147620404675,0.0005520287054926856
Veto,Make optimistic comment,1,114,0.008771929824561403,0.0005520287054926856
Make optimistic comment,Appeal to others to settle dispute,0,3509,0.0,0.0
Appeal to others to settle dispute,Make optimistic comment,0,87,0.0,0.0
Make optimistic comment,Refuse to yield,0,3509,0.0,0.0
Refuse to yield,Make optimistic comment,0,145,0.0,0.0
Make optimistic comment,Appeal for aid,4,3509,0.001139925904816187,0.002205071664829107
Appeal for aid,Make optimistic comment,4,119,0.03361344537815126,0.002205071664829107
Make optimistic comment,Impose state of emergency or martial law,0,3509,0.0,0.0
Impose state of emergency or martial law,Make optimistic comment,0,55,0.0,0.0
Make optimistic comment,Ease political dissent,0,3509,0.0,0.0
Ease political dissent,Make optimistic comment,0,6,0.0,0.0
Make optimistic comment,Provide military protection or peacekeeping,0,3509,0.0,0.0
Provide military protection or peacekeeping,Make optimistic comment,0,347,0.0,0.0
Make optimistic comment,Engage in judicial cooperation,0,3509,0.0,0.0
Engage in judicial cooperation,Make optimistic comment,0,84,0.0,0.0
Make optimistic comment,Appeal to others to meet or negotiate,0,3509,0.0,0.0
Appeal to others to meet or negotiate,Make optimistic comment,0,147,0.0,0.0
Make optimistic comment,Consider policy option,4,3509,0.001139925904816187,0.0019550342130987292
Consider policy option,Make optimistic comment,4,583,0.00686106346483705,0.0019550342130987292
Make optimistic comment,fight with artillery and tanks,0,3509,0.0,0.0
fight with artillery and tanks,Make optimistic comment,0,131,0.0,0.0
Make optimistic comment,Express intent to provide military protection or peacekeeping,0,3509,0.0,0.0
Express intent to provide military protection or peacekeeping,Make optimistic comment,0,76,0.0,0.0
Make optimistic comment,Demand change in leadership,1,3509,0.00028498147620404675,0.0005395198273536552
Demand change in leadership,Make optimistic comment,1,198,0.005050505050505051,0.0005395198273536552
Make optimistic comment,Rally opposition against,1,3509,0.00028498147620404675,0.0005212405525149857
Rally opposition against,Make optimistic comment,1,328,0.003048780487804878,0.0005212405525149857
Make optimistic comment,Expel or withdraw,0,3509,0.0,0.0
Expel or withdraw,Make optimistic comment,0,34,0.0,0.0
Make optimistic comment,"Refuse to ease economic sanctions, boycott, or embargo",0,3509,0.0,0.0
"Refuse to ease economic sanctions, boycott, or embargo",Make optimistic comment,0,15,0.0,0.0
Make optimistic comment,Share intelligence or information,2,3509,0.0005699629524080935,0.0010482180293501049
Share intelligence or information,Make optimistic comment,2,307,0.006514657980456026,0.0010482180293501049
Make optimistic comment,"Accuse of espionage, treason",0,3509,0.0,0.0
"Accuse of espionage, treason",Make optimistic comment,0,49,0.0,0.0
Make optimistic comment,Accuse of human rights abuses,0,3509,0.0,0.0
Accuse of human rights abuses,Make optimistic comment,0,208,0.0,0.0
Make optimistic comment,Refuse to release persons or property,0,3509,0.0,0.0
Refuse to release persons or property,Make optimistic comment,0,105,0.0,0.0
Make optimistic comment,Demand economic aid,0,3509,0.0,0.0
Demand economic aid,Make optimistic comment,0,36,0.0,0.0
Make optimistic comment,Demand material cooperation,0,3509,0.0,0.0
Demand material cooperation,Make optimistic comment,0,57,0.0,0.0
Make optimistic comment,Increase police alert status,0,3509,0.0,0.0
Increase police alert status,Make optimistic comment,0,84,0.0,0.0
Make optimistic comment,Accuse of aggression,0,3509,0.0,0.0
Accuse of aggression,Make optimistic comment,0,34,0.0,0.0
Make optimistic comment,Threaten to reduce or break relations,0,3509,0.0,0.0
Threaten to reduce or break relations,Make optimistic comment,0,49,0.0,0.0
Make optimistic comment,Torture,0,3509,0.0,0.0
Torture,Make optimistic comment,0,126,0.0,0.0
Make optimistic comment,Express intent to yield,0,3509,0.0,0.0
Express intent to yield,Make optimistic comment,0,72,0.0,0.0
Make optimistic comment,Refuse to ease administrative sanctions,1,3509,0.00028498147620404675,0.0005641748942172073
Refuse to ease administrative sanctions,Make optimistic comment,1,36,0.027777777777777776,0.0005641748942172073
Make optimistic comment,Conduct strike or boycott,0,3509,0.0,0.0
Conduct strike or boycott,Make optimistic comment,0,62,0.0,0.0
Make optimistic comment,Yield,1,3509,0.00028498147620404675,0.0005012531328320802
Yield,Make optimistic comment,1,481,0.002079002079002079,0.0005012531328320802
Make optimistic comment,Engage in mass killings,0,3509,0.0,0.0
Engage in mass killings,Make optimistic comment,0,32,0.0,0.0
Make optimistic comment,Reduce or stop military assistance,1,3509,0.00028498147620404675,0.0005652911249293386
Reduce or stop military assistance,Make optimistic comment,1,29,0.034482758620689655,0.0005652911249293386
Make optimistic comment,Express intent to cooperate on intelligence,0,3509,0.0,0.0
Express intent to cooperate on intelligence,Make optimistic comment,0,22,0.0,0.0
Make optimistic comment,Demonstrate for leadership change,0,3509,0.0,0.0
Demonstrate for leadership change,Make optimistic comment,0,73,0.0,0.0
Make optimistic comment,Demonstrate for policy change,0,3509,0.0,0.0
Demonstrate for policy change,Make optimistic comment,0,9,0.0,0.0
Make optimistic comment,Demand material aid,0,3509,0.0,0.0
Demand material aid,Make optimistic comment,0,6,0.0,0.0
Make optimistic comment,Appeal for judicial cooperation,1,3509,0.00028498147620404675,0.0005543237250554324
Appeal for judicial cooperation,Make optimistic comment,1,99,0.010101010101010102,0.0005543237250554324
Make optimistic comment,"Declare truce, ceasefire",1,3509,0.00028498147620404675,0.0005465974309920743
"Declare truce, ceasefire",Make optimistic comment,1,150,0.006666666666666667,0.0005465974309920743
Make optimistic comment,"Return, release property",0,3509,0.0,0.0
"Return, release property",Make optimistic comment,0,40,0.0,0.0
Make optimistic comment,Reject judicial cooperation,0,3509,0.0,0.0
Reject judicial cooperation,Make optimistic comment,0,23,0.0,0.0
Make optimistic comment,Demand humanitarian aid,0,3509,0.0,0.0
Demand humanitarian aid,Make optimistic comment,0,4,0.0,0.0
Make optimistic comment,"Demand meeting, negotiation",1,3509,0.00028498147620404675,0.0005575689991636465
"Demand meeting, negotiation",Make optimistic comment,1,78,0.01282051282051282,0.0005575689991636465
Make optimistic comment,"Demand change in institutions, regime",0,3509,0.0,0.0
"Demand change in institutions, regime",Make optimistic comment,0,30,0.0,0.0
Make optimistic comment,Express intent to accept mediation,0,3509,0.0,0.0
Express intent to accept mediation,Make optimistic comment,0,72,0.0,0.0
Make optimistic comment,Appeal for military cooperation,0,3509,0.0,0.0
Appeal for military cooperation,Make optimistic comment,0,2,0.0,0.0
Make optimistic comment,Forgive,0,3509,0.0,0.0
Forgive,Make optimistic comment,0,56,0.0,0.0
Make optimistic comment,Express intent to mediate,0,3509,0.0,0.0
Express intent to mediate,Make optimistic comment,0,52,0.0,0.0
Make optimistic comment,Demand that target yields,0,3509,0.0,0.0
Demand that target yields,Make optimistic comment,0,47,0.0,0.0
Make optimistic comment,Demobilize armed forces,0,3509,0.0,0.0
Demobilize armed forces,Make optimistic comment,0,14,0.0,0.0
Make optimistic comment,Demand release of persons or property,0,3509,0.0,0.0
Demand release of persons or property,Make optimistic comment,0,7,0.0,0.0
Make optimistic comment,Appeal for economic aid,0,3509,0.0,0.0
Appeal for economic aid,Make optimistic comment,0,74,0.0,0.0
Make optimistic comment,Express intent to engage in material cooperation,0,3509,0.0,0.0
Express intent to engage in material cooperation,Make optimistic comment,0,63,0.0,0.0
Make optimistic comment,Reject economic cooperation,0,3509,0.0,0.0
Reject economic cooperation,Make optimistic comment,0,30,0.0,0.0
Make optimistic comment,Mobilize or increase police power,0,3509,0.0,0.0
Mobilize or increase police power,Make optimistic comment,0,178,0.0,0.0
Make optimistic comment,Demand settling of dispute,0,3509,0.0,0.0
Demand settling of dispute,Make optimistic comment,0,15,0.0,0.0
Make optimistic comment,"Threaten with political dissent, protest",1,3509,0.00028498147620404675,0.0005672149744753262
"Threaten with political dissent, protest",Make optimistic comment,1,17,0.058823529411764705,0.0005672149744753262
Make optimistic comment,Appeal for easing of administrative sanctions,0,3509,0.0,0.0
Appeal for easing of administrative sanctions,Make optimistic comment,0,65,0.0,0.0
Make optimistic comment,Carry out suicide bombing,0,3509,0.0,0.0
Carry out suicide bombing,Make optimistic comment,0,129,0.0,0.0
Make optimistic comment,Assassinate,0,3509,0.0,0.0
Assassinate,Make optimistic comment,0,136,0.0,0.0
Make optimistic comment,Appeal for economic cooperation,2,3509,0.0005699629524080935,0.001110494169905608
Appeal for economic cooperation,Make optimistic comment,2,93,0.021505376344086023,0.001110494169905608
Make optimistic comment,Demand policy change,0,3509,0.0,0.0
Demand policy change,Make optimistic comment,0,12,0.0,0.0
Make optimistic comment,Ease state of emergency or martial law,0,3509,0.0,0.0
Ease state of emergency or martial law,Make optimistic comment,0,14,0.0,0.0
Make optimistic comment,Appeal for easing of political dissent,0,3509,0.0,0.0
Appeal for easing of political dissent,Make optimistic comment,0,11,0.0,0.0
Make optimistic comment,Threaten with repression,0,3509,0.0,0.0
Threaten with repression,Make optimistic comment,0,18,0.0,0.0
Make optimistic comment,Appeal for rights,3,3509,0.0008549444286121402,0.001693480101608806
Appeal for rights,Make optimistic comment,3,34,0.08823529411764706,0.001693480101608806
Make optimistic comment,Mediate,0,3509,0.0,0.0
Mediate,Make optimistic comment,0,142,0.0,0.0
Make optimistic comment,Decline comment,1,3509,0.00028498147620404675,0.0005520287054926856
Decline comment,Make optimistic comment,1,114,0.008771929824561403,0.0005520287054926856
Make optimistic comment,Impose curfew,0,3509,0.0,0.0
Impose curfew,Make optimistic comment,0,14,0.0,0.0
Make optimistic comment,Appeal for humanitarian aid,0,3509,0.0,0.0
Appeal for humanitarian aid,Make optimistic comment,0,40,0.0,0.0
Make optimistic comment,Reject request for change in leadership,0,3509,0.0,0.0
Reject request for change in leadership,Make optimistic comment,0,6,0.0,0.0
Make optimistic comment,Violate ceasefire,0,3509,0.0,0.0
Violate ceasefire,Make optimistic comment,0,17,0.0,0.0
Make optimistic comment,"Express intent to ease economic sanctions, boycott, or embargo",0,3509,0.0,0.0
"Express intent to ease economic sanctions, boycott, or embargo",Make optimistic comment,0,16,0.0,0.0
Make optimistic comment,Accede to demands for change in leadership,0,3509,0.0,0.0
Accede to demands for change in leadership,Make optimistic comment,0,93,0.0,0.0
Make optimistic comment,Refuse to de-escalate military engagement,0,3509,0.0,0.0
Refuse to de-escalate military engagement,Make optimistic comment,0,47,0.0,0.0
Make optimistic comment,Grant asylum,0,3509,0.0,0.0
Grant asylum,Make optimistic comment,0,56,0.0,0.0
Make optimistic comment,Receive inspectors,0,3509,0.0,0.0
Receive inspectors,Make optimistic comment,0,16,0.0,0.0
Make optimistic comment,Ease military blockade,0,3509,0.0,0.0
Ease military blockade,Make optimistic comment,0,7,0.0,0.0
Make optimistic comment,"Appeal for change in institutions, regime",1,3509,0.00028498147620404675,0.0005616399887672002
"Appeal for change in institutions, regime",Make optimistic comment,1,52,0.019230769230769232,0.0005616399887672002
Make optimistic comment,Engage in violent protest for leadership change,0,3509,0.0,0.0
Engage in violent protest for leadership change,Make optimistic comment,0,9,0.0,0.0
Make optimistic comment,Threaten to impose curfew,0,3509,0.0,0.0
Threaten to impose curfew,Make optimistic comment,0,2,0.0,0.0
Make optimistic comment,Appeal for material cooperation,0,3509,0.0,0.0
Appeal for material cooperation,Make optimistic comment,0,64,0.0,0.0
Make optimistic comment,Threaten with administrative sanctions,0,3509,0.0,0.0
Threaten with administrative sanctions,Make optimistic comment,0,24,0.0,0.0
Make optimistic comment,Express intent to change policy,0,3509,0.0,0.0
Express intent to change policy,Make optimistic comment,0,17,0.0,0.0
Make optimistic comment,Demand judicial cooperation,0,3509,0.0,0.0
Demand judicial cooperation,Make optimistic comment,0,26,0.0,0.0
Make optimistic comment,Express intent to institute political reform,0,3509,0.0,0.0
Express intent to institute political reform,Make optimistic comment,0,13,0.0,0.0
Make optimistic comment,Expel or withdraw peacekeepers,0,3509,0.0,0.0
Expel or withdraw peacekeepers,Make optimistic comment,0,15,0.0,0.0
Make optimistic comment,Attempt to assassinate,0,3509,0.0,0.0
Attempt to assassinate,Make optimistic comment,0,18,0.0,0.0
Make optimistic comment,Reject material cooperation,0,3509,0.0,0.0
Reject material cooperation,Make optimistic comment,0,9,0.0,0.0
Make optimistic comment,Accede to demands for rights,0,3509,0.0,0.0
Accede to demands for rights,Make optimistic comment,0,47,0.0,0.0
Make optimistic comment,Halt mediation,0,3509,0.0,0.0
Halt mediation,Make optimistic comment,0,3,0.0,0.0
Make optimistic comment,Threaten to reduce or stop aid,0,3509,0.0,0.0
Threaten to reduce or stop aid,Make optimistic comment,0,17,0.0,0.0
Make optimistic comment,Demand economic cooperation,0,3509,0.0,0.0
Demand economic cooperation,Make optimistic comment,0,2,0.0,0.0
Make optimistic comment,Threaten to halt negotiations,0,3509,0.0,0.0
Threaten to halt negotiations,Make optimistic comment,0,7,0.0,0.0
Make optimistic comment,Appeal for military protection or peacekeeping,0,3509,0.0,0.0
Appeal for military protection or peacekeeping,Make optimistic comment,0,19,0.0,0.0
Make optimistic comment,Reject request for humanitarian aid,0,3509,0.0,0.0
Reject request for humanitarian aid,Make optimistic comment,0,1,0.0,0.0
Make optimistic comment,Investigate human rights abuses,0,3509,0.0,0.0
Investigate human rights abuses,Make optimistic comment,0,13,0.0,0.0
Make optimistic comment,Destroy property,0,3509,0.0,0.0
Destroy property,Make optimistic comment,0,26,0.0,0.0
Make optimistic comment,Reject mediation,0,3509,0.0,0.0
Reject mediation,Make optimistic comment,0,8,0.0,0.0
Make optimistic comment,Demand easing of administrative sanctions,0,3509,0.0,0.0
Demand easing of administrative sanctions,Make optimistic comment,0,10,0.0,0.0
Make optimistic comment,Accede to requests or demands for political reform,0,3509,0.0,0.0
Accede to requests or demands for political reform,Make optimistic comment,0,10,0.0,0.0
Make optimistic comment,Threaten to halt mediation,0,3509,0.0,0.0
Threaten to halt mediation,Make optimistic comment,0,1,0.0,0.0
Make optimistic comment,Appeal for target to allow international involvement (non-mediation),0,3509,0.0,0.0
Appeal for target to allow international involvement (non-mediation),Make optimistic comment,0,5,0.0,0.0
Make optimistic comment,Demand rights,0,3509,0.0,0.0
Demand rights,Make optimistic comment,0,7,0.0,0.0
Make optimistic comment,"Reject request for change in institutions, regime",0,3509,0.0,0.0
"Reject request for change in institutions, regime",Make optimistic comment,0,1,0.0,0.0
Make optimistic comment,Reject request for economic aid,0,3509,0.0,0.0
Reject request for economic aid,Make optimistic comment,0,3,0.0,0.0
Make optimistic comment,Demand political reform,0,3509,0.0,0.0
Demand political reform,Make optimistic comment,0,8,0.0,0.0
Make optimistic comment,Demand mediation,0,3509,0.0,0.0
Demand mediation,Make optimistic comment,0,9,0.0,0.0
Make optimistic comment,"Appeal for easing of economic sanctions, boycott, or embargo",0,3509,0.0,0.0
"Appeal for easing of economic sanctions, boycott, or embargo",Make optimistic comment,0,8,0.0,0.0
Make optimistic comment,Accuse of war crimes,0,3509,0.0,0.0
Accuse of war crimes,Make optimistic comment,0,40,0.0,0.0
Make optimistic comment,"Use chemical, biological, or radiological weapons",0,3509,0.0,0.0
"Use chemical, biological, or radiological weapons",Make optimistic comment,0,6,0.0,0.0
Make optimistic comment,Threaten with restrictions on political freedoms,0,3509,0.0,0.0
Threaten with restrictions on political freedoms,Make optimistic comment,0,7,0.0,0.0
Make optimistic comment,Demand military aid,0,3509,0.0,0.0
Demand military aid,Make optimistic comment,0,9,0.0,0.0
Make optimistic comment,Express intent to change leadership,0,3509,0.0,0.0
Express intent to change leadership,Make optimistic comment,0,23,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Reject,25,7761,0.0032212343770132716,0.004369483527047103
Reject,Express intent to engage in diplomatic cooperation (such as policy support),25,3682,0.006789788158609452,0.004369483527047103
Express intent to engage in diplomatic cooperation (such as policy support),Threaten with military force,1,7761,0.00012884937508053087,0.00024393218685205513
Threaten with military force,Express intent to engage in diplomatic cooperation (such as policy support),1,438,0.00228310502283105,0.00024393218685205513
Express intent to engage in diplomatic cooperation (such as policy support),"Investigate crime, corruption",3,7761,0.00038654812524159255,0.00074757039621231
"Investigate crime, corruption",Express intent to engage in diplomatic cooperation (such as policy support),3,265,0.011320754716981131,0.00074757039621231
Express intent to engage in diplomatic cooperation (such as policy support),Ease administrative sanctions,0,7761,0.0,0.0
Ease administrative sanctions,Express intent to engage in diplomatic cooperation (such as policy support),0,610,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to allow international involvement (non-mediation),0,7761,0.0,0.0
Express intent to allow international involvement (non-mediation),Express intent to engage in diplomatic cooperation (such as policy support),0,2,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),"Obstruct passage, block",0,7761,0.0,0.0
"Obstruct passage, block",Express intent to engage in diplomatic cooperation (such as policy support),0,148,0.0,0.0
Express intent to engage in diplomatic cooperation (such as policy support),"Abduct, hijack, or take hostage",1,7761,0.00012884937508053087,0.00022222222222222223
"Abduct, hijack, or take hostage",Express intent to engage in diplomatic cooperation (such as policy support),1,1239,0.0008071025020177562,0.00022222222222222223
Express intent to engage in diplomatic cooperation (such as policy support),Criticize or denounce,78,7761,0.010050251256281407,0.0083071516055168
