relation test,relation train,#evolve,#rel_test,percentage
Make pessimistic comment,"Threaten with sanctions, boycott, embargo",9,278,0.03237410071942446
Make pessimistic comment,Reject economic cooperation,3,278,0.01079136690647482
Make pessimistic comment,Demand settling of dispute,4,278,0.014388489208633094
Make pessimistic comment,Threaten to impose state of emergency or martial law,0,278,0.0
Make pessimistic comment,Reject request for military protection or peacekeeping,0,278,0.0
Make pessimistic comment,Appeal for military cooperation,1,278,0.0035971223021582736
Make pessimistic comment,Threaten with repression,9,278,0.03237410071942446
Make pessimistic comment,"Express intent to change institutions, regime",5,278,0.017985611510791366
Make pessimistic comment,Halt mediation,0,278,0.0
Make pessimistic comment,Express intent to allow international involvement (non-mediation),0,278,0.0
Make pessimistic comment,"Reject request for change in institutions, regime",1,278,0.0035971223021582736
Make pessimistic comment,"Use chemical, biological, or radiological weapons",0,278,0.0
Make pessimistic comment,Reject request for humanitarian aid,6,278,0.02158273381294964
Make pessimistic comment,Allow humanitarian access,0,278,0.0
Make a visit,Express intent to engage in diplomatic cooperation (such as policy support),9157,2481,3.6908504635227732
Make a visit,Reduce or break diplomatic relations,585,2481,0.23579201934703747
Make a visit,Express intent to cooperate,13437,2481,5.4159613059250304
Make a visit,Express intent to cooperate economically,492,2481,0.19830713422007254
Make a visit,Halt negotiations,506,2481,0.20395002015316405
Make a visit,Express intent to settle dispute,780,2481,0.3143893591293833
Make a visit,Engage in diplomatic cooperation,9955,2481,4.012494961708988
Make a visit,Appeal to others to settle dispute,77,2481,0.031035872632003223
Make a visit,Demonstrate military or police power,167,2481,0.06731156791616284
Make a visit,Threaten to impose curfew,5,2481,0.002015316404675534
Make a visit,Express intent to de-escalate military engagement,216,2481,0.08706166868198308
Make a visit,Cooperate economically,633,2481,0.2551390568319226
Make a visit,Express intent to provide military protection or peacekeeping,207,2481,0.08343409915356712
Make a visit,Provide military protection or peacekeeping,1336,2481,0.5384925433293027
Make a visit,"Declare truce, ceasefire",233,2481,0.09391374445787988
Make a visit,"Impose embargo, boycott, or sanctions",262,2481,0.10560257960499798
Make a visit,"Ease economic sanctions, boycott, embargo",41,2481,0.01652559451833938
Make a visit,"Threaten with sanctions, boycott, embargo",40,2481,0.016122531237404272
Make a visit,Demand rights,1,2481,0.00040306328093510683
Make a visit,Demand economic cooperation,1,2481,0.00040306328093510683
Make a visit,Accede to demands for change in policy,35,2481,0.014107214832728738
Make a visit,Reduce or stop economic assistance,175,2481,0.07053607416364369
Make a visit,Reject economic cooperation,98,2481,0.039500201531640466
Make a visit,Express intent to cooperate militarily,238,2481,0.09592906086255543
Make a visit,Reject military cooperation,5,2481,0.002015316404675534
Make a visit,Reject judicial cooperation,7,2481,0.0028214429665457475
Make a visit,Express intent to cooperate on intelligence,17,2481,0.0068520757758968156
Make a visit,Appeal for military cooperation,1,2481,0.00040306328093510683
Make a visit,Reject mediation,0,2481,0.0
Make a visit,Threaten to reduce or stop aid,48,2481,0.019347037484885126
Make a visit,Carry out roadside bombing,4,2481,0.0016122531237404273
Make a visit,"Use chemical, biological, or radiological weapons",0,2481,0.0
Make a visit,Reject request for humanitarian aid,11,2481,0.004433696090286175
Make a visit,Reject request for rights,0,2481,0.0
Express intent to meet or negotiate,Express intent to engage in diplomatic cooperation (such as policy support),29932,3071,9.746662324975578
Express intent to meet or negotiate,Reduce or break diplomatic relations,1841,3071,0.5994789970693585
Express intent to meet or negotiate,Engage in negotiation,33383,3071,10.870400521002932
Express intent to meet or negotiate,Express intent to cooperate,55718,3071,18.143275805926407
Express intent to meet or negotiate,Sign formal agreement,26551,3071,8.64571800716379
Express intent to meet or negotiate,Express intent to cooperate economically,1312,3071,0.42722240312601756
Express intent to meet or negotiate,Express intent to provide humanitarian aid,652,3071,0.21230869423640508
Express intent to meet or negotiate,Meet at a 'third' location,5318,3071,1.7316834907196352
Express intent to meet or negotiate,Halt negotiations,2258,3071,0.7352653858677956
Express intent to meet or negotiate,Express intent to settle dispute,2586,3071,0.8420709866492999
Express intent to meet or negotiate,Give ultimatum,277,3071,0.09019863236730706
Express intent to meet or negotiate,Engage in diplomatic cooperation,27587,3071,8.983067404754152
Express intent to meet or negotiate,Demand diplomatic cooperation (such as policy support),769,3071,0.2504070335395637
Express intent to meet or negotiate,"Reject proposal to meet, discuss, or negotiate",2410,3071,0.7847606642787366
Express intent to meet or negotiate,Mediate,223,3071,0.07261478345815696
Express intent to meet or negotiate,"Reject plan, agreement to settle dispute",2047,3071,0.6665581243894497
Express intent to meet or negotiate,Consider policy option,1373,3071,0.44708563985672417
Express intent to meet or negotiate,Appeal to others to settle dispute,103,3071,0.03353956366004559
Express intent to meet or negotiate,Impose state of emergency or martial law,141,3071,0.045913383262780855
Express intent to meet or negotiate,"Demand meeting, negotiation",275,3071,0.08954737870400521
Express intent to meet or negotiate,Demonstrate military or police power,327,3071,0.10647997394985347
Express intent to meet or negotiate,Ease state of emergency or martial law,76,3071,0.02474763920547053
Express intent to meet or negotiate,Increase police alert status,30,3071,0.00976880494952784
Express intent to meet or negotiate,Threaten to impose curfew,3,3071,0.0009768804949527841
Express intent to meet or negotiate,Express intent to de-escalate military engagement,92,3071,0.029957668511885378
Express intent to meet or negotiate,Mobilize or increase police power,195,3071,0.06349723217193097
Express intent to meet or negotiate,"Defy norms, law",524,3071,0.17062845978508628
Express intent to meet or negotiate,"Obstruct passage, block",171,3071,0.05568218821230869
Express intent to meet or negotiate,Cooperate economically,1912,3071,0.6225985021165744
Express intent to meet or negotiate,Express intent to provide military protection or peacekeeping,79,3071,0.025724519700423314
Express intent to meet or negotiate,Provide military protection or peacekeeping,541,3071,0.17616411592315206
Express intent to meet or negotiate,Receive deployment of peacekeepers,204,3071,0.06642787365678932
Express intent to meet or negotiate,"Declare truce, ceasefire",1014,3071,0.330185607294041
Express intent to meet or negotiate,"Impose blockade, restrict movement",432,3071,0.14067079127320092
Express intent to meet or negotiate,"Impose embargo, boycott, or sanctions",741,3071,0.24128948225333768
Express intent to meet or negotiate,Express intent to mediate,114,3071,0.0371214588082058
Express intent to meet or negotiate,"Ease economic sanctions, boycott, embargo",78,3071,0.025398892868772387
Express intent to meet or negotiate,"Threaten with sanctions, boycott, embargo",105,3071,0.034190817323347444
Express intent to meet or negotiate,Appeal for military aid,105,3071,0.034190817323347444
Express intent to meet or negotiate,Express intent to change policy,57,3071,0.0185607294041029
Express intent to meet or negotiate,Appeal for rights,86,3071,0.02800390752197981
Express intent to meet or negotiate,Express intent to yield,60,3071,0.01953760989905568
Express intent to meet or negotiate,Express intent to engage in material cooperation,80,3071,0.026050146532074242
Express intent to meet or negotiate,"Appeal for change in institutions, regime",1,3071,0.00032562683165092806
Express intent to meet or negotiate,Appeal for aid,711,3071,0.23152067730380985
Express intent to meet or negotiate,Demand economic cooperation,1,3071,0.00032562683165092806
Express intent to meet or negotiate,Accede to demands for change in policy,58,3071,0.018886356235753826
Express intent to meet or negotiate,"Express intent to ease economic sanctions, boycott, or embargo",8,3071,0.0026050146532074245
Express intent to meet or negotiate,Reduce or stop economic assistance,559,3071,0.18202539889286878
Express intent to meet or negotiate,Receive inspectors,3,3071,0.0009768804949527841
Express intent to meet or negotiate,Reject economic cooperation,128,3071,0.04168023445131879
Express intent to meet or negotiate,Demand settling of dispute,36,3071,0.011722565939433409
Express intent to meet or negotiate,"Demand change in institutions, regime",1,3071,0.00032562683165092806
Express intent to meet or negotiate,Confiscate property,3166,3071,1.0309345490068382
Express intent to meet or negotiate,Express intent to cooperate militarily,884,3071,0.2878541191794204
Express intent to meet or negotiate,Reject military cooperation,6,3071,0.0019537609899055682
Express intent to meet or negotiate,Threaten to halt negotiations,12,3071,0.0039075219798111365
Express intent to meet or negotiate,Accede to demands for rights,13,3071,0.004233148811462064
Express intent to meet or negotiate,"Return, release property",70,3071,0.022793878215564962
Express intent to meet or negotiate,Reduce or stop material aid,50,3071,0.0162813415825464
Express intent to meet or negotiate,Threaten to impose state of emergency or martial law,3,3071,0.0009768804949527841
Express intent to meet or negotiate,Appeal for humanitarian aid,96,3071,0.03126017583848909
Express intent to meet or negotiate,Reject judicial cooperation,73,3071,0.02377075871051775
Express intent to meet or negotiate,Express intent to cooperate on intelligence,77,3071,0.02507326603712146
Express intent to meet or negotiate,Reject request for military protection or peacekeeping,4,3071,0.0013025073266037122
Express intent to meet or negotiate,Appeal for military cooperation,5,3071,0.0016281341582546401
Express intent to meet or negotiate,Reject mediation,15,3071,0.00488440247476392
Express intent to meet or negotiate,Threaten with repression,50,3071,0.0162813415825464
Express intent to meet or negotiate,Reject request for economic aid,0,3071,0.0
Express intent to meet or negotiate,"Express intent to change institutions, regime",30,3071,0.00976880494952784
Express intent to meet or negotiate,Demand easing of administrative sanctions,0,3071,0.0
Express intent to meet or negotiate,Demand easing of political dissent,0,3071,0.0
Express intent to meet or negotiate,Ease military blockade,12,3071,0.0039075219798111365
Express intent to meet or negotiate,Ease curfew,2,3071,0.0006512536633018561
Express intent to meet or negotiate,Threaten to reduce or stop aid,143,3071,0.04656463692608271
Express intent to meet or negotiate,Demand material aid,2,3071,0.0006512536633018561
Express intent to meet or negotiate,Express intent to allow international involvement (non-mediation),1,3071,0.00032562683165092806
Express intent to meet or negotiate,Threaten to halt international involvement (non-mediation),0,3071,0.0
Express intent to meet or negotiate,"Use chemical, biological, or radiological weapons",3,3071,0.0009768804949527841
Express intent to meet or negotiate,Reject request for humanitarian aid,24,3071,0.007815043959622273
Express intent to meet or negotiate,Reject request for rights,0,3071,0.0
Make an appeal or request,Express intent to engage in diplomatic cooperation (such as policy support),14615,2601,5.618992695117263
Express intent to cooperate,Express intent to engage in diplomatic cooperation (such as policy support),26239,999,26.265265265265267
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to cooperate,32761,976,33.56659836065574
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to provide material aid,442,976,0.45286885245901637
Sign formal agreement,Express intent to engage in diplomatic cooperation (such as policy support),12443,975,12.762051282051281
Express intent to engage in diplomatic cooperation (such as policy support),Sign formal agreement,18131,976,18.576844262295083
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to cooperate economically,1001,976,1.0256147540983607
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to provide humanitarian aid,473,976,0.48463114754098363
Express intent to engage in diplomatic cooperation (such as policy support),Halt negotiations,1148,976,1.1762295081967213
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to settle dispute,1596,976,1.6352459016393444
Express intent to engage in diplomatic cooperation (such as policy support),Give ultimatum,228,976,0.2336065573770492
Engage in diplomatic cooperation,Express intent to engage in diplomatic cooperation (such as policy support),18995,922,20.60195227765727
Express intent to engage in diplomatic cooperation (such as policy support),Engage in diplomatic cooperation,21429,976,21.95594262295082
Express intent to engage in diplomatic cooperation (such as policy support),"Reject plan, agreement to settle dispute",1030,976,1.055327868852459
Express intent to engage in diplomatic cooperation (such as policy support),Impose state of emergency or martial law,4,976,0.004098360655737705
Express intent to engage in diplomatic cooperation (such as policy support),Demonstrate military or police power,220,976,0.22540983606557377
Express intent to engage in diplomatic cooperation (such as policy support),Ease state of emergency or martial law,3,976,0.0030737704918032786
Express intent to engage in diplomatic cooperation (such as policy support),Threaten to impose curfew,0,976,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to de-escalate military engagement,90,976,0.09221311475409837
Express intent to engage in diplomatic cooperation (such as policy support),Cooperate economically,1337,976,1.3698770491803278
Express intent to engage in diplomatic cooperation (such as policy support),Receive deployment of peacekeepers,28,976,0.028688524590163935
Express intent to engage in diplomatic cooperation (such as policy support),"Declare truce, ceasefire",566,976,0.5799180327868853
Express intent to engage in diplomatic cooperation (such as policy support),"Impose embargo, boycott, or sanctions",315,976,0.32274590163934425
Express intent to engage in diplomatic cooperation (such as policy support),"Ease economic sanctions, boycott, embargo",75,976,0.07684426229508197
Express intent to engage in diplomatic cooperation (such as policy support),"Threaten with sanctions, boycott, embargo",40,976,0.040983606557377046
Express intent to engage in diplomatic cooperation (such as policy support),Grant diplomatic recognition,833,976,0.8534836065573771
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to change policy,17,976,0.017418032786885244
Express intent to engage in diplomatic cooperation (such as policy support),Appeal for rights,59,976,0.060450819672131145
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to yield,59,976,0.060450819672131145
Express intent to engage in diplomatic cooperation (such as policy support),Appeal for aid,114,976,0.1168032786885246
Express intent to engage in diplomatic cooperation (such as policy support),Demand economic cooperation,1,976,0.0010245901639344263
Express intent to engage in diplomatic cooperation (such as policy support),Accede to demands for change in policy,34,976,0.03483606557377049
Express intent to engage in diplomatic cooperation (such as policy support),"Express intent to ease economic sanctions, boycott, or embargo",6,976,0.006147540983606557
Express intent to engage in diplomatic cooperation (such as policy support),Reduce or stop economic assistance,300,976,0.3073770491803279
Express intent to engage in diplomatic cooperation (such as policy support),"Refuse to ease economic sanctions, boycott, or embargo",46,976,0.0471311475409836
Express intent to engage in diplomatic cooperation (such as policy support),Reject economic cooperation,44,976,0.045081967213114756
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to cooperate militarily,532,976,0.5450819672131147
Express intent to engage in diplomatic cooperation (such as policy support),Reject military cooperation,1,976,0.0010245901639344263
Express intent to engage in diplomatic cooperation (such as policy support),Veto,0,976,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Threaten to halt negotiations,9,976,0.009221311475409836
Express intent to engage in diplomatic cooperation (such as policy support),Accede to demands for rights,60,976,0.06147540983606557
Express intent to engage in diplomatic cooperation (such as policy support),Reduce or stop material aid,38,976,0.0389344262295082
Express intent to engage in diplomatic cooperation (such as policy support),Threaten to impose state of emergency or martial law,0,976,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Reject judicial cooperation,30,976,0.030737704918032786
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to cooperate on intelligence,51,976,0.05225409836065574
Express intent to engage in diplomatic cooperation (such as policy support),Reject request for military protection or peacekeeping,2,976,0.0020491803278688526
Express intent to engage in diplomatic cooperation (such as policy support),Appeal for military cooperation,14,976,0.014344262295081968
Express intent to engage in diplomatic cooperation (such as policy support),Reject mediation,6,976,0.006147540983606557
Express intent to engage in diplomatic cooperation (such as policy support),"Express intent to change institutions, regime",11,976,0.011270491803278689
Express intent to engage in diplomatic cooperation (such as policy support),Demand easing of political dissent,0,976,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Ease curfew,1,976,0.0010245901639344263
Express intent to engage in diplomatic cooperation (such as policy support),Ease ban on political parties or politicians,0,976,0.0
Express intent to engage in diplomatic cooperation (such as policy support),Threaten to reduce or stop aid,84,976,0.0860655737704918
Express intent to engage in diplomatic cooperation (such as policy support),Halt mediation,3,976,0.0030737704918032786
Express intent to engage in diplomatic cooperation (such as policy support),Express intent to allow international involvement (non-mediation),1,976,0.0010245901639344263
Express intent to engage in diplomatic cooperation (such as policy support),Threaten to halt international involvement (non-mediation),1,976,0.0010245901639344263
Express intent to engage in diplomatic cooperation (such as policy support),"Use chemical, biological, or radiological weapons",4,976,0.004098360655737705
Express intent to engage in diplomatic cooperation (such as policy support),Reject request for humanitarian aid,21,976,0.02151639344262295
Make an appeal or request,Reject,7471,2601,2.8723567858515957
Make an appeal or request,Express intent to cooperate,21726,2601,8.352941176470589
Make an appeal or request,Appeal for diplomatic cooperation (such as policy support),4902,2601,1.8846597462514418
Make an appeal or request,Halt negotiations,896,2601,0.344482891195694
Make an appeal or request,Express intent to settle dispute,1021,2601,0.39254133025759325
Make an appeal or request,Give ultimatum,1505,2601,0.5786236063052672
Make an appeal or request,Investigate,69478,2601,26.7120338331411
Make an appeal or request,Yield,1521,2601,0.5847750865051903
Make an appeal or request,Demand diplomatic cooperation (such as policy support),1266,2601,0.4867358708189158
Make an appeal or request,"Reject proposal to meet, discuss, or negotiate",1372,2601,0.5274894271434064
Make an appeal or request,Appeal for policy change,409,2601,0.1572472126105344
Make an appeal or request,Complain officially,622,2601,0.23913879277201078
Make an appeal or request,Demand material cooperation,103,2601,0.039600153787004995
Make an appeal or request,"Reject plan, agreement to settle dispute",765,2601,0.29411764705882354
Make an appeal or request,Appeal to others to settle dispute,87,2601,0.03344867358708189
Make an appeal or request,Appeal to others to meet or negotiate,747,2601,0.28719723183391005
Make an appeal or request,Appeal for release of persons or property,625,2601,0.24029219530949636
Make an appeal or request,Appeal for easing of political dissent,6,2601,0.002306805074971165
Make an appeal or request,Appeal for de-escalation of military engagement,484,2601,0.18608227604767397
Make an appeal or request,"Appeal for easing of economic sanctions, boycott, or embargo",3,2601,0.0011534025374855825
Make an appeal or request,Impose state of emergency or martial law,4,2601,0.0015378700499807767
Make an appeal or request,"Demand meeting, negotiation",135,2601,0.05190311418685121
Make an appeal or request,Demand intelligence cooperation,256,2601,0.09842368319876971
Make an appeal or request,Reject request for change in leadership,6,2601,0.002306805074971165
Make an appeal or request,Demonstrate military or police power,107,2601,0.041138023836985775
Make an appeal or request,Ease state of emergency or martial law,4,2601,0.0015378700499807767
Make an appeal or request,Express intent to ease administrative sanctions,400,2601,0.15378700499807765
Make an appeal or request,Threaten to impose curfew,0,2601,0.0
Make an appeal or request,Express intent to de-escalate military engagement,242,2601,0.09304113802383698
Make an appeal or request,"Defy norms, law",801,2601,0.3079584775086505
Make an appeal or request,Refuse to yield,193,2601,0.07420222991157248
Make an appeal or request,"Obstruct passage, block",38,2601,0.014609765474817378
Make an appeal or request,Appeal to engage in or accept mediation,1237,2601,0.4755863129565552
Make an appeal or request,Appeal for easing of administrative sanctions,262,2601,0.10073048827374087
Make an appeal or request,Express intent to provide military protection or peacekeeping,28,2601,0.010765090349865437
Make an appeal or request,Provide military protection or peacekeeping,209,2601,0.08035371011149559
Make an appeal or request,Receive deployment of peacekeepers,351,2601,0.13494809688581316
Make an appeal or request,"Declare truce, ceasefire",370,2601,0.14225297962322184
Make an appeal or request,"Impose embargo, boycott, or sanctions",567,2601,0.2179930795847751
Make an appeal or request,Appeal for target to allow international involvement (non-mediation),0,2601,0.0
Make an appeal or request,Express intent to mediate,153,2601,0.058823529411764705
Make an appeal or request,"Ease economic sanctions, boycott, embargo",40,2601,0.015378700499807767
Make an appeal or request,Threaten to reduce or break relations,48,2601,0.01845444059976932
Make an appeal or request,"Threaten with sanctions, boycott, embargo",99,2601,0.03806228373702422
Make an appeal or request,Appeal for military aid,1277,2601,0.49096501345636295
Make an appeal or request,Appeal for military protection or peacekeeping,18,2601,0.006920415224913495
Make an appeal or request,Appeal for rights,380,2601,0.14609765474817377
Make an appeal or request,Demand humanitarian aid,1,2601,0.00038446751249519417
Make an appeal or request,Express intent to yield,295,2601,0.11341791618608228
Make an appeal or request,Accede to requests or demands for political reform,1,2601,0.00038446751249519417
Make an appeal or request,Demand military aid,93,2601,0.03575547866205306
Make an appeal or request,"Appeal for change in institutions, regime",10,2601,0.0038446751249519417
Make an appeal or request,Demand policy change,5,2601,0.0019223375624759708
Make an appeal or request,Appeal for aid,2993,2601,1.1507112648981161
Make an appeal or request,Demand economic cooperation,2,2601,0.0007689350249903883
Make an appeal or request,Accede to demands for change in policy,24,2601,0.00922722029988466
Make an appeal or request,Appeal to yield,305,2601,0.11726259131103421
Make an appeal or request,Demand judicial cooperation,11,2601,0.004229142637447136
Make an appeal or request,Express intent to institute political reform,11,2601,0.004229142637447136
Make an appeal or request,"Express intent to ease economic sanctions, boycott, or embargo",4,2601,0.0015378700499807767
Make an appeal or request,Reduce or stop economic assistance,325,2601,0.1249519415609381
Make an appeal or request,"Refuse to ease economic sanctions, boycott, or embargo",34,2601,0.013071895424836602
Make an appeal or request,Receive inspectors,13,2601,0.004998077662437524
Make an appeal or request,Reject economic cooperation,28,2601,0.010765090349865437
Make an appeal or request,"Threaten with political dissent, protest",14,2601,0.005382545174932718
Make an appeal or request,Appeal for intelligence,5738,2601,2.206074586697424
Make an appeal or request,Demand release of persons or property,132,2601,0.05074971164936563
Make an appeal or request,Demand settling of dispute,17,2601,0.006535947712418301
Make an appeal or request,Confiscate property,11885,2601,4.569396386005383
Make an appeal or request,Express intent to cooperate militarily,278,2601,0.10688196847366398
Make an appeal or request,Reject military cooperation,0,2601,0.0
Make an appeal or request,Veto,19,2601,0.007304882737408689
Make an appeal or request,Threaten to halt negotiations,11,2601,0.004229142637447136
Make an appeal or request,Demand that target yields,317,2601,0.12187620146097655
Make an appeal or request,Accede to demands for rights,231,2601,0.08881199538638986
Make an appeal or request,"Return, release property",593,2601,0.22798923490965015
Make an appeal or request,Reduce or stop material aid,21,2601,0.008073817762399077
Make an appeal or request,Threaten to impose state of emergency or martial law,0,2601,0.0
Make an appeal or request,Appeal for humanitarian aid,209,2601,0.08035371011149559
Make an appeal or request,Reject judicial cooperation,23,2601,0.008842752787389465
Make an appeal or request,Threaten non-force,554,2601,0.21299500192233756
Make an appeal or request,Express intent to cooperate on intelligence,30,2601,0.011534025374855825
Make an appeal or request,Reduce or stop military assistance,7,2601,0.002691272587466359
Make an appeal or request,Reject request for military protection or peacekeeping,8,2601,0.0030757400999615533
Make an appeal or request,Appeal for military cooperation,2,2601,0.0007689350249903883
Make an appeal or request,Reject mediation,1,2601,0.00038446751249519417
Make an appeal or request,"Express intent to change institutions, regime",17,2601,0.006535947712418301
Make an appeal or request,Ease political dissent,93,2601,0.03575547866205306
Make an appeal or request,Demand easing of administrative sanctions,11,2601,0.004229142637447136
Make an appeal or request,Demobilize armed forces,3,2601,0.0011534025374855825
Make an appeal or request,Demand easing of political dissent,1,2601,0.00038446751249519417
Make an appeal or request,Ease military blockade,4,2601,0.0015378700499807767
Make an appeal or request,Ease curfew,0,2601,0.0
Make an appeal or request,Threaten to reduce or stop aid,50,2601,0.019223375624759707
Make an appeal or request,Demand material aid,1,2601,0.00038446751249519417
Make an appeal or request,Halt mediation,8,2601,0.0030757400999615533
Make an appeal or request,Engage in mass expulsion,0,2601,0.0
Make an appeal or request,Express intent to allow international involvement (non-mediation),1,2601,0.00038446751249519417
Make an appeal or request,Threaten to halt international involvement (non-mediation),0,2601,0.0
Make an appeal or request,"Reject request for change in institutions, regime",1,2601,0.00038446751249519417
Make an appeal or request,"Use chemical, biological, or radiological weapons",0,2601,0.0
Make an appeal or request,Reject request for humanitarian aid,11,2601,0.004229142637447136
Make an appeal or request,Reject request or demand for political reform,1,2601,0.00038446751249519417
Make an appeal or request,Investigate war crimes,1,2601,0.00038446751249519417
Make an appeal or request,Reject request for rights,0,2601,0.0
Make an appeal or request,Allow humanitarian access,0,2601,0.0
Reject,Deny responsibility,596,443,1.345372460496614
Reject,Halt negotiations,263,443,0.5936794582392777
Reject,Express intent to settle dispute,286,443,0.6455981941309256
Reject,Reject request for change in leadership,2,443,0.004514672686230248
Reject,Express intent to de-escalate military engagement,129,443,0.291196388261851
Reject,"Defy norms, law",434,443,0.9796839729119639
Reject,"Obstruct passage, block",2,443,0.004514672686230248
Reject,Express intent to provide military protection or peacekeeping,1,443,0.002257336343115124
Reject,"Declare truce, ceasefire",124,443,0.2799097065462754
Reject,Appeal for rights,9,443,0.020316027088036117
Reject,Appeal for aid,114,443,0.25733634311512416
Reject,Demand economic cooperation,0,443,0.0
Reject,Accede to demands for change in policy,7,443,0.01580135440180587
Reject,"Refuse to ease economic sanctions, boycott, or embargo",6,443,0.013544018058690745
Reject,Receive inspectors,8,443,0.01805869074492099
Reject,Reject economic cooperation,11,443,0.024830699774266364
Reject,Veto,177,443,0.39954853273137697
Reject,Threaten to halt negotiations,5,443,0.011286681715575621
Reject,Accede to demands for rights,25,443,0.056433408577878104
Reject,Reject judicial cooperation,3,443,0.006772009029345372
Reject,Reject request for military protection or peacekeeping,1,443,0.002257336343115124
Reject,Reject mediation,7,443,0.01580135440180587
Reject,"Express intent to change institutions, regime",2,443,0.004514672686230248
Reject,Forgive,0,443,0.0
Reject,Ease military blockade,0,443,0.0
Reject,Ease curfew,0,443,0.0
Reject,Halt mediation,1,443,0.002257336343115124
Reject,Express intent to allow international involvement (non-mediation),1,443,0.002257336343115124
Reject,"Reject request for change in institutions, regime",2,443,0.004514672686230248
Reject,"Use chemical, biological, or radiological weapons",0,443,0.0
Reject,Reject request for humanitarian aid,4,443,0.009029345372460496
Reject,Reject request or demand for political reform,0,443,0.0
Reject,Investigate war crimes,1,443,0.002257336343115124
Reject,Reject request for policy change,0,443,0.0
Reduce or break diplomatic relations,Reject judicial cooperation,0,97,0.0
Reduce or break diplomatic relations,Reject mediation,0,97,0.0
Reduce or break diplomatic relations,Reject request for humanitarian aid,1,97,0.010309278350515464
Engage in negotiation,Express intent to cooperate,29947,1151,26.01824500434405
Engage in negotiation,Sign formal agreement,14740,1151,12.806255430060817
Engage in negotiation,Meet at a 'third' location,3205,1151,2.784535186794092
Engage in negotiation,Halt negotiations,1168,1151,1.0147697654213728
Engage in negotiation,Express intent to settle dispute,1321,1151,1.1476976542137272
Engage in negotiation,Engage in diplomatic cooperation,15349,1151,13.335360556038228
Engage in negotiation,"Reject plan, agreement to settle dispute",1131,1151,0.9826238053866203
Engage in negotiation,Demonstrate military or police power,147,1151,0.12771503040834056
Engage in negotiation,Express intent to de-escalate military engagement,119,1151,0.10338835794960903
Engage in negotiation,"Declare truce, ceasefire",506,1151,0.43961772371850566
Engage in negotiation,"Impose embargo, boycott, or sanctions",925,1151,0.8036490008688097
Engage in negotiation,"Threaten with sanctions, boycott, embargo",100,1151,0.08688097306689835
Engage in negotiation,Demand economic cooperation,0,1151,0.0
Engage in negotiation,Reduce or stop economic assistance,253,1151,0.21980886185925283
Engage in negotiation,"Refuse to ease economic sanctions, boycott, or embargo",57,1151,0.04952215464813206
Engage in negotiation,Reject economic cooperation,26,1151,0.022589052997393572
Engage in negotiation,Express intent to cooperate militarily,503,1151,0.4370112945264987
Engage in negotiation,Reject military cooperation,0,1151,0.0
Engage in negotiation,Threaten to halt negotiations,12,1151,0.010425716768027803
Engage in negotiation,Reject judicial cooperation,33,1151,0.028670721112076455
Engage in negotiation,Express intent to cooperate on intelligence,51,1151,0.044309296264118156
Engage in negotiation,Appeal for military cooperation,1,1151,0.0008688097306689834
Engage in negotiation,Reject mediation,2,1151,0.0017376194613379669
Engage in negotiation,Threaten to reduce or stop aid,57,1151,0.04952215464813206
Engage in negotiation,Carry out roadside bombing,3,1151,0.0026064291920069507
Engage in negotiation,Express intent to allow international involvement (non-mediation),1,1151,0.0008688097306689834
Engage in negotiation,Threaten to halt international involvement (non-mediation),1,1151,0.0008688097306689834
Engage in negotiation,"Reject request for change in institutions, regime",0,1151,0.0
Engage in negotiation,"Use chemical, biological, or radiological weapons",5,1151,0.004344048653344918
Engage in negotiation,Reject request for humanitarian aid,9,1151,0.007819287576020852
Sign formal agreement,Express intent to cooperate,21144,975,21.686153846153847
Express intent to cooperate,Sign formal agreement,25418,999,25.443443443443442
Express intent to cooperate,Express intent to cooperate economically,1124,999,1.125125125125125
Host a visit,Express intent to cooperate,12929,2497,5.177813376051262
Express intent to cooperate,Halt negotiations,1796,999,1.7977977977977977
Express intent to cooperate,Express intent to settle dispute,2134,999,2.136136136136136
Engage in diplomatic cooperation,Express intent to cooperate,29066,922,31.524945770065077
Express intent to cooperate,Engage in diplomatic cooperation,27907,999,27.934934934934933
Express intent to cooperate,"Reject plan, agreement to settle dispute",1567,999,1.5685685685685686
Express intent to cooperate,Impose state of emergency or martial law,23,999,0.023023023023023025
Express intent to cooperate,Threaten to impose curfew,1,999,0.001001001001001001
Express intent to cooperate,Express intent to de-escalate military engagement,65,999,0.06506506506506507
Express intent to cooperate,"Obstruct passage, block",5,999,0.005005005005005005
Express intent to cooperate,Provide military protection or peacekeeping,19,999,0.01901901901901902
Express intent to cooperate,"Declare truce, ceasefire",857,999,0.8578578578578578
