,head,relation,tail,time
6298,China,Criticize or denounce,UN Security Council,2006-03-23
6299,China,Veto,UN Security Council,2008-07-13
6300,China,Veto,UN Security Council,2012-05-22
6301,China,Host a visit,UN Security Council,2011-08-24
6302,China,Praise or endorse,UN Security Council,2010-11-10
6303,China,Criticize or denounce,UN Security Council,2005-06-07
6304,China,Praise or endorse,UN Security Council,2014-09-08
6305,China,Engage in diplomatic cooperation,UN Security Council,2014-02-22
6306,China,Make an appeal or request,UN Security Council,2008-08-01
6307,China,Praise or endorse,UN Security Council,2013-05-22
6308,China,Reject,UN Security Council,2014-05-22
6309,China,Engage in diplomatic cooperation,UN Security Council,2012-04-18
6310,China,Reject,UN Security Council,2006-03-15
6311,China,Praise or endorse,UN Security Council,2005-09-20
6312,China,Veto,UN Security Council,2012-03-19
6313,China,Make optimistic comment,UN Security Council,2009-03-05
6314,China,Praise or endorse,UN Security Council,2014-09-26
6315,China,Praise or endorse,UN Security Council,2010-11-12
6316,China,Reject,UN Security Council,2006-03-13
6317,China,Praise or endorse,UN Security Council,2006-10-26
6318,China,Veto,UN Security Council,2012-02-04
6319,China,Praise or endorse,UN Security Council,2013-03-19
6320,China,Veto,UN Security Council,2012-07-12
6321,China,Praise or endorse,UN Security Council,2013-02-28
6322,China,Host a visit,Uhuru Muigai Kenyatta,2013-11-08
6323,China,Praise or endorse,Uhuru Muigai Kenyatta,2013-03-31
6324,China,Host a visit,Uhuru Muigai Kenyatta,2013-11-04
6325,China,Host a visit,Uhuru Muigai Kenyatta,2013-11-28
6326,China,Host a visit,Uhuru Muigai Kenyatta,2013-11-06
6327,China,Express intent to engage in diplomatic cooperation (such as policy support),United Arab Emirates,2010-06-09
6328,China,Consult,United Arab Emirates,2010-10-04
6329,China,Engage in negotiation,United Arab Emirates,2014-02-10
6330,China,Sign formal agreement,United Arab Emirates,2015-12-15
6331,China,Express intent to cooperate,Vietnam,2007-08-30
6332,China,Engage in negotiation,Vietnam,2007-07-28
6333,China,Express intent to cooperate,Vietnam,2008-06-23
6334,China,Consult,Vietnam,2012-02-29
6335,China,Sign formal agreement,Vietnam,2015-11-06
6336,China,Consult,Vietnam,2011-06-14
6337,China,Criticize or denounce,Vietnam,2009-05-12
6338,China,Accuse,Vietnam,2014-06-05
6339,China,Deny responsibility,Vietnam,2014-12-07
6340,China,fight with artillery and tanks,Vietnam,2015-06-06
6341,China,Express intent to cooperate,Vietnam,2005-11-03
6342,China,Express intent to cooperate,Vietnam,2006-03-23
6343,China,Engage in diplomatic cooperation,Vietnam,2007-04-09
6344,China,Engage in diplomatic cooperation,Vietnam,2006-03-21
6345,China,Engage in diplomatic cooperation,Vietnam,2009-04-20
6346,China,Express intent to cooperate,Vietnam,2008-10-25
6347,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2011-04-19
6348,China,Make a visit,Vietnam,2015-04-09
6349,China,Express intent to settle dispute,Vietnam,2011-06-07
6350,China,Praise or endorse,Vietnam,2005-09-23
6351,China,Express intent to cooperate,Vietnam,2008-04-24
6352,China,Express intent to cooperate,Vietnam,2006-11-17
6353,China,Express intent to cooperate,Vietnam,2011-10-12
6354,China,Engage in diplomatic cooperation,Vietnam,2006-02-13
6355,China,Engage in diplomatic cooperation,Vietnam,2015-07-17
6356,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2010-07-02
6357,China,Demonstrate military or police power,Vietnam,2013-07-26
6358,China,Engage in diplomatic cooperation,Vietnam,2006-06-27
6359,China,Host a visit,Vietnam,2005-07-26
6360,China,Make a visit,Vietnam,2007-07-06
6361,China,Engage in negotiation,Vietnam,2011-10-11
6362,China,Threaten,Vietnam,2011-06-14
6363,China,Make a visit,Vietnam,2006-11-01
6364,China,Engage in diplomatic cooperation,Vietnam,2007-08-28
6365,China,Engage in diplomatic cooperation,Vietnam,2006-03-20
6366,China,Express intent to cooperate,Vietnam,2007-12-11
6367,China,Express intent to cooperate economically,Vietnam,2005-11-01
6368,China,Mobilize or increase police power,Vietnam,2010-07-23
6369,China,Praise or endorse,Vietnam,2015-11-06
6370,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2014-06-18
6371,China,Engage in diplomatic cooperation,Vietnam,2012-05-07
6372,China,Accuse,Vietnam,2014-05-15
6373,China,Accuse,Vietnam,2014-06-12
6374,China,Engage in diplomatic cooperation,Vietnam,2006-08-28
6375,China,Express intent to cooperate,Vietnam,2008-06-01
6376,China,Make statement,Vietnam,2014-06-24
6377,China,Express intent to cooperate economically,Vietnam,2008-09-10
6378,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2014-12-26
6379,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2007-12-21
6380,China,Make statement,Vietnam,2009-09-30
6381,China,Make statement,Vietnam,2010-09-05
6382,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2009-07-13
6383,China,Express intent to cooperate,Vietnam,2008-06-02
6384,China,Express intent to cooperate,Vietnam,2009-04-24
6385,China,Engage in diplomatic cooperation,Vietnam,2005-09-06
6386,China,Make an appeal or request,Vietnam,2012-12-07
6387,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2015-11-06
6388,China,Express intent to meet or negotiate,Vietnam,2014-06-17
6389,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2012-02-12
6390,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2009-03-20
6391,China,Host a visit,Vietnam,2009-10-15
6392,China,Express intent to cooperate,Vietnam,2007-10-30
6393,China,Consult,Vietnam,2007-11-02
6394,China,Criticize or denounce,Vietnam,2011-06-10
6395,China,Engage in diplomatic cooperation,Vietnam,2007-05-14
6396,China,Use conventional military force,Vietnam,2014-05-10
6397,China,Accuse,Vietnam,2014-06-10
6398,China,Engage in diplomatic cooperation,Vietnam,2009-10-21
6399,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2006-03-21
6400,China,Engage in diplomatic cooperation,Vietnam,2010-01-18
6401,China,Engage in diplomatic cooperation,Vietnam,2015-05-20
6402,China,Engage in diplomatic cooperation,Vietnam,2010-09-14
6403,China,Cooperate economically,Vietnam,2007-05-21
6404,China,Host a visit,Vietnam,2010-12-04
6405,China,Express intent to cooperate,Vietnam,2008-06-24
6406,China,Engage in diplomatic cooperation,Vietnam,2008-11-24
6407,China,Make statement,Vietnam,2007-02-09
6408,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2015-05-11
6409,China,Criticize or denounce,Vietnam,2007-12-11
6410,China,Engage in diplomatic cooperation,Vietnam,2006-08-26
6411,China,Make optimistic comment,Vietnam,2014-08-25
6412,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2005-07-08
6413,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2007-04-18
6414,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2008-12-05
6415,China,Make an appeal or request,Vietnam,2014-05-17
6416,China,Provide humanitarian aid,Vietnam,2014-05-20
6417,China,Make optimistic comment,Vietnam,2014-02-02
6418,China,Express intent to settle dispute,Vietnam,2015-03-11
6419,China,Engage in diplomatic cooperation,Vietnam,2009-09-30
6420,China,Express intent to cooperate,Vietnam,2013-06-23
6421,China,Engage in diplomatic cooperation,Vietnam,2010-10-12
6422,China,Engage in diplomatic cooperation,Vietnam,2008-05-31
6423,China,Praise or endorse,Vietnam,2007-10-23
6424,China,Express intent to cooperate,Vietnam,2005-12-28
6425,China,Sign formal agreement,Vietnam,2006-11-20
6426,China,Criticize or denounce,Vietnam,2015-03-11
6427,China,Halt mediation,Vietnam,2014-12-08
6428,China,Make optimistic comment,Vietnam,2006-11-20
6429,China,Cooperate economically,Vietnam,2009-10-19
6430,China,Express intent to cooperate,Vietnam,2010-07-01
6431,China,Engage in diplomatic cooperation,Vietnam,2006-05-19
6432,China,Praise or endorse,Vietnam,2006-08-24
6433,China,Make statement,Vietnam,2014-05-08
6434,China,Criticize or denounce,Vietnam,2008-07-22
6435,China,Express intent to cooperate,Vietnam,2011-09-08
6436,China,Make pessimistic comment,Vietnam,2009-04-06
6437,China,Express intent to cooperate,Vietnam,2007-12-03
6438,China,Express intent to cooperate,Vietnam,2005-07-18
6439,China,Express intent to cooperate economically,Vietnam,2007-11-19
6440,China,Make a visit,Vietnam,2015-03-05
6441,China,Sign formal agreement,Vietnam,2005-12-07
6442,China,Accuse,Vietnam,2014-05-28
6443,China,Make a visit,Vietnam,2010-05-18
6444,China,Engage in diplomatic cooperation,Vietnam,2009-10-08
6445,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2006-12-18
6446,China,Engage in negotiation,Vietnam,2009-07-18
6447,China,Express intent to engage in diplomatic cooperation (such as policy support),Vietnam,2008-10-29
6448,China,Make an appeal or request,Vietnam,2014-07-04
6449,China,"Arrest, detain, or charge with legal action",Villager (China),2008-08-27
6450,China,"Arrest, detain, or charge with legal action",Villager (China),2009-12-23
6451,China,Host a visit,Vincent C. Siew,2005-04-22
6452,China,Host a visit,Vincent C. Siew,2014-11-14
6453,China,Make an appeal or request,Vincent C. Siew,2008-04-27
6454,China,Express intent to meet or negotiate,Wang Yi,2015-02-13
6455,China,Make statement,Wang Yi,2013-12-20
6456,China,Host a visit,Wen Jiabao,2008-05-12
6457,China,Consult,Wen Jiabao,2005-11-02
6458,China,Host a visit,Wen Jiabao,2012-09-11
6459,China,Host a visit,Wen Jiabao,2007-07-16
6460,China,Host a visit,Wen Jiabao,2008-09-22
6461,China,Host a visit,Wen Jiabao,2009-06-15
6462,China,Host a visit,Wen Jiabao,2009-05-08
6463,China,Receive inspectors,Wen Jiabao,2005-11-26
6464,China,Host a visit,Wen Jiabao,2008-03-08
6465,China,Meet at a 'third' location,Wen Jiabao,2006-05-22
6466,China,Host a visit,Wen Jiabao,2005-07-03
6467,China,Host a visit,Wen Jiabao,2009-08-25
6468,China,Consult,Wen Jiabao,2011-08-19
6469,China,Consult,Wen Jiabao,2008-02-21
6470,China,Host a visit,Wen Jiabao,2011-09-17
6471,China,Engage in negotiation,Wen Jiabao,2005-03-31
6472,China,Host a visit,Wen Jiabao,2005-05-27
6473,China,Make an appeal or request,Wen Jiabao,2005-04-09
6474,China,Consult,Wen Jiabao,2005-04-07
6475,China,Express intent to meet or negotiate,Wen Jiabao,2005-04-14
6476,China,Consult,Wen Jiabao,2006-12-16
6477,China,Consult,Wen Jiabao,2008-10-30
6478,China,Host a visit,Wen Jiabao,2012-10-07
6479,China,Criticize or denounce,Women (China),2009-12-06
6480,China,"Arrest, detain, or charge with legal action",Women (China),2015-03-14
6481,China,Sexually assault,Women (China),2010-02-02
6482,China,"Arrest, detain, or charge with legal action",Women (China),2013-12-24
6483,China,Coerce,Women (China),2013-12-16
6484,China,"Arrest, detain, or charge with legal action",Women (China),2009-11-13
6485,China,"Arrest, detain, or charge with legal action",Women (China),2015-09-15
6486,China,"Arrest, detain, or charge with legal action",Women (China),2012-12-01
6487,China,"Arrest, detain, or charge with legal action",Women (China),2014-10-20
6488,China,"Arrest, detain, or charge with legal action",Women (China),2014-01-21
6489,China,"Arrest, detain, or charge with legal action",Women (China),2009-02-12
6490,China,"Arrest, detain, or charge with legal action",Women (China),2010-06-09
6491,China,Host a visit,Xi Jinping,2014-09-18
6492,China,Host a visit,Xi Jinping,2015-05-23
6493,China,Host a visit,Xi Jinping,2012-04-02
6494,China,Host a visit,Xi Jinping,2015-12-12
6495,China,Meet at a 'third' location,Xi Jinping,2015-10-20
6496,China,Host a visit,Xi Jinping,2014-05-03
6497,China,Express intent to meet or negotiate,Xi Jinping,2014-11-02
6498,China,Make optimistic comment,Xi Jinping,2012-02-08
6499,China,Host a visit,Xi Jinping,2014-05-23
6500,China,Make statement,Xi Jinping,2012-12-07
6501,China,Consult,Xi Jinping,2014-12-25
6502,China,Host a visit,Xi Jinping,2013-06-11
6503,China,Host a visit,Xi Jinping,2015-02-17
6504,China,Make statement,Xi Jinping,2013-09-06
6505,China,Host a visit,Xi Jinping,2013-04-03
6506,China,Engage in negotiation,Xi Jinping,2015-07-27
6507,China,Host a visit,Xi Jinping,2013-05-15
6508,China,Host a visit,Xi Jinping,2014-03-28
6509,China,Host a visit,Xi Jinping,2013-02-04
6510,China,Host a visit,Xi Jinping,2014-05-18
6511,China,Host a visit,Xi Jinping,2014-05-17
6512,China,Host a visit,Yasuo Fukuda,2007-10-02
6513,China,Host a visit,Yasuo Fukuda,2008-03-12
6514,China,Host a visit,Yasuo Fukuda,2007-12-21
6515,China,Host a visit,Yasuo Fukuda,2008-01-27
6516,China,Make optimistic comment,Yasuo Fukuda,2007-12-27
6517,China,Host a visit,Yasuo Fukuda,2007-12-17
6518,China,Express intent to cooperate,Yasuo Fukuda,2008-08-08
6519,China,Consult,Yemen,2009-03-01
6520,China,Praise or endorse,Yemen,2010-05-07
6521,China,Express intent to meet or negotiate,Yemen,2008-05-02
6522,China,Express intent to meet or negotiate,Yemen,2008-09-08
6523,China,Reduce relations,Yemen,2015-04-06
6524,China,Engage in negotiation,Yemen,2010-10-26
6525,China,Engage in diplomatic cooperation,Yemen,2014-03-20
6526,China,Make optimistic comment,Yemen,2015-03-23
6527,China,Express intent to engage in diplomatic cooperation (such as policy support),Yemen,2008-06-24
6528,China,Consult,Yemen,2005-11-22
6529,China,Consult,Yemen,2005-12-14
6530,China,Express intent to engage in diplomatic cooperation (such as policy support),Yemen,2014-08-13
6531,China,Sign formal agreement,Yemen,2009-02-28
6532,China,Consult,Yemen,2009-12-22
6533,China,Consult,Yemen,2009-04-19
6534,China,Engage in diplomatic cooperation,Yemen,2010-12-14
6535,China,Praise or endorse,Yemen,2011-11-24
6536,China,Host a visit,Yoshihiko Noda,2012-05-12
6537,China,Criticize or denounce,Yoshihiko Noda,2012-07-28
6538,China,Demand,Yoshihiko Noda,2011-08-30
6539,China,Consult,Yoshihiko Noda,2011-12-26
6540,China,Demand,Yoshihiko Noda,2011-08-29
6541,China,Host a visit,Yu Zhengsheng,2013-06-29
6542,China,Host a visit,Yu Zhengsheng,2015-09-27
6543,Chishimba Kambwili,Threaten,Citizen (Zambia),2011-12-07
6544,Chishimba Kambwili,Accuse,Citizen (Zambia),2015-07-08
6545,Chiz Escudero,Demand,Police (Philippines),2012-08-30
6546,Chiz Escudero,Make statement,Police (Philippines),2006-04-18
6547,Chongwadai,Make statement,Lee Myung Bak,2009-04-23
6548,Chongwadai,Host a visit,Lee Myung Bak,2008-07-04
6549,Chongwadai,Make statement,Lee Myung Bak,2010-01-05
6550,Chongwadai,Make statement,Lee Myung Bak,2010-05-31
6551,Chongwadai,Make statement,Roh Moo Hyun,2005-01-28
6552,Chongwadai,Make statement,Roh Moo Hyun,2007-06-04
6553,Chongwadai,Make statement,Roh Moo Hyun,2007-02-23
6554,Chongwadai,Make statement,Roh Moo Hyun,2006-09-18
6555,Chongwadai,Make statement,Roh Moo Hyun,2007-11-27
6556,Chongwadai,Make statement,Roh Moo Hyun,2006-05-08
6557,Chongwadai,Make statement,Roh Moo Hyun,2007-04-10
6558,Chongwadai,Consult,Roh Moo Hyun,2005-07-29
6559,Chongwadai,Make statement,Roh Moo Hyun,2007-09-30
6560,Chongwadai,Make statement,Roh Moo Hyun,2005-07-04
6561,Chongwadai,Make empathetic comment,Roh Moo Hyun,2009-05-23
6562,Chongwadai,Make statement,South Korea,2009-05-31
6563,Chongwadai,Make statement,South Korea,2010-12-21
6564,Chongwadai,Make statement,South Korea,2006-06-23
6565,Chongwadai,Make statement,South Korea,2005-03-16
6566,Chongwadai,Make statement,South Korea,2006-10-09
6567,Chris Bowen,Investigate,Citizen (Australia),2012-06-05
6568,Chris Bowen,Express intent to cooperate,Citizen (Australia),2010-10-23
6569,Chris Huhne,Make an appeal or request,Citizen (United Kingdom),2013-02-24
6570,Chris Huhne,Criticize or denounce,Citizen (United Kingdom),2011-05-04
6571,Chris Huhne,Criticize or denounce,Citizen (United Kingdom),2011-10-26
6572,Chris Huhne,Make an appeal or request,Citizen (United Kingdom),2012-02-04
6573,Christian (Indonesia),Use conventional military force,Muslim (Indonesia),2006-08-09
6574,Christian (Indonesia),Use conventional military force,Muslim (Indonesia),2006-02-09
6575,Christian (Indonesia),Use conventional military force,Muslim (Indonesia),2005-05-31
6576,Christian (Indonesia),Consult,Muslim (Indonesia),2005-05-30
6577,Christine Lagarde,Criticize or denounce,China,2012-10-16
6578,Christine Lagarde,Make statement,China,2012-10-12
6579,Christine Lagarde,Make statement,China,2015-03-22
6580,Christine Lagarde,Make statement,China,2011-11-10
6581,Christine Lagarde,Make statement,France,2005-12-15
6582,Christine Lagarde,Make statement,France,2008-06-05
6583,Christine Lagarde,Make statement,France,2008-12-09
6584,Christine Lagarde,Make statement,France,2009-09-27
6585,Christine Lagarde,Make statement,France,2008-12-05
6586,Christine Lagarde,Make statement,France,2007-12-12
6587,Christine Lagarde,Make statement,France,2008-06-30
6588,Christine Lagarde,Make statement,France,2010-11-12
6589,Christine Lagarde,Make statement,France,2010-03-16
6590,Christine Lagarde,Make statement,Government (France),2007-12-04
6591,Christine Lagarde,Make statement,Government (France),2007-07-02
6592,Christine Lagarde,Make statement,Government (France),2008-06-02
6593,Christine Lagarde,Make statement,Government (France),2011-05-13
6594,Christine Lagarde,Make statement,Government (France),2008-01-09
6595,Christine Lagarde,Make statement,Government (France),2007-11-06
6596,Christine Lagarde,Make statement,Government (France),2011-04-11
6597,Christine Lagarde,Make statement,International Monetary Fund,2011-05-25
6598,Christine Lagarde,Make statement,International Monetary Fund,2011-10-21
6599,Christine Lagarde,Make statement,International Monetary Fund,2014-03-03
6600,Chuck Hagel,Discuss by telephone,Abdel Fattah Al-Sisi,2013-10-13
6601,Chuck Hagel,Praise or endorse,Abdel Fattah Al-Sisi,2013-09-06
6602,Chuck Hagel,Engage in negotiation,Abdel Fattah Al-Sisi,2013-04-24
6603,Chuck Hagel,Express intent to meet or negotiate,Abdel Fattah Al-Sisi,2013-04-25
6604,Chuck Hagel,Consult,Abdel Fattah Al-Sisi,2013-09-09
6605,Chuck Hagel,Consult,Abdel Fattah Al-Sisi,2013-09-17
6606,Chuck Hagel,Express intent to meet or negotiate,China,2014-03-27
6607,Chuck Hagel,Make statement,China,2008-10-13
6608,Chuck Hagel,Make statement,China,2005-10-13
6609,Chuck Hagel,Make a visit,China,2014-04-06
6610,Chuck Hagel,Make a visit,China,2014-04-10
6611,Chuck Hagel,Praise or endorse,Irakli Alasania,2014-05-08
6612,Chuck Hagel,Praise or endorse,Irakli Alasania,2014-05-07
6613,Chuck Hagel,Praise or endorse,Iraq,2012-12-17
6614,Chuck Hagel,Express intent to meet or negotiate,Iraq,2007-04-12
6615,Chuck Hagel,Consult,Ismaïl Omar Guelleh,2014-05-09
6616,Chuck Hagel,Praise or endorse,Ismaïl Omar Guelleh,2014-05-09
6617,Chuck Hagel,Praise or endorse,Japan,2014-05-31
6618,Chuck Hagel,Praise or endorse,Japan,2013-12-28
6619,Chuck Hagel,Praise or endorse,Japan,2013-12-27
6620,Chuck Hagel,Make statement,Japan,2014-06-01
6621,Chuck Hagel,Praise or endorse,Japan,2014-04-05
6622,Chuck Hagel,Make a visit,Middle East,2013-04-24
6623,Chuck Hagel,Make a visit,Middle East,2013-12-21
6624,Chuck Hagel,Make a visit,Middle East,2013-04-22
6625,Chuck Hagel,Make statement,Sergey Kuzhugetovich Shoygu,2013-12-17
6626,Chuck Hagel,Consult,Sergey Kuzhugetovich Shoygu,2013-12-17
6627,Chuck Hagel,Consult,Sergey Kuzhugetovich Shoygu,2013-03-26
6628,Chuck Hagel,Consult,Sergey Kuzhugetovich Shoygu,2014-04-29
6629,Chuck Hagel,Consult,Wang Yi,2014-10-02
6630,Chuck Hagel,Consult,Wang Yi,2014-10-01
6631,Chung Dong-young,Criticize or denounce,Japan,2005-03-17
6632,Chung Dong-young,Make statement,Japan,2005-01-30
6633,Chung Dong-young,Make statement,Lee Myung Bak,2007-10-18
6634,Chung Dong-young,Investigate,Lee Myung Bak,2006-03-21
6635,Chung Dong-young,Make optimistic comment,Lee Myung Bak,2007-12-19
6636,Chung Dong-young,Make an appeal or request,Roh Moo Hyun,2006-03-14
6637,Chung Dong-young,Consult,Roh Moo Hyun,2005-06-17
6638,Chung Dong-young,Make statement,South Korea,2005-09-20
6639,Chung Dong-young,Make statement,South Korea,2005-02-16
6640,Chung Sye Kyun,Make statement,Democratic Party,2009-02-26
6641,Chung Sye Kyun,Consult,Democratic Party,2010-11-03
6642,Chung Sye Kyun,Make an appeal or request,Lee Myung Bak,2009-02-03
6643,Chung Sye Kyun,Accuse,Lee Myung Bak,2008-11-28
6644,Citizen (Africa),Express intent to meet or negotiate,South Africa,2010-05-09
6645,Citizen (Africa),Express intent to meet or negotiate,South Africa,2014-05-06
6646,Citizen (Africa),Refuse to release persons or property,South Africa,2012-06-06
6647,Citizen (Australia),Accuse,Agence France-Presse,2005-10-13
6648,Citizen (Australia),Make pessimistic comment,Agence France-Presse,2009-01-17
6649,Citizen (Australia),Appeal to others to meet or negotiate,Businessperson (Australia),2012-12-17
6650,Citizen (Australia),Physically assault,Businessperson (Australia),2015-03-17
6651,Citizen (Australia),Demonstrate or rally,Cabinet / Council of Ministers / Advisors (Australia),2008-10-23
6652,Citizen (Australia),Make an appeal or request,Cabinet / Council of Ministers / Advisors (Australia),2006-12-21
6653,Citizen (Australia),Reject,Cabinet / Council of Ministers / Advisors (Australia),2007-07-30
6654,Citizen (Australia),Make an appeal or request,Campbell Newman,2012-03-15
6655,Citizen (Australia),Accuse,Campbell Newman,2014-02-06
6656,Citizen (Australia),Criticize or denounce,Campbell Newman,2012-09-17
6657,Citizen (Australia),Criticize or denounce,Campbell Newman,2007-03-12
6658,Citizen (Australia),Demand,Citizen (International),2009-12-12
6659,Citizen (Australia),Demand,Citizen (International),2014-09-06
6660,Citizen (Australia),Use unconventional violence,Citizen (United Kingdom),2014-05-22
6661,Citizen (Australia),Deny responsibility,Citizen (United Kingdom),2012-06-19
6662,Citizen (Australia),Make an appeal or request,Citizen (United Kingdom),2005-10-19
6663,Citizen (Australia),Accuse,City Mayor (Australia),2006-06-21
6664,Citizen (Australia),Appeal for intelligence,City Mayor (Australia),2010-03-04
6665,Citizen (Australia),Criticize or denounce,City Mayor (Australia),2012-04-17
6666,Citizen (Australia),Express intent to meet or negotiate,City Mayor (Australia),2011-07-27
6667,Citizen (Australia),Express intent to cooperate,City Mayor (Australia),2008-12-12
6668,Citizen (Australia),Accuse,City Mayor (Australia),2007-01-26
6669,Citizen (Australia),Accuse,City Mayor (Australia),2008-07-17
6670,Citizen (Australia),Make an appeal or request,City Mayor (Australia),2011-03-22
6671,Citizen (Australia),Criticize or denounce,City Mayor (Australia),2015-09-08
6672,Citizen (Australia),Ease administrative sanctions,City Mayor (Australia),2010-01-23
6673,Citizen (Australia),Reduce relations,City Mayor (Australia),2010-11-15
6674,Citizen (Australia),Express intent to cooperate,City Mayor (Australia),2015-02-23
6675,Citizen (Australia),Deny responsibility,City Mayor (Australia),2014-03-21
6676,Citizen (Australia),Make an appeal or request,Criminal (Australia),2008-11-06
6677,Citizen (Australia),Sexually assault,Criminal (Australia),2006-01-30
6678,Citizen (Australia),Reject,Criminal (Australia),2009-07-07
6679,Citizen (Australia),Make an appeal or request,Criminal (Australia),2009-01-21
6680,Citizen (Australia),Demand,Criminal (Australia),2008-07-07
6681,Citizen (Australia),Criticize or denounce,Criminal (Australia),2008-05-09
6682,Citizen (Australia),Use unconventional violence,Criminal (Australia),2015-11-17
6683,Citizen (Australia),Sexually assault,Criminal (Australia),2015-06-09
6684,Citizen (Australia),Demand,Criminal (Australia),2008-10-22
6685,Citizen (Australia),Demonstrate or rally,Criminal (Australia),2008-07-04
6686,Citizen (Australia),Criticize or denounce,Criminal (Australia),2015-12-10
6687,Citizen (Australia),Physically assault,Criminal (Australia),2008-08-21
6688,Citizen (Australia),Express intent to cooperate,Criminal (Australia),2012-10-16
6689,Citizen (Australia),Criticize or denounce,Criminal (Australia),2008-07-17
6690,Citizen (Australia),Use unconventional violence,Criminal (Australia),2012-02-24
6691,Citizen (Australia),Use unconventional violence,Criminal (Australia),2015-11-15
6692,Citizen (Australia),Threaten with military force,Criminal (Australia),2005-02-03
6693,Citizen (Australia),Demonstrate or rally,Foreign Affairs (Israel),2012-11-18
6694,Citizen (Australia),Use unconventional violence,Foreign Affairs (Israel),2006-08-21
6695,Citizen (Australia),Make optimistic comment,Japan,2006-03-12
6696,Citizen (Australia),Employ aerial weapons,Japan,2005-10-23
6697,Citizen (Australia),Make an appeal or request,Julia Gillard,2013-07-05
6698,Citizen (Australia),"Defy norms, law",Julia Gillard,2013-03-21
6699,Citizen (Australia),Accuse,Julia Gillard,2010-06-25
6700,Citizen (Australia),Accuse,Julia Gillard,2014-09-09
6701,Citizen (Australia),Criticize or denounce,Julia Gillard,2010-08-12
6702,Citizen (Australia),Consult,Julia Gillard,2010-07-21
6703,Citizen (Australia),Reject,Julia Gillard,2007-01-03
6704,Citizen (Australia),Express intent to engage in diplomatic cooperation (such as policy support),Julia Gillard,2010-09-07
6705,Citizen (Australia),Demand,Julia Gillard,2012-02-22
6706,Citizen (Australia),Express intent to engage in diplomatic cooperation (such as policy support),Julia Gillard,2006-12-04
6707,Citizen (Australia),Make an appeal or request,Julia Gillard,2013-03-21
6708,Citizen (Australia),Make an appeal or request,Julia Gillard,2012-09-03
6709,Citizen (Australia),Criticize or denounce,Julia Gillard,2013-04-29
6710,Citizen (Australia),Make an appeal or request,Julia Gillard,2012-05-23
6711,Citizen (Australia),Demand,Julia Gillard,2011-02-04
6712,Citizen (Australia),Make an appeal or request,Julia Gillard,2011-01-31
6713,Citizen (Australia),Use unconventional violence,Julia Gillard,2012-11-30
6714,Citizen (Australia),Reduce relations,Julia Gillard,2010-09-07
6715,Citizen (Australia),Make an appeal or request,Julia Gillard,2011-07-19
6716,Citizen (Australia),Express intent to engage in diplomatic cooperation (such as policy support),Julia Gillard,2005-01-21
6717,Citizen (Australia),Demand,Julia Gillard,2011-10-02
6718,Citizen (Australia),Criticize or denounce,Julia Gillard,2011-04-13
6719,Citizen (Australia),Make pessimistic comment,Julia Gillard,2013-06-13
6720,Citizen (Australia),Criticize or denounce,Julia Gillard,2007-05-02
6721,Citizen (Australia),Express intent to meet or negotiate,Julie Bishop,2015-09-08
6722,Citizen (Australia),Express intent to meet or negotiate,Julie Bishop,2006-03-03
6723,Citizen (Australia),Make an appeal or request,Lawyer/Attorney (Australia),2007-04-20
6724,Citizen (Australia),Reject,Lawyer/Attorney (Australia),2006-11-06
6725,Citizen (Australia),Appeal for release of persons or property,Lawyer/Attorney (Australia),2013-03-22
6726,Citizen (Australia),Acknowledge or claim responsibility,Lawyer/Attorney (Australia),2009-02-04
6727,Citizen (Australia),Make optimistic comment,Lawyer/Attorney (Australia),2005-11-17
6728,Citizen (Australia),Make an appeal or request,Lawyer/Attorney (Australia),2013-12-02
6729,Citizen (Australia),Reject,Lawyer/Attorney (Australia),2010-01-19
6730,Citizen (Australia),Make an appeal or request,Lawyer/Attorney (Australia),2008-08-29
6731,Citizen (Australia),Appeal for intelligence,Lawyer/Attorney (Australia),2005-03-16
6732,Citizen (Australia),Express intent to meet or negotiate,Lawyer/Attorney (Australia),2008-12-30
6733,Citizen (Australia),Acknowledge or claim responsibility,Lawyer/Attorney (Australia),2007-12-03
6734,Citizen (Australia),Express intent to engage in diplomatic cooperation (such as policy support),Lawyer/Attorney (Australia),2007-04-07
6735,Citizen (Australia),Express accord,Lawyer/Attorney (Australia),2007-10-04
6736,Citizen (Australia),Rally opposition against,Lawyer/Attorney (Australia),2014-10-23
6737,Citizen (Australia),Make an appeal or request,Lawyer/Attorney (Australia),2007-02-26
