relation test,relation train,#implication,#rel_test,percentage
Consult,Appeal for aid,323,4925,0.06558375634517767
Consult,Violate ceasefire,0,4925,0.0
Consult,Impose curfew,4,4925,0.0008121827411167512
Consult,Expel or withdraw,0,4925,0.0
Consult,Express intent to change policy,70,4925,0.014213197969543147
Consult,"Refuse to ease economic sanctions, boycott, or embargo",99,4925,0.020101522842639594
Consult,Reject request for change in leadership,1,4925,0.0002030456852791878
Consult,Reduce or stop military assistance,37,4925,0.007512690355329949
Consult,Express intent to change leadership,2,4925,0.0004060913705583756
Consult,Express intent to cooperate on intelligence,546,4925,0.11086294416243654
Consult,Demand material aid,7,4925,0.0014213197969543147
Consult,"Threaten with political dissent, protest",28,4925,0.005685279187817259
Consult,Demand humanitarian aid,0,4925,0.0
Consult,Demobilize armed forces,3,4925,0.0006091370558375635
Consult,Demand settling of dispute,116,4925,0.023553299492385788
Consult,Reject request for military protection or peacekeeping,4,4925,0.0008121827411167512
Consult,"Express intent to ease economic sanctions, boycott, or embargo",24,4925,0.004873096446700508
Consult,"Appeal for change in institutions, regime",31,4925,0.006294416243654823
Consult,Reject economic cooperation,72,4925,0.014619289340101522
Consult,Appeal for military cooperation,3,4925,0.0006091370558375635
Consult,Accede to requests or demands for political reform,9,4925,0.0018274111675126903
Consult,Reject material cooperation,1,4925,0.0002030456852791878
Consult,Conduct strike or boycott for leadership change,0,4925,0.0
Consult,Demand policy change,10,4925,0.0020304568527918783
Consult,Ease state of emergency or martial law,0,4925,0.0
Consult,Receive inspectors,35,4925,0.007106598984771574
Consult,"Express intent to change institutions, regime",15,4925,0.003045685279187817
Consult,"Accede to demands for change in institutions, regime",0,4925,0.0
Consult,Reject military cooperation,1,4925,0.0002030456852791878
Consult,Reject mediation,22,4925,0.004467005076142132
Consult,Appeal for target to allow international involvement (non-mediation),3,4925,0.0006091370558375635
Consult,Threaten to impose curfew,1,4925,0.0002030456852791878
Consult,Demand rights,2,4925,0.0004060913705583756
Consult,Demand economic cooperation,2,4925,0.0004060913705583756
Consult,Threaten to halt negotiations,12,4925,0.002436548223350254
Consult,Demand military aid,6,4925,0.001218274111675127
Consult,Reject request for humanitarian aid,78,4925,0.01583756345177665
Consult,Demand easing of political dissent,0,4925,0.0
Consult,"Reject request for change in institutions, regime",0,4925,0.0
Consult,Ease curfew,0,4925,0.0
Consult,Reject request for economic aid,1,4925,0.0002030456852791878
Consult,Threaten to halt international involvement (non-mediation),1,4925,0.0002030456852791878
Consult,Reject request or demand for political reform,0,4925,0.0
Consult,Threaten to impose state of emergency or martial law,0,4925,0.0
Host a visit,Engage in diplomatic cooperation,20013,2497,8.014817781337605
Engage in negotiation,Engage in diplomatic cooperation,31733,1151,27.56993918331885
Make an appeal or request,Engage in diplomatic cooperation,20979,2601,8.065743944636678
Engage in diplomatic cooperation,"Use chemical, biological, or radiological weapons",54,922,0.05856832971800434
Praise or endorse,Engage in diplomatic cooperation,12129,1738,6.978711162255466
Sign formal agreement,Engage in diplomatic cooperation,33299,975,34.15282051282051
Engage in diplomatic cooperation,Sign formal agreement,35148,922,38.12147505422993
Express intent to cooperate,Engage in diplomatic cooperation,61342,999,61.4034034034034
Engage in diplomatic cooperation,Express intent to cooperate,55607,922,60.31127982646421
Express intent to engage in diplomatic cooperation (such as policy support),Engage in diplomatic cooperation,43056,976,44.114754098360656
Engage in diplomatic cooperation,Express intent to engage in diplomatic cooperation (such as policy support),38231,922,41.46529284164859
Make optimistic comment,Engage in diplomatic cooperation,7355,442,16.64027149321267
Engage in diplomatic cooperation,Express intent to allow international involvement (non-mediation),2,922,0.0021691973969631237
Express intent to cooperate economically,Engage in diplomatic cooperation,3875,89,43.53932584269663
Engage in diplomatic cooperation,Express intent to cooperate economically,2482,922,2.6919739696312366
Cooperate economically,Engage in diplomatic cooperation,2728,91,29.978021978021978
Engage in diplomatic cooperation,Cooperate economically,2923,922,3.1702819956616053
Engage in diplomatic cooperation,"Threaten with sanctions, boycott, embargo",78,922,0.08459869848156182
Engage in diplomatic cooperation,Express intent to settle dispute,2657,922,2.8817787418655096
Engage in diplomatic cooperation,Halt negotiations,1618,922,1.754880694143167
Engage in diplomatic cooperation,Express intent to de-escalate military engagement,58,922,0.06290672451193059
Engage in diplomatic cooperation,"Impose embargo, boycott, or sanctions",704,922,0.7635574837310195
Engage in diplomatic cooperation,Provide military protection or peacekeeping,342,922,0.37093275488069416
Engage in diplomatic cooperation,"Ease economic sanctions, boycott, embargo",115,922,0.12472885032537961
Engage in diplomatic cooperation,Receive deployment of peacekeepers,380,922,0.4121475054229935
Engage in diplomatic cooperation,Grant diplomatic recognition,1203,922,1.3047722342733188
Engage in diplomatic cooperation,"Reject plan, agreement to settle dispute",1947,922,2.1117136659436007
Engage in diplomatic cooperation,Reject judicial cooperation,123,922,0.1334056399132321
Engage in diplomatic cooperation,"Declare truce, ceasefire",1010,922,1.0954446854663775
Engage in diplomatic cooperation,Express intent to cooperate militarily,897,922,0.972885032537961
Engage in diplomatic cooperation,Reduce or stop economic assistance,491,922,0.5325379609544468
Engage in diplomatic cooperation,Veto,428,922,0.4642082429501085
Engage in diplomatic cooperation,Threaten to reduce or stop aid,105,922,0.113882863340564
Engage in diplomatic cooperation,"Refuse to ease economic sanctions, boycott, or embargo",30,922,0.03253796095444685
Engage in diplomatic cooperation,Express intent to cooperate on intelligence,252,922,0.27331887201735355
Engage in diplomatic cooperation,Reject request for military protection or peacekeeping,5,922,0.005422993492407809
Engage in diplomatic cooperation,"Express intent to ease economic sanctions, boycott, or embargo",17,922,0.01843817787418655
Engage in diplomatic cooperation,Reject economic cooperation,25,922,0.027114967462039046
Engage in diplomatic cooperation,Appeal for military cooperation,3,922,0.0032537960954446853
Engage in diplomatic cooperation,Reject military cooperation,2,922,0.0021691973969631237
Engage in diplomatic cooperation,Reject mediation,50,922,0.05422993492407809
Engage in diplomatic cooperation,Reject request for humanitarian aid,27,922,0.02928416485900217
Engage in diplomatic cooperation,Threaten to halt international involvement (non-mediation),1,922,0.0010845986984815619
Host a visit,"Use chemical, biological, or radiological weapons",32,2497,0.012815378454144974
Host a visit,Sign formal agreement,15739,2497,6.303163796555867
Host a visit,Express intent to cooperate,24967,2497,9.998798558269923
Host a visit,Express intent to engage in diplomatic cooperation (such as policy support),17007,2497,6.810973167801362
Host a visit,Express intent to allow international involvement (non-mediation),6,2497,0.0024028834601521826
Host a visit,Express intent to cooperate economically,977,2497,0.3912695234281137
Host a visit,"Threaten with sanctions, boycott, embargo",27,2497,0.010812975570684821
Host a visit,Meet at a 'third' location,2533,2497,1.0144173007609132
Host a visit,Express intent to settle dispute,1237,2497,0.49539447336804165
Host a visit,Halt negotiations,911,2497,0.3648378053664397
Host a visit,Express intent to de-escalate military engagement,25,2497,0.010012014417300761
Host a visit,"Impose embargo, boycott, or sanctions",220,2497,0.0881057268722467
Host a visit,Receive deployment of peacekeepers,1173,2497,0.4697637164597517
Host a visit,"Reject plan, agreement to settle dispute",809,2497,0.3239887865438526
Host a visit,Reject judicial cooperation,38,2497,0.015218261914297157
Host a visit,"Declare truce, ceasefire",456,2497,0.18261914297156587
Host a visit,Express intent to cooperate militarily,363,2497,0.14537444933920704
Host a visit,Reduce or stop economic assistance,196,2497,0.07849419303163796
Host a visit,Veto,107,2497,0.042851421706047256
Host a visit,Threaten to reduce or stop aid,28,2497,0.011213456147376852
Host a visit,Grant asylum,45,2497,0.01802162595114137
Host a visit,Expel or withdraw,10,2497,0.004004805766920304
Host a visit,Express intent to cooperate on intelligence,80,2497,0.032038446135362435
Host a visit,Reject request for military protection or peacekeeping,14,2497,0.005606728073688426
Host a visit,Appeal for military cooperation,3,2497,0.0012014417300760913
Host a visit,"Appeal for easing of economic sanctions, boycott, or embargo",7,2497,0.002803364036844213
Host a visit,Receive inspectors,131,2497,0.05246295554665599
Host a visit,Reject military cooperation,0,2497,0.0
Host a visit,Reject mediation,26,2497,0.010412494993992792
Host a visit,Engage in mass expulsion,0,2497,0.0
Host a visit,Threaten to halt negotiations,5,2497,0.002002402883460152
Host a visit,Reject request for humanitarian aid,9,2497,0.003604325190228274
Host a visit,Ease restrictions on political freedoms,0,2497,0.0
Host a visit,Threaten to halt international involvement (non-mediation),0,2497,0.0
fight with small arms and light weapons,"Conduct suicide, car, or other non-military bombing",550,526,1.0456273764258555
Threaten with military force,"Conduct suicide, car, or other non-military bombing",367,63,5.825396825396825
Use unconventional violence,"Conduct suicide, car, or other non-military bombing",2123,928,2.2877155172413794
Express intent to provide military aid,"Conduct suicide, car, or other non-military bombing",276,32,8.625
"Conduct suicide, car, or other non-military bombing",Engage in mass killings,1,62,0.016129032258064516
"Conduct suicide, car, or other non-military bombing",Ease curfew,6,62,0.0967741935483871
"Conduct suicide, car, or other non-military bombing",Detonate nuclear weapons,0,62,0.0
Make an appeal or request,"Arrest, detain, or charge with legal action",213466,2601,82.07074202229911
Accuse,"Arrest, detain, or charge with legal action",134854,1163,115.95356835769562
Use conventional military force,"Arrest, detain, or charge with legal action",110536,995,111.09145728643216
"Arrest, detain, or charge with legal action",Use conventional military force,99280,2201,45.106769650159016
Investigate,"Arrest, detain, or charge with legal action",291308,682,427.13782991202345
"Arrest, detain, or charge with legal action",Investigate,272293,2201,123.71331213084962
"Return, release person(s)","Arrest, detain, or charge with legal action",43934,176,249.625
"Arrest, detain, or charge with legal action","Return, release person(s)",47790,2201,21.712857791912768
fight with small arms and light weapons,"Arrest, detain, or charge with legal action",52949,526,100.66349809885932
"Arrest, detain, or charge with legal action",Accede to demands for rights,453,2201,0.20581553839164016
"Arrest, detain, or charge with legal action",Confiscate property,45639,2201,20.735574738755112
"Arrest, detain, or charge with legal action","Investigate crime, corruption",8285,2201,3.764198091776465
"Arrest, detain, or charge with legal action",Ease administrative sanctions,9146,2201,4.155383916401636
"Arrest, detain, or charge with legal action",Coerce,6023,2201,2.736483416628805
"Arrest, detain, or charge with legal action",Use tactics of violent repression,3417,2201,1.5524761472058155
"Arrest, detain, or charge with legal action",Expel or deport individuals,9730,2201,4.420717855520218
"Arrest, detain, or charge with legal action",Impose restrictions on political freedoms,3844,2201,1.7464788732394365
"Arrest, detain, or charge with legal action",Impose administrative sanctions,9765,2201,4.436619718309859
"Arrest, detain, or charge with legal action",Increase police alert status,8,2201,0.003634711494775102
"Arrest, detain, or charge with legal action",Mobilize or increase police power,7,2201,0.0031803725579282144
"Arrest, detain, or charge with legal action",Refuse to release persons or property,1526,2201,0.6933212176283507
"Arrest, detain, or charge with legal action",Use as human shield,229,2201,0.1040436165379373
"Arrest, detain, or charge with legal action",Seize or damage property,1127,2201,0.5120399818264425
"Arrest, detain, or charge with legal action",Refuse to ease administrative sanctions,403,2201,0.18309859154929578
"Arrest, detain, or charge with legal action",Torture,2410,2201,1.0949568378009995
"Arrest, detain, or charge with legal action",Destroy property,274,2201,0.12448886869604725
"Arrest, detain, or charge with legal action",Engage in mass expulsion,0,2201,0.0
"Arrest, detain, or charge with legal action",Halt mediation,15,2201,0.0068150840527033164
Make an appeal or request,Reject,14103,2601,5.422145328719723
Accuse,Reject,9120,1163,7.841788478073947
Reject,"Use chemical, biological, or radiological weapons",3,443,0.006772009029345372
Reject,Investigate,7043,443,15.89841986455982
Reject,Express intent to cooperate,11465,443,25.880361173814897
Reject,Accede to demands for rights,47,443,0.10609480812641084
Reject,Ease administrative sanctions,1209,443,2.729119638826185
Demand,Reject,4509,676,6.670118343195266
Reject,Express intent to allow international involvement (non-mediation),1,443,0.002257336343115124
Reject,"Obstruct passage, block",51,443,0.11512415349887133
Reject,"Defy norms, law",1096,443,2.474040632054176
Reject,"Threaten with sanctions, boycott, embargo",47,443,0.10609480812641084
Reject,Express intent to settle dispute,551,443,1.2437923250564333
Reject,Appeal for intelligence,485,443,1.0948081264108351
Reject,Deny responsibility,1114,443,2.514672686230248
Reject,"Reject proposal to meet, discuss, or negotiate",570,443,1.2866817155756207
Reject,Halt negotiations,429,443,0.9683972911963883
Reject,Accede to demands for change in policy,18,443,0.040632054176072234
Reject,Express intent to provide military protection or peacekeeping,1,443,0.002257336343115124
Reject,Express intent to de-escalate military engagement,229,443,0.5169300225733634
Reject,Increase police alert status,4,443,0.009029345372460496
Reject,Demonstrate military or police power,103,443,0.2325056433408578
Reject,"Impose embargo, boycott, or sanctions",379,443,0.8555304740406321
Reject,Provide military protection or peacekeeping,10,443,0.022573363431151242
Reject,Express intent to yield,69,443,0.15575620767494355
Reject,Receive deployment of peacekeepers,172,443,0.38826185101580135
Reject,Allow humanitarian access,0,443,0.0
Reject,Mobilize or increase police power,40,443,0.09029345372460497
Reject,Impose state of emergency or martial law,4,443,0.009029345372460496
Reject,Give ultimatum,178,443,0.4018058690744921
Reject,Refuse to release persons or property,227,443,0.5124153498871332
Reject,"Reject plan, agreement to settle dispute",540,443,1.2189616252821671
Reject,Reject judicial cooperation,36,443,0.08126410835214447
Reject,"Declare truce, ceasefire",221,443,0.49887133182844245
Reject,"Return, release property",43,443,0.09706546275395034
Reject,Express intent to cooperate militarily,166,443,0.3747178329571106
Reject,Refuse to yield,135,443,0.3047404063205418
Reject,Veto,643,443,1.4514672686230248
Reject,"Demand change in institutions, regime",7,443,0.01580135440180587
Reject,Forgive,1,443,0.002257336343115124
Reject,Appeal for aid,196,443,0.44243792325056436
Reject,Ease political dissent,3,443,0.006772009029345372
Reject,"Refuse to ease economic sanctions, boycott, or embargo",6,443,0.013544018058690745
Reject,Threaten to reduce or break relations,36,443,0.08126410835214447
Reject,Reject request for change in leadership,2,443,0.004514672686230248
Reject,Express intent to cooperate on intelligence,43,443,0.09706546275395034
Reject,Reject request for military protection or peacekeeping,1,443,0.002257336343115124
Reject,"Express intent to ease economic sanctions, boycott, or embargo",6,443,0.013544018058690745
Reject,Ease military blockade,3,443,0.006772009029345372
Reject,Reject economic cooperation,16,443,0.03611738148984198
Reject,Investigate war crimes,1,443,0.002257336343115124
Reject,Demand policy change,4,443,0.009029345372460496
Reject,"Appeal for easing of economic sanctions, boycott, or embargo",1,443,0.002257336343115124
Reject,Receive inspectors,8,443,0.01805869074492099
Reject,Appeal for rights,36,443,0.08126410835214447
Reject,"Express intent to change institutions, regime",10,443,0.022573363431151242
Reject,Reject military cooperation,1,443,0.002257336343115124
Reject,Reject mediation,14,443,0.03160270880361174
Reject,Appeal for target to allow international involvement (non-mediation),0,443,0.0
Reject,Threaten to impose curfew,0,443,0.0
Reject,Halt mediation,2,443,0.004514672686230248
Reject,Demand rights,0,443,0.0
Reject,Demand economic cooperation,0,443,0.0
Reject,Threaten to halt negotiations,9,443,0.020316027088036117
Reject,Reject request for humanitarian aid,6,443,0.013544018058690745
Reject,"Reject request for change in institutions, regime",3,443,0.006772009029345372
Reject,Ease curfew,3,443,0.006772009029345372
Reject,Reject request or demand for political reform,1,443,0.002257336343115124
Reject,Engage in violent protest for policy change,0,443,0.0
Reject,Reject request for policy change,0,443,0.0
Engage in negotiation,"Use chemical, biological, or radiological weapons",9,1151,0.007819287576020852
Praise or endorse,Engage in negotiation,8529,1738,4.907364787111622
Engage in negotiation,Sign formal agreement,29274,1151,25.433536055603824
Engage in negotiation,Express intent to cooperate,57326,1151,49.80538662033015
Engage in negotiation,Express intent to engage in diplomatic cooperation (such as policy support),32925,1151,28.60556038227628
Engage in negotiation,Express intent to allow international involvement (non-mediation),1,1151,0.0008688097306689834
Engage in negotiation,Express intent to cooperate economically,1859,1151,1.6151172893136403
Engage in negotiation,Cooperate economically,1815,1151,1.5768896611642051
Engage in negotiation,"Threaten with sanctions, boycott, embargo",160,1151,0.13900955690703737
Engage in negotiation,Meet at a 'third' location,6236,1151,5.417897480451781
Engage in negotiation,Express intent to settle dispute,2821,1151,2.4509122502172023
Engage in negotiation,Halt negotiations,2018,1151,1.7532580364900088
Engage in negotiation,Accede to demands for change in policy,69,1151,0.05994787141615986
Engage in negotiation,Express intent to provide military protection or peacekeeping,0,1151,0.0
Engage in negotiation,Express intent to de-escalate military engagement,144,1151,0.12510860121633363
Engage in negotiation,Demonstrate military or police power,376,1151,0.3266724587315378
Engage in negotiation,"Impose embargo, boycott, or sanctions",1170,1151,1.0165073848827106
Engage in negotiation,Provide military protection or peacekeeping,26,1151,0.022589052997393572
Engage in negotiation,"Ease economic sanctions, boycott, embargo",141,1151,0.12250217202432667
Engage in negotiation,Receive deployment of peacekeepers,39,1151,0.03388357949609035
Engage in negotiation,Allow humanitarian access,0,1151,0.0
Engage in negotiation,Impose state of emergency or martial law,8,1151,0.0069504778453518675
Engage in negotiation,"Reject plan, agreement to settle dispute",2186,1151,1.8992180712423978
Engage in negotiation,Reject judicial cooperation,84,1151,0.07298001737619461
Engage in negotiation,"Declare truce, ceasefire",986,1151,0.8566463944396178
Engage in negotiation,Express intent to cooperate militarily,943,1151,0.8192875760208514
Engage in negotiation,Reduce or stop economic assistance,455,1151,0.3953084274543875
Engage in negotiation,Veto,3,1151,0.0026064291920069507
Engage in negotiation,"Demand change in institutions, regime",26,1151,0.022589052997393572
Engage in negotiation,Threaten to reduce or stop aid,78,1151,0.0677671589921807
Engage in negotiation,Express intent to engage in material cooperation,24,1151,0.020851433536055605
Engage in negotiation,Forgive,24,1151,0.020851433536055605
Engage in negotiation,"Refuse to ease economic sanctions, boycott, or embargo",75,1151,0.06516072980017376
Engage in negotiation,Reduce or stop military assistance,15,1151,0.013032145960034752
Engage in negotiation,Express intent to cooperate on intelligence,252,1151,0.21894005212858383
Engage in negotiation,Demand material aid,3,1151,0.0026064291920069507
Engage in negotiation,Reject request for military protection or peacekeeping,0,1151,0.0
Engage in negotiation,"Express intent to ease economic sanctions, boycott, or embargo",28,1151,0.02432667245873154
Engage in negotiation,"Appeal for change in institutions, regime",4,1151,0.0034752389226759338
Engage in negotiation,Reject economic cooperation,33,1151,0.028670721112076455
Engage in negotiation,Appeal for military cooperation,1,1151,0.0008688097306689834
Engage in negotiation,Receive inspectors,5,1151,0.004344048653344918
Engage in negotiation,Reject military cooperation,0,1151,0.0
Engage in negotiation,Reject mediation,6,1151,0.005212858384013901
Engage in negotiation,Appeal for target to allow international involvement (non-mediation),0,1151,0.0
Engage in negotiation,Threaten to impose curfew,0,1151,0.0
Engage in negotiation,Demand economic cooperation,0,1151,0.0
Engage in negotiation,Threaten to halt negotiations,14,1151,0.01216333622936577
Engage in negotiation,Reject request for humanitarian aid,26,1151,0.022589052997393572
Engage in negotiation,Carry out roadside bombing,3,1151,0.0026064291920069507
Engage in negotiation,"Reject request for change in institutions, regime",0,1151,0.0
Engage in negotiation,Threaten to halt international involvement (non-mediation),1,1151,0.0008688097306689834
Engage in negotiation,Reject request for policy change,0,1151,0.0
Make an appeal or request,"Protest violently, riot",601,2601,0.23106497500961168
Demonstrate or rally,"Protest violently, riot",9819,204,48.13235294117647
"Protest violently, riot","Obstruct passage, block",670,114,5.87719298245614
"Protest violently, riot",Engage in violent protest for leadership change,10,114,0.08771929824561403
"Protest violently, riot",Engage in violent protest for policy change,0,114,0.0
"Protest violently, riot",Detonate nuclear weapons,0,114,0.0
Make an appeal or request,Threaten,10875,2601,4.1810841983852365
Accuse,Threaten,5591,1163,4.807394668959588
Threaten,"Use chemical, biological, or radiological weapons",3,230,0.013043478260869565
Threaten,Accede to demands for rights,66,230,0.28695652173913044
Demand,Threaten,2695,676,3.9866863905325443
Threaten,Express intent to allow international involvement (non-mediation),0,230,0.0
Threaten,"Obstruct passage, block",80,230,0.34782608695652173
Threaten,"Defy norms, law",296,230,1.2869565217391303
Threaten,"Threaten with sanctions, boycott, embargo",102,230,0.4434782608695652
Threaten,Halt negotiations,128,230,0.5565217391304348
Threaten,Express intent to de-escalate military engagement,223,230,0.9695652173913043
Threaten,"Impose embargo, boycott, or sanctions",767,230,3.3347826086956522
Threaten,Provide military protection or peacekeeping,169,230,0.7347826086956522
Threaten,Receive deployment of peacekeepers,8,230,0.034782608695652174
Threaten,Threaten non-force,92,230,0.4
Threaten,Allow humanitarian access,0,230,0.0
Threaten,Give ultimatum,420,230,1.826086956521739
Threaten,Reject judicial cooperation,11,230,0.04782608695652174
Threaten,"Declare truce, ceasefire",66,230,0.28695652173913044
Threaten,"Return, release property",75,230,0.32608695652173914
Threaten,Engage in mass killings,0,230,0.0
Threaten,"Demand change in institutions, regime",3,230,0.013043478260869565
Threaten,Threaten to reduce or stop aid,3,230,0.013043478260869565
Threaten,Demand intelligence cooperation,80,230,0.34782608695652173
Threaten,Ease political dissent,9,230,0.0391304347826087
Threaten,"Refuse to ease economic sanctions, boycott, or embargo",57,230,0.24782608695652175
Threaten,Reject request for change in leadership,0,230,0.0
Threaten,Reduce or stop military assistance,9,230,0.0391304347826087
Threaten,Demand humanitarian aid,0,230,0.0
Threaten,Reject request for military protection or peacekeeping,0,230,0.0
Threaten,"Express intent to ease economic sanctions, boycott, or embargo",26,230,0.11304347826086956
Threaten,Ease military blockade,5,230,0.021739130434782608
Threaten,Investigate war crimes,0,230,0.0
Threaten,Demand policy change,0,230,0.0
Threaten,Appeal for rights,49,230,0.21304347826086956
Threaten,"Express intent to change institutions, regime",11,230,0.04782608695652174
Threaten,Appeal for target to allow international involvement (non-mediation),2,230,0.008695652173913044
Threaten,Halt mediation,4,230,0.017391304347826087
Threaten,Demand military aid,8,230,0.034782608695652174
Threaten,Reject request for humanitarian aid,1,230,0.004347826086956522
Threaten,Carry out roadside bombing,1,230,0.004347826086956522
Threaten,"Reject request for change in institutions, regime",0,230,0.0
Threaten,Ease curfew,5,230,0.021739130434782608
Threaten,Reject request for economic aid,11,230,0.04782608695652174
Threaten,Detonate nuclear weapons,0,230,0.0
Accuse,Make an appeal or request,134330,1163,115.50300945829751
Make an appeal or request,Accuse,132454,2601,50.92425990003845
Make an appeal or request,Demonstrate or rally,4512,2601,1.7347174163783161
Make an appeal or request,"Use chemical, biological, or radiological weapons",8,2601,0.0030757400999615533
Make an appeal or request,Investigate,140788,2601,54.12841214917339
Praise or endorse,Make an appeal or request,14303,1738,8.229574223245109
Make an appeal or request,Express intent to provide material aid,1537,2601,0.5909265667051135
Make an appeal or request,Sign formal agreement,17066,2601,6.561322568242984
Make an appeal or request,Express intent to cooperate,42124,2601,16.19530949634756
Make an appeal or request,Make pessimistic comment,24798,2601,9.534025374855824
Make an appeal or request,Express intent to engage in diplomatic cooperation (such as policy support),30476,2601,11.717031910803538
Make an appeal or request,Provide humanitarian aid,11832,2601,4.549019607843137
Make an appeal or request,Make optimistic comment,20422,2601,7.851595540176855
Make an appeal or request,Accede to demands for rights,475,2601,0.18262206843521722
Make an appeal or request,Confiscate property,24168,2601,9.291810841983853
Make an appeal or request,"Investigate crime, corruption",4032,2601,1.5501730103806228
Make an appeal or request,Ease administrative sanctions,4092,2601,1.5732410611303345
Demand,Make an appeal or request,42675,676,63.12869822485207
Make an appeal or request,Demand,47902,2601,18.41676278354479
Make an appeal or request,Express intent to allow international involvement (non-mediation),3,2601,0.0011534025374855825
Make an appeal or request,Yield,2760,2601,1.0611303344867358
Make an appeal or request,"Obstruct passage, block",93,2601,0.03575547866205306
Make an appeal or request,Express intent to cooperate economically,1316,2601,0.5059592464436755
Make an appeal or request,"Defy norms, law",1279,2601,0.4917339484813533
Make an appeal or request,Appeal for change in leadership,322,2601,0.12379853902345252
Make an appeal or request,Use tactics of violent repression,1064,2601,0.4090734332948866
Make an appeal or request,Reduce or break diplomatic relations,1288,2601,0.49519415609381007
Make an appeal or request,"Threaten with sanctions, boycott, embargo",276,2601,0.1061130334486736
Make an appeal or request,Meet at a 'third' location,3381,2601,1.2998846597462514
Make an appeal or request,Rally opposition against,1272,2601,0.48904267589388695
Make an appeal or request,Engage in material cooperation,8644,2601,3.323337178008458
Make an appeal or request,Express intent to settle dispute,2078,2601,0.7989234909650135
Make an appeal or request,Appeal for intelligence,11452,2601,4.402921953094963
Make an appeal or request,Bring lawsuit against,5798,2601,2.229142637447136
Make an appeal or request,Defend verbally,112,2601,0.04306036139946175
Make an appeal or request,Deny responsibility,3401,2601,1.3075740099961553
Make an appeal or request,"Reject proposal to meet, discuss, or negotiate",2423,2601,0.9315647827758554
Make an appeal or request,Halt negotiations,1488,2601,0.5720876585928489
Make an appeal or request,Accede to demands for change in policy,78,2601,0.029988465974625143
Make an appeal or request,Express intent to provide military protection or peacekeeping,42,2601,0.016147635524798153
Make an appeal or request,Express accord,722,2601,0.2775855440215302
Make an appeal or request,Impose administrative sanctions,4568,2601,1.756247597078047
Make an appeal or request,Express intent to de-escalate military engagement,309,2601,0.11880046136101499
Make an appeal or request,Increase police alert status,13,2601,0.004998077662437524
Make an appeal or request,Demonstrate military or police power,293,2601,0.11264898116109189
Make an appeal or request,"Impose embargo, boycott, or sanctions",2544,2601,0.9780853517877739
Make an appeal or request,Provide military protection or peacekeeping,254,2601,0.09765474817377931
Make an appeal or request,Express intent to yield,676,2601,0.25990003844675125
Make an appeal or request,Complain officially,1288,2601,0.49519415609381007
Make an appeal or request,"Ease economic sanctions, boycott, embargo",126,2601,0.04844290657439446
Make an appeal or request,Consider policy option,2160,2601,0.8304498269896193
Make an appeal or request,"Accuse of crime, corruption",2312,2601,0.8888888888888888
Make an appeal or request,Reduce relations,4855,2601,1.8665897731641676
Make an appeal or request,Receive deployment of peacekeepers,537,2601,0.20645905420991925
Make an appeal or request,Threaten non-force,770,2601,0.2960399846212995
Make an appeal or request,Demand diplomatic cooperation (such as policy support),2348,2601,0.9027297193387159
Make an appeal or request,Express intent to provide economic aid,877,2601,0.33717800845828527
Make an appeal or request,Provide aid,5256,2601,2.0207612456747404
Make an appeal or request,Appeal for military aid,2837,2601,1.090734332948866
Make an appeal or request,Allow humanitarian access,0,2601,0.0
Make an appeal or request,Reduce or stop material aid,45,2601,0.01730103806228374
Make an appeal or request,Mobilize or increase police power,96,2601,0.03690888119953864
Make an appeal or request,Express intent to provide humanitarian aid,1192,2601,0.45828527489427145
Make an appeal or request,Appeal to engage in or accept mediation,3459,2601,1.3298731257208767
Make an appeal or request,Appeal for political reform,258,2601,0.09919261822376009
Make an appeal or request,Impose state of emergency or martial law,4,2601,0.0015378700499807767
Make an appeal or request,Appeal for economic aid,1036,2601,0.39830834294502115
Make an appeal or request,Give ultimatum,3154,2601,1.2126105344098423
Make an appeal or request,Appeal for de-escalation of military engagement,1034,2601,0.3975394079200308
Make an appeal or request,Refuse to release persons or property,736,2601,0.2829680891964629
Make an appeal or request,Demonstrate for leadership change,24,2601,0.00922722029988466
Make an appeal or request,"Reject plan, agreement to settle dispute",1535,2601,0.590157631680123
Make an appeal or request,Reject judicial cooperation,55,2601,0.02114571318723568
Make an appeal or request,"Declare truce, ceasefire",697,2601,0.2679738562091503
Make an appeal or request,Demand change in leadership,206,2601,0.07920030757400999
Make an appeal or request,"Return, release property",965,2601,0.37101114955786235
Make an appeal or request,Mediate,180,2601,0.06920415224913495
Make an appeal or request,Express intent to cooperate militarily,534,2601,0.20530565167243367
Make an appeal or request,Reduce or stop humanitarian assistance,51,2601,0.0196078431372549
Make an appeal or request,Decline comment,649,2601,0.249519415609381
Make an appeal or request,Reduce or stop economic assistance,669,2601,0.25720876585928487
Make an appeal or request,Refuse to yield,383,2601,0.14725105728565935
Make an appeal or request,Use as human shield,128,2601,0.049211841599384853
Make an appeal or request,fight with artillery and tanks,212,2601,0.08150711264898117
Make an appeal or request,Appeal to others to meet or negotiate,1876,2601,0.7212610534409842
Make an appeal or request,Appeal for release of persons or property,1242,2601,0.47750865051903113
Make an appeal or request,Veto,125,2601,0.04805843906189927
Make an appeal or request,Express intent to ease administrative sanctions,704,2601,0.2706651287966167
Make an appeal or request,Appeal for humanitarian aid,465,2601,0.1787773933102653
Make an appeal or request,Appeal for policy change,858,2601,0.32987312572087657
Make an appeal or request,"Demand change in institutions, regime",20,2601,0.007689350249903883
